d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,30445.43,31234.58
1_facilities_and_construction,2018-2019,286028.40,289978.80
1_facilities_and_construction,2019-2020,462903.82,461992.00
1_facilities_and_construction,2020-2021,78092.54,75322.50
1_facilities_and_construction,2021-2022,203725.34,176051.19
10_office_management,2017-2018,698121.78,716708.46
10_office_management,2018-2019,692802.92,701850.66
10_office_management,2019-2020,828261.72,826539.24
10_office_management,2020-2021,1910661.73,1843167.29
10_office_management,2021-2022,5368468.62,3826507.92
11_defence,2017-2018,47201.36,48466.62
11_defence,2018-2019,47201.36,47803.72
11_defence,2019-2020,7888.45,7884.85
2_professional_services,2017-2018,12969471.42,13315858.71
2_professional_services,2018-2019,15694310.65,15886800.79
2_professional_services,2019-2020,15846354.39,15811554.94
2_professional_services,2020-2021,13699631.05,13404104.01
2_professional_services,2021-2022,14279111.57,10812963.52
3_information_technology,2017-2018,772664.19,793375.86
3_information_technology,2018-2019,1172634.19,1186365.23
3_information_technology,2019-2020,790092.76,788474.44
3_information_technology,2020-2021,866170.32,845064.61
3_information_technology,2021-2022,685906.25,505386.48
5_transportation_and_logistics,2017-2018,354369.57,364116.29
5_transportation_and_logistics,2018-2019,230503.15,233430.57
5_transportation_and_logistics,2019-2020,79753.48,79590.12
5_transportation_and_logistics,2020-2021,79535.57,77864.35
5_transportation_and_logistics,2021-2022,14597.79,11089.07
6_industrial_products_and_services,2017-2018,23040.89,23658.51
6_industrial_products_and_services,2018-2019,54549.46,55254.65
6_industrial_products_and_services,2019-2020,35814.09,35740.74
6_industrial_products_and_services,2020-2021,35716.24,34965.76
6_industrial_products_and_services,2021-2022,63296.16,27131.50
