d_vendor_name,overall_total
ALTIS HUMAN RESOURCES,929528.3589773468
EXCEL HUMAN RESOURCES,730391.6273784849
CBCI TELECOM,455572.2070474138
ZYCOM,361368.849513382
BELL CANADA,287287.17
QMR,286631.11
UBIQUS CANADA,250205.47945205477
N12 CONSULTING,235346.09881081083
PURESPIRIT SOLUTIONS,194840.19
HEWLETT PACKARD,165394.5240547945
GARTNER,143973.59671232876
LIONBRIDGE,126489.89898989898
ADVANCED CHIPPEWA TECHNOLOGIES,118189.76945205481
MAPLESOFT CONSULTING,105678.23999999999
CALIAN,89244.60488454708
DONNA CONA,87381
BLACKBERRY,81371.55298630137
MICROSOFT CANADA,77855.62558428494
MISHKUMI TECHNOLOGIES,72395.28
SOFTCHOICE,71186.42620689655
NEWFOUND RECRUITING,63353.409999999996
UNIVERSITY OF CALGARY,54428.61583561644
XEROX,49662.67220711296
UNIVERSITY OF WESTERN ONTARIO,48995.56
HYPERTEC,48426.16
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,45014.66
LEVERAGE TECHNOLOGY RESOURCES,43883.549999999996
UNIVERSITY OF NEW BRUNSWICK,40000
SYSTEMSCOPE,39953.810000000005
MAXSYS STAFFING AND CONSULTING,39881.96
IDS SYSTEMS CONSULTANTS,39091.5
SENSUS COMMUNICATION SOLUTIONS,30502.87
SDL INTERNATIONAL CANADA,30353.4
CNW GROUP,29289.6
MEDIA Q,25000.000000000004
UNIVERSITY OF SASKATCHEWAN,24931.5
PRINTERS PLUS,24849.1
CANADIAN CORPS OF COMMISSIONAIRES,24814.70056234719
ITEX,21866.869999999995
CISION CANADA,18549.3
QUANTUM MANAGEMENT SERVICES,15866.9784375
UNIVERSITY OF WATERLOO,15719.145199999997
CSDC SYSTEMS,14810.992065663475
ADVANCED BUSINESS INTERIORS,14169.06
THE AIM GROUP,13813.37988764045
EKOS RESEARCH ASSOCIATES,13797
GRAYBRIDGE INTERNATIONAL CONSULTING,13149.658536585366
STRATOS,7783.269026548672
ARTEMP PERSONNEL SERVICES,7114.08
