d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,0
1_facilities_and_construction,2018-2019,152883.31648351648
1_facilities_and_construction,2019-2020,213231.83817235398
1_facilities_and_construction,2020-2021,1548736.8014007695
10_office_management,2018-2019,13085.4
2_professional_services,2017-2018,592870.3172175044
2_professional_services,2018-2019,483675.48358053184
2_professional_services,2019-2020,431041.1422348465
2_professional_services,2020-2021,291697.0898375368
4_medical,2017-2018,2661808.4318181816
4_medical,2018-2019,2631173.7018181817
4_medical,2020-2021,50642.880000000005
6_industrial_products_and_services,2017-2018,103145.20547945205
9_human_capital,2017-2018,737966.2306770887
9_human_capital,2018-2019,1106840.9360591753
9_human_capital,2019-2020,2073944.8494912551
9_human_capital,2020-2021,2996540.187813577
