d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,0.00,0.00
1_facilities_and_construction,2018-2019,152883.32,154187.15
1_facilities_and_construction,2019-2020,213231.84,213046.83
1_facilities_and_construction,2020-2021,1548736.80,1479325.58
1_facilities_and_construction,2021-2022,886668.20,833381.65
10_office_management,2018-2019,13085.40,13197.00
2_professional_services,2017-2018,592870.32,610530.67
2_professional_services,2018-2019,483675.48,492051.07
2_professional_services,2019-2020,431041.14,426338.61
2_professional_services,2020-2021,291697.09,278040.37
2_professional_services,2021-2022,1124598.00,1048983.80
4_medical,2017-2018,2661808.43,2743233.09
4_medical,2018-2019,2631173.70,2679366.91
4_medical,2020-2021,50642.88,48499.40
6_industrial_products_and_services,2017-2018,103145.21,106309.17
9_human_capital,2017-2018,737966.23,759343.58
9_human_capital,2018-2019,1106840.94,1126688.07
9_human_capital,2019-2020,2073944.85,2052684.25
9_human_capital,2020-2021,2996540.19,2857240.64
9_human_capital,2021-2022,3477215.11,3242880.09
