d_vendor_name,d_fiscal_year,total
ADGA GROUP,2017-2018,28974413.701561846
ADGA GROUP,2018-2019,11070360.26813793
ADGA GROUP,2019-2020,10683613.707928557
ADGA GROUP,2020-2021,9979719.92421001
AIRBUS,2017-2018,242164179.1013926
AIRBUS,2018-2019,242933927.94946155
AIRBUS,2019-2020,252771646.46463236
AIRBUS,2020-2021,247026915.59401366
ALTIS HUMAN RESOURCES,2017-2018,15301409.946443852
ALTIS HUMAN RESOURCES,2018-2019,13035770.75374676
ALTIS HUMAN RESOURCES,2019-2020,12606408.193707861
ALTIS HUMAN RESOURCES,2020-2021,6956313.700186062
AMAN BUILDERS,2017-2018,13145320.020647716
AMAN BUILDERS,2018-2019,11678421.280276816
AMAN BUILDERS,2019-2020,3455532.8719723183
ATCO,2017-2018,17228512.52012732
ATCO,2018-2019,29126177.805092327
ATCO,2019-2020,15260204.811169103
ATCO,2020-2021,15173879.486568293
BABCOCK INTERNATIONAL GROUP,2017-2018,166020574.36443058
BABCOCK INTERNATIONAL GROUP,2018-2019,27624720.826550093
BABCOCK INTERNATIONAL GROUP,2019-2020,196666.66026162935
BABCOCK INTERNATIONAL GROUP,2020-2021,208818.37391908662
BELL TEXTRON,2017-2018,69476871.657754
BELL TEXTRON,2018-2019,69481298.65665811
BELL TEXTRON,2019-2020,69732553.08243279
BLACK MCDONALD,2017-2018,11268578.799744565
BLACK MCDONALD,2018-2019,13580638.141101986
BLACK MCDONALD,2019-2020,4396893.267369732
BLACK MCDONALD,2020-2021,4312680.043951356
BMT FLEET TECHNOLOGY,2017-2018,6505636.96285113
BMT FLEET TECHNOLOGY,2018-2019,2009283.8245624686
BMT FLEET TECHNOLOGY,2019-2020,16268578.511876313
BMT FLEET TECHNOLOGY,2020-2021,16481315.297052069
BOMBARDIER,2017-2018,5303901.081218139
BOMBARDIER,2018-2019,7230078.810237126
BOMBARDIER,2019-2020,4599293.011144421
BOMBARDIER,2020-2021,14019191.50959301
BRONSWERK MARINE,2017-2018,8732242.288212283
BRONSWERK MARINE,2018-2019,10719464.587084273
BRONSWERK MARINE,2019-2020,5045344.414010104
BRONSWERK MARINE,2020-2021,3790417.6444494426
BROOKFIELD ASSET MANAGEMENT,2017-2018,16014195.609436436
