d_vendor_name,d_fiscal_year,total
10647802 CANADA,2018-2019,2524099.52
10647802 CANADA,2019-2020,2448725.82
10647802 CANADA,2020-2021,3039447.35
1320376 ONTARIO,2017-2018,6798482.87
1320376 ONTARIO,2019-2020,145680.98
14343878 ONTARIO,2018-2019,1646532.97
14343878 ONTARIO,2019-2020,3311159.7
14343878 ONTARIO,2020-2021,3302112.82
1X1 ARCHITECTURE,2017-2018,370758.48
1X1 ARCHITECTURE,2018-2019,796775.38
1X1 ARCHITECTURE,2019-2020,1544821.39
1X1 ARCHITECTURE,2020-2021,1877544.6
2220742 ONTARIO,2017-2018,4030101.83
2220742 ONTARIO,2018-2019,7825486.37
2220742 ONTARIO,2019-2020,6606678.11
2220742 ONTARIO,2020-2021,2587421.58
2553164 ONTARIO,2019-2020,986739.16
2553164 ONTARIO,2020-2021,3399725.57
2KEYS,2017-2018,639818.92
2KEYS,2020-2021,169500
3469051 CANADA,2017-2018,255380.82
3469051 CANADA,2018-2019,1200407.45
3469051 CANADA,2020-2021,23693.33
3955788 CANADA,2017-2018,484978.53
3955788 CANADA,2018-2019,644654.49
3955788 CANADA,2019-2020,466245.51
3D DATACOMM,2018-2019,19554.81
4083261 CANADA,2017-2018,4139309.15
4083261 CANADA,2018-2019,1345967.14
4083261 CANADA,2019-2020,846020.03
4083261 CANADA,2020-2021,841364.7
4PLAN CONSULTING,2017-2018,51828.26
4PLAN CONSULTING,2019-2020,24441.9
5029406 MANITOBA,2017-2018,90673.4
5029406 MANITOBA,2019-2020,949900
5029406 MANITOBA,2020-2021,727500
529040 ONTARIO AND 880382,2019-2020,213828.24
529040 ONTARIO AND 880382,2020-2021,15262.99
6834973 CANADA,2017-2018,2220441.46
6834973 CANADA,2018-2019,2220441.46
6834973 CANADA,2019-2020,2226524.87
6834973 CANADA,2020-2021,2220441.46
727619 ALBERTA O A ROUGHRIDER,2017-2018,148884.04
727619 ALBERTA O A ROUGHRIDER,2018-2019,2012691.59
727619 ALBERTA O A ROUGHRIDER,2019-2020,2018205.82
727619 ALBERTA O A ROUGHRIDER,2020-2021,2012691.59
7305516 CANADA,2017-2018,5598561.65
7305516 CANADA,2018-2019,990058.86
7305516 CANADA,2019-2020,3310898.76
7305516 CANADA,2020-2021,1867990.58
736902 ONTARIO,2017-2018,873755.97
736902 ONTARIO,2018-2019,1462707.26
736902 ONTARIO,2019-2020,766547.99
736902 ONTARIO,2020-2021,5316850.54
73719 NEWFOUNDLAND LABRADOR,2017-2018,358270.44
73719 NEWFOUNDLAND LABRADOR,2018-2019,66450.94
73719 NEWFOUNDLAND LABRADOR,2019-2020,443796.01
73719 NEWFOUNDLAND LABRADOR,2020-2021,119762.22
851791 NWT,2017-2018,102621.23
898845 ALBERTA,2018-2019,579484.47
898845 ALBERTA,2019-2020,2882315.69
898845 ALBERTA,2020-2021,914825.89
9006 9311 QUEBEC,2017-2018,1975961.61
9006 9311 QUEBEC,2018-2019,2755610.04
9006 9311 QUEBEC,2019-2020,2326494.53
9006 9311 QUEBEC,2020-2021,7030785.25
9090 5092 QUEBEC,2017-2018,2638469.61
9090 5092 QUEBEC,2018-2019,6046597.57
9090 5092 QUEBEC,2019-2020,5028699.15
9099 3593 QUEBEC INTER PROJE,2018-2019,1093716.71
9099 3593 QUEBEC INTER PROJE,2019-2020,2313874.65
9099 3593 QUEBEC INTER PROJE,2020-2021,2515845.58
9168516 CANADA,2017-2018,1580485.69
9168516 CANADA,2018-2019,3517544.36
9168516 CANADA,2019-2020,82884.16
9168516 CANADA,2020-2021,18330.52
9275 0181 QUEBEC,2017-2018,948783.89
9275 0181 QUEBEC,2018-2019,1634794.14
9275 0181 QUEBEC,2019-2020,3086692.5
9275 0181 QUEBEC,2020-2021,2168847.13
A J HANNA CONSTRUCTION,2017-2018,2428689.31
A J HANNA CONSTRUCTION,2018-2019,2289388.13
A J HANNA CONSTRUCTION,2019-2020,2510294.95
A J HANNA CONSTRUCTION,2020-2021,2802006.46
A SANTIN MASON CONTRACTOR,2017-2018,1117384.17
A SANTIN MASON CONTRACTOR,2018-2019,1584325.73
A SANTIN MASON CONTRACTOR,2019-2020,3344355.29
A SANTIN MASON CONTRACTOR,2020-2021,3393176.8
AB SCIEX,2017-2018,157356.71
AB SCIEX,2018-2019,208161.51
AB SCIEX,2019-2020,554642.96
AB SCIEX,2020-2021,475662.35
ABB,2017-2018,6793713.57
ABB,2018-2019,488912.8
ABB,2019-2020,360723.16
ABB,2020-2021,303765.86
ABCO MAINTENANCE SYSTEMS,2017-2018,3163450.78
ABCO MAINTENANCE SYSTEMS,2018-2019,3229110.38
ABCO MAINTENANCE SYSTEMS,2019-2020,2424248.15
ABCO MAINTENANCE SYSTEMS,2020-2021,1262357.58
ABS AMERICAS,2017-2018,31173.24
ABS AMERICAS,2018-2019,31173.24
ABS AMERICAS,2019-2020,31258.64
ABS AMERICAS,2020-2021,31173.24
ACADIAN DREDGING,2017-2018,1196957.24
ACADIAN DREDGING,2018-2019,740806.78
ACADIAN DREDGING,2019-2020,1201021.67
ACADIAN DREDGING,2020-2021,1276902.5
ACCENTURE,2018-2019,146946.15
ACCENTURE,2019-2020,52480.77
ACKLANDS GRAINGER,2017-2018,70718.83
ACKLANDS GRAINGER,2018-2019,272561.6
ACKLANDS GRAINGER,2019-2020,80328.28
ACKLANDS GRAINGER,2020-2021,44916.79
ACME FUTURE SECURITY CONTROLS,2017-2018,356735.66
ACME FUTURE SECURITY CONTROLS,2018-2019,1254225.07
ACME FUTURE SECURITY CONTROLS,2019-2020,70978.79
ACME FUTURE SECURITY CONTROLS,2020-2021,241876.93
ACT,2018-2019,25579.79
ADGA GROUP,2017-2018,4547489.16
ADGA GROUP,2018-2019,3741826.53
ADGA GROUP,2019-2020,2385309.61
ADGA GROUP,2020-2021,2647452.16
ADVANCED BUSINESS INTERIORS,2017-2018,212178.41
ADVANCED BUSINESS INTERIORS,2018-2019,493267.63
ADVANCED BUSINESS INTERIORS,2019-2020,1805726.6
ADVANCED BUSINESS INTERIORS,2020-2021,230928.65
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,76675.28
AECOM,2017-2018,18311558.43
AECOM,2018-2019,23105345.65
AECOM,2019-2020,23242310.74
AECOM,2020-2021,22106071.13
AEREX AVIONICS,2017-2018,2396748.93
AEREX AVIONICS,2018-2019,2904399.31
AEREX AVIONICS,2019-2020,4185966.65
AEREX AVIONICS,2020-2021,5388931.35
AERO SUPPLIES,2017-2018,644860.65
AERO SUPPLIES,2018-2019,668524.4
AERO SUPPLIES,2019-2020,1879488.37
AERO SUPPLIES,2020-2021,1868062.44
AFC INDUSTRIES,2017-2018,1628533.32
AFC INDUSTRIES,2018-2019,2569376.15
AFC INDUSTRIES,2019-2020,2573194.84
AFC INDUSTRIES,2020-2021,321023.98
AFN ENGINEERING,2017-2018,2789379.9
