d_vendor_name,overall_total
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,4460561198.15
PCL CONSTRUCTORS,1749556512.43
IRVING SHIPBUILDING,1234859130.23
VANCOUVER SHIPYARDS,1139271636.85
POMERLEAU,645431680.02
SIGNATURE SUR LE SAINT LAURENT,578395163.57
SNC LAVALIN,432332488.07
WSP,389631508.41
MAPLE REINDERS CONSTRUCTORS,369502696.18
KF AEROSPACE,323873240.33
MACDONALD DETTWILER AND ASSOCIATES,303903145.14
ELLISDON,281569383.9
LOCKHEED MARTIN,210619918.63
WEIR CANADA,166345151.32
IBM CANADA,142377561.11
RAYTHEON,142320166.74
PETER KIEWIT SONS,106851380.45
STANTEC,103614195.5
SERCO,102720215.52
OKANAGAN AGGREGATES,94952166.26
DEXTER CONSTRUCTION,91901592.76
AECOM,86526416.97
COMPUTERSHARE INVESTOR SERVICES,83626331.3
TISSEUR,69031150.28
BLACK MCDONALD,68680082.34
LEONARDO GERMANY FKA SELEX ES GMBH,65378648.48
LEONARDO,61701390.66
ATCO,55852364.66
GREEN TIMBERS PARTNERSHIP,55484344.42
FLEETWAY,55476188.94
SQUAMISH INDIAN BAND,54982211.42
WHITE BEAR INDUSTRIES,53334848.7
WINMAR CANADA INTERNATIONAL,53100000
BIRD CONSTRUCTION COMPANY,51048031.39
PETERS CONSTRUCTION,50614115.19
ELLISDON CIVIL CHANT LTD,49915289.49
SELEX,49115346.36
CEGERCO,48412915.23
MCELHANNEY ASSOCIATES,47718993.64
SANTE MONTFORT,46366212.75
BOLESS,42259128.46
CONSTRUCTION LFG,42239480.56
LOUIS W BRAY CONSTRUCTION,42103201.64
L3HARRIS,41817394.01
DECAREL,41113410
EIFFAGE INNOVATIVE CANADA,40771811.94
UTILITIES KINGSTON,40193417.19
GOLDER ASSOCIATES,40154237.82
QINETIQ,39431291.36
GDI SERVICES,38931146.76
AMERESCO CANADA,38499025.42
GRAHAM CONSTRUCTION,37335759.91
GROUPE GEYSER,36912129.98
KINETIC CONSTRUCTION,36817738.54
RHEINMETALL,36784489.32
COLLIERS PROJECT LEADERS,36326687.71
INDUSTRA CONSTRUCTION,36145311.53
SCANSA CONSTRUCTION,36035282.65
ARCHITECTURE 49,35974971.33
DEXTERRA,35960559
CONSTRUCTION DEMATHIEU BARD,35106443.54
METRO PAVING AND ROAD BUILDING,33566861.05
TETRA TECH,33449042.65
PENN CONSTRUCTION CANADA,33368719.08
IMPERIAL CLEANERS,33356631.67
MAXIM 2000,33099306.28
EBC,32994311.81
HAMEL CONSTRUCTION,32615845.19
ARCHITECTURE EVOQ,32104658.8
NORR,31836693.75
BMT FLEET TECHNOLOGY,31400932.99
ENMAX ENERGY,30669846.41
ENTREPRISE DE CONSTRUCTION T E Q,30593881.84
ROSCOE CONSTRUCTION,29822912.31
HONEYWELL,29781601.65
GREENFIELD CONSTRUCTION,28500914.23
AMAN BUILDERS,28279274.17
SANEXEN SERVICES ENVIRONMENTAUX,28206874.24
QUINAN CONSTRUCTION,28000805.51
WILCO CONTRACTORS SOUTHWEST,27973258.92
J 1 CONTRACTING,27712610.73
RJG CONSTRUCTION,27455518.66
CALIAN,27350378.04
BUTTCON EAST,27284027.74
J W LINDSAY ENTERPRISES,27262098.99
CONSTRUCTION CYBCO,26829367.92
LEC ENGINEERING CONTRACTING,26704487.43
MCNALLY CONSTRUCTION,26339139.28
CON PRO INDUSTRIES CANADA,26297147.21
SOUTHWEST RESEARCH INSTITUTE,25464476.96
JOHNSON S CONSTRUCTION,25456182.13
KNAPPETT INDUSTRIES,25387282.67
TALIGENT CONSULTING,24825919.76
DAWSON CONSTRUCTION,24571475.86
SITE ENERGY SERVICES,23904367.18
PROMAXIS,23796977.92
THALES,23604493.91
ATWILL MORIN,23549829.2
HAZELWOOD CONSTRUCTION SERVICES,23193946.65
CYMI CANADA,23012723.22
QUOREX CONSTRUCTION SERVICES,22803493.09
DRS SUSTAINMENT SYSTEMS DRS SSI,22351797.44
LLOYD S REGISTER CANADA,22284385.61
BONDFIELD CONSTRUCTION COMPANY,22143129
WRIGHT CONSTRUCTION WESTERN,22043134.09
INTEROUTE CONSTRUCTION,21758360.32
AVONDALE CONSTRUCTION,21638456.24
ST DENIS THOMPSON,21574184.31
DIAMOND AND SCHMITT ARCHITECTS,21102877.74
2220742 ONTARIO,21049687.89
BLUMETRIC ENVIRONMENTAL,20972834.86
GREY ROCK SERVICES,20938245.36
VALCOM CONSULTING,20791742.71
PARSONS CANADA,20634898.35
ENVIROSAFE JANITORIAL,20247277.79
ZUTPHEN CONTRACTOR,19844210.21
QUAD PRO CONSTRUCTION,19826461.49
MILLER PAVING,19805059.44
EMIL ANDERSON CONSTRUCTION EAC IN,19722916.84
COWI NORTH AMERICA,19694319.26
ALMIQ CONTRACTING,19646749.68
BARRIE MACKAY CONTRACTING,19096043.53
LES ENTREPRISES P E C,18943078.39
DILLON CONSULTING,18645624.28
NORTH AMERICA CONSTRUCTION,18500205.61
CIMA,18251636.13
DRS TECHNOLOGIES CANADA,18144171.05
ENGLOBE,17691225.93
SLR CONSULTING CANADA,17650475.29
WILDSTONE CONSTRUCTION,17630030.95
BRIQUETAL,17584486.19
DE ANGELIS CONSTRUCTION,17062961.15
MAXIM CONSTRUCTION,17018378.93
PENNECON,16945497.68
MARINE RECYCLING,16683426.35
DIRECT ENERGY BUSINESS,16412543.37
MAN ENERGY SOLUTIONS CANADA,16380909.09
E D BRUNET ET ASSOCIES CANADA,16340718.23
BERVIN CONSTRUCTION,16186097.81
VVI CONSTRUCTION,15870160.02
UNIVERSITY OF TORONTO,15818011.92
PERCEPTICS,15755618.02
MID VALLEY CONSTRUCTION,15686377.95
PRONEX EXCAVATION,15653114.44
DCL CONSTRUCTION SERVICES,15366373.65
FIRST PEOPLES INFRA,15363059.81
TITANIUM CONSTRUCTION,15217368.05
CWP CONSTRUCTORS,15152580.79
RGT CLOUTHIER CONSTRUCTION,14905061.63
CAN AM PLATFORMS CONSTRUCTION,14889190.2
BLUE WATER SYSTEM,14876382
9006 9311 QUEBEC,14499226.03
MACONNERIE DYNAMIQUE,14486633.89
PACIFIC INDUSTRIAL MARINE,14479344.49
ALLIED PAVING,14131530.63
CANADIAN LEASEBACK,13932740.16
ALVA CONSTRUCTION,13917941.05
AMEC FOSTER WHEELER AMERICAS,13890324.97
MASKIMO CONSTRUCTION,13799622.85
TRAINOR MECHANICAL CONTRACTORS,13797999.59
9090 5092 QUEBEC,13713766.32
SED SYSTEMS,13675275.11
MORIYAMA TESHIMA ARCHITECTS,13659897.34
STRONG BROS GENERAL CONTRACTING,13579860.2
FLOYD S CONSTRUCTION,13535735.2
REPUBLIC ARCHITECTURE,13479687.67
D F S,13418905.15
CCR CONSTRUCTION,13292253
AEREX AVIONICS,13284218.49
CONSTRUCTION BUGERE,13116231.26
CRANDALL ENGINEERING,13035884.1
DEPARTMENT OF DEFENCE,12995525.41
WOOD CANADA,12854494.37
CONSTRUCTION COTE FILS,12774043.03
ARUP CANADA,12654205.53
LYNLEY CONTRACTING SERVICES,12641746.21
ADGA GROUP,12637222.14
CELEB CONSTRUCTION,12548471.14
AV TECH,12484787.11
MARINE CONTRACTORS,12483602.62
CONSTRUCTION J R SAVARD,12427658.49
MCKNIGHT ENTERPRISES,12363892.52
EXCAVATION RENE ST PIERRE ENG,12308006.38
SUTHERLAND EXCAVATING,12242559.62
E CONSTRUCTION,12229731.83
LES CONSTRUCTIONS BINET,12123049.32
SERVICE STAR BUILDING CLEANING,12119402.39
EMMANUEL CONSTRUCTION SERVICES,12096058.41
DEFENCE CONSTRUCTION CANADA,12092510.52
K C E CONSTRUCTION,12014480.28
MASONTECH,12007037.22
PYLON ELECTRONICS,11896668.43
"NADINE INTERNATIONAL",11830442.83
OPSIS,11747369.69
NOVA SCOTIA POWER,11735676.63
PAVEX,11578043.88
ROXBORO EXCAVATION,11318026.53
EMCON SERVICES,11269386.19
EUROVIA QUEBEC CONSTRUCTION,11209322.65
EVEREST CONSTRUCTION MANAGEMENT,11110757.11
B R ENTERPRISES,11077525.61
WILD STONE ENGINEERING,10951014.73
MIKE KELLY SONS,10769065.34
LES INSTALLATIONS ELECTRIQUES,10767028.94
CRUICKSHANK CONSTRUCTION,10684817.81
ST GELAIS MONTMINY ASSOCIES,10661058.54
NORTH COUNTRY MAINTENANCE,10633946.1
ISLAND WEST COAST DEVELOPMENTS,10436091.75
GEOSPECTRUM TECHNOLOGIES,10398778.16
HEAVY METAL MARINE,10397942.88
INTEGRATED DISTRIBUTION SYSTEMS,10304207
JOHNSON CONTROLS CANADA,10287486.88
BELL CANADA,10212945.12
NDL CONSTRUCTION,10089810.87
ABCO MAINTENANCE SYSTEMS,10079166.89
VANCOUVER PILE DRIVING,10053066.5
A J HANNA CONSTRUCTION,10030378.85
THE FIA GROUP 4083261 CANADA,9975142.26
CANADIAN BASE OPERATORS,9963648.66
