d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
DECISIVE GROUP,2019-2020,18018.98,17866.92
DECISIVE GROUP,2020-2021,18012.20,17123.66
HEWLETT PACKARD,2017-2018,4585.14,4694.31
HEWLETT PACKARD,2018-2019,14075.74,14293.41
HEWLETT PACKARD,2019-2020,14656.95,14532.66
HEWLETT PACKARD,2020-2021,14726.33,13999.82
HEWLETT PACKARD,2021-2022,15645.09,11958.45
ITEX,2017-2018,203505.74,208554.67
ITEX,2018-2019,10494.57,10722.51
ORACLE CANADA,2017-2018,10378.67,10626.62
ORACLE CANADA,2018-2019,17272.53,17590.76
