d_vendor_name,d_fiscal_year,total
AECOM,2017-2018,19443.84
AECOM,2018-2019,27556.16
BELL CANADA,2019-2020,22872.41
BELL CANADA,2020-2021,22809.91
BLUMETRIC ENVIRONMENTAL,2017-2018,49907.00
CDW CANADA,2018-2019,11011.39
CDW CANADA,2019-2020,70583.73
CDW CANADA,2020-2021,108907.79
CISTEL TECHNOLOGY,2018-2019,10331.98
CISTEL TECHNOLOGY,2019-2020,15424.34
CISTEL TECHNOLOGY,2020-2021,15950.61
CONTRACT COMMUNITY,2020-2021,8819.29
DECISIVE TECHNOLOGIES,2019-2020,18018.98
DECISIVE TECHNOLOGIES,2020-2021,18012.20
ESRI,2017-2018,3587.36
ESRI,2018-2019,14729.98
ESRI,2019-2020,15420.42
ESRI,2020-2021,15674.67
GENESIS INTEGRATION,2018-2019,86220.84
GENESIS INTEGRATION,2019-2020,51732.51
HEWLETT PACKARD,2017-2018,4585.14
HEWLETT PACKARD,2018-2019,14075.74
HEWLETT PACKARD,2019-2020,14656.95
HEWLETT PACKARD,2020-2021,14726.33
ITEX,2017-2018,203505.74
ITEX,2018-2019,10494.57
MICROSOFT CANADA,2018-2019,40628.05
MICROSOFT CANADA,2019-2020,8828.10
MICROSOFT CANADA,2020-2021,8828.10
NISHA TECHONOLOGIES,2018-2019,40353.32
NISHA TECHONOLOGIES,2019-2020,10758.56
ORACLE CANADA,2017-2018,10378.67
ORACLE CANADA,2018-2019,17272.53
STRATOS,2018-2019,15288.90
STRATOS,2020-2021,16859.60
