d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,302796.71963038424
1_facilities_and_construction,2018-2019,336765.709382515
1_facilities_and_construction,2019-2020,271154.75370959035
11_defence,2017-2018,0
2_professional_services,2017-2018,10617321.306164926
2_professional_services,2018-2019,11924150.378491342
2_professional_services,2019-2020,210215.98525585525
2_professional_services,2020-2021,212828.6732238043
4_medical,2017-2018,29936.253713910763
4_medical,2018-2019,365337.74534120737
4_medical,2019-2020,353440.9309448819
6_industrial_products_and_services,2017-2018,16957.5
