d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,29543.14,30469.72
1_facilities_and_construction,2017-2018,46758.30,48214.79
1_facilities_and_construction,2018-2019,39328.00,40081.64
1_facilities_and_construction,2019-2020,16485.43,16506.96
11_defence,2017-2018,11039969.14,11383840.49
11_defence,2018-2019,3022680.97,3083399.62
11_defence,2019-2020,51843857.03,51580012.84
11_defence,2020-2021,31716705.92,30211562.60
11_defence,2021-2022,45078054.04,41812091.66
11_defence,2022-2023,100931115.11,90361183.15
5_transportation_and_logistics,2017-2018,4696198.52,4838327.28
5_transportation_and_logistics,2018-2019,5016470.79,5109167.28
5_transportation_and_logistics,2019-2020,3700517.46,3663874.03
5_transportation_and_logistics,2020-2021,2242712.67,2128766.31
5_transportation_and_logistics,2021-2022,2511478.71,2317239.87
5_transportation_and_logistics,2022-2023,2429320.09,2167055.81
6_industrial_products_and_services,2017-2018,103392.70,106535.30
6_industrial_products_and_services,2018-2019,262287.17,268414.01
6_industrial_products_and_services,2019-2020,603022.09,604622.59
6_industrial_products_and_services,2020-2021,37211.10,35837.01
6_industrial_products_and_services,2021-2022,305808.17,283234.02
6_industrial_products_and_services,2022-2023,114450.00,103378.60
