d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1534352.27,1583941.72
1_facilities_and_construction,2018-2019,332195.10,336383.29
1_facilities_and_construction,2019-2020,950294.42,949018.83
1_facilities_and_construction,2021-2022,42441.71,36846.77
10_office_management,2017-2018,296871.63,304756.97
10_office_management,2018-2019,1574274.04,1590975.28
10_office_management,2021-2022,10535.07,9536.64
2_professional_services,2020-2021,610050.00,587818.44
2_professional_services,2021-2022,26111.61,23659.91
6_industrial_products_and_services,2018-2019,45801.00,46244.24
6_industrial_products_and_services,2020-2021,596360.48,570885.37
6_industrial_products_and_services,2021-2022,2010266.87,1851812.17
