d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2022-2023,1409.24,1247.10
1_facilities_and_construction,2017-2018,154737.91,159596.02
1_facilities_and_construction,2018-2019,254038.54,258815.50
1_facilities_and_construction,2019-2020,219476.13,217699.87
1_facilities_and_construction,2020-2021,262435.91,249650.15
1_facilities_and_construction,2021-2022,312188.82,289695.82
1_facilities_and_construction,2022-2023,338540.87,302794.29
2_professional_services,2018-2019,4015.11,4066.09
2_professional_services,2019-2020,9604.78,9528.16
3_information_technology,2020-2021,26918.99,25579.36
3_information_technology,2021-2022,61520.32,57556.85
3_information_technology,2022-2023,21342.75,19210.97
4_medical,2018-2019,20144.48,20353.37
4_medical,2019-2020,81627.33,80948.95
4_medical,2020-2021,49701.66,47126.74
6_industrial_products_and_services,2017-2018,554188.06,570557.45
6_industrial_products_and_services,2018-2019,1215417.11,1229196.12
6_industrial_products_and_services,2019-2020,154675.98,151517.52
6_industrial_products_and_services,2020-2021,580213.04,554455.50
6_industrial_products_and_services,2021-2022,1690754.17,1563887.25
6_industrial_products_and_services,2022-2023,940485.31,837979.89
