d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
3M CANADA COMPANY,2017-2018,14040.00,14449.55
529040 ONTARIO AND 880382,2019-2020,3702776.32,3670409.03
529040 ONTARIO AND 880382,2020-2021,3785751.70,3599001.64
529040 ONTARIO AND 880382,2021-2022,3785751.70,2961459.64
73719 NEWFOUNDLAND LABRADOR,2017-2018,172005.60,176444.12
73719 NEWFOUNDLAND LABRADOR,2019-2020,15688.14,15434.28
73719 NEWFOUNDLAND LABRADOR,2020-2021,28207.74,26816.26
73719 NEWFOUNDLAND LABRADOR,2021-2022,12596.88,11871.76
ABB,2017-2018,24687.11,25407.24
ABB,2021-2022,12893.30,12100.20
ABCO INDUSTRIES,2021-2022,31544.50,29215.54
ACCENTURE,2017-2018,24998.99,25588.27
ACCENTURE,2018-2019,24860.00,25104.60
ACCENTURE,2020-2021,24860.00,23832.26
ACCENTURE,2021-2022,24860.00,23430.93
ACKLANDS GRAINGER,2017-2018,24999.45,25658.53
ACOSYS CONSULTING SERVICES,2021-2022,52441.42,30602.26
ACT,2017-2018,97428.60,100090.33
ADGA GROUP,2020-2021,10429.29,9864.68
ADGA GROUP,2021-2022,30453.52,23822.71
ADOBE,2018-2019,11299.72,11410.90
ADOBE,2019-2020,33628.80,33245.99
ADP CANADA,2017-2018,3797170.66,3895567.77
ADP CANADA,2018-2019,3797170.66,3856222.28
ADP CANADA,2019-2020,3807573.87,3775441.84
ADP CANADA,2020-2021,3797170.66,3609857.30
ADP CANADA,2021-2022,3797170.66,2970392.28
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,21441.75,21947.18
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,80760.17,79255.68
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,83537.55,79460.01
AGILENT,2017-2018,92356.06,94733.11
AGILENT,2018-2019,244598.89,247221.80
AGILENT,2019-2020,36554.71,35901.79
AGILENT,2021-2022,43952.30,13166.15
ALTIS HUMAN RESOURCES,2017-2018,3021262.39,3099937.60
ALTIS HUMAN RESOURCES,2018-2019,414707.66,421068.87
ALTIS HUMAN RESOURCES,2019-2020,365069.98,363243.77
ALTIS HUMAN RESOURCES,2020-2021,257316.97,245237.74
ALTIS HUMAN RESOURCES,2021-2022,592829.58,429006.12
AMAZON,2020-2021,4689794.46,4434060.18
AMAZON,2021-2022,14211157.74,10975577.68
AMEC FOSTER WHEELER AMERICAS,2017-2018,2564.08,2624.52
AMEC FOSTER WHEELER AMERICAS,2018-2019,12820.39,13019.77
AMEC FOSTER WHEELER AMERICAS,2019-2020,5374.03,5381.54
AMERICAN BUREAU OF SHIPPING,2018-2019,3322.98,3355.68
AMERICAN BUREAU OF SHIPPING,2019-2020,15592.45,15647.89
AMTEK ENGINEERING,2017-2018,528111.80,541796.91
AMTEK ENGINEERING,2018-2019,300399.22,305070.87
ANCHOR QEA,2017-2018,25074.00,25665.05
ANIXTER,2017-2018,24408.00,25105.76
AON REED STENHOUSE,2017-2018,34467.94,35302.60
AON REED STENHOUSE,2018-2019,9469.95,9617.23
APPLIED ELECTONICS,2019-2020,35643.68,34781.08
APPLIED ELECTONICS,2020-2021,141885.60,134896.21
AQUA LUNG CANADA,2017-2018,23520.00,24096.26
AQUA LUNG CANADA,2018-2019,18028.64,18206.02
AQUA LUNG CANADA,2019-2020,2311.36,2319.58
AQUA LUNG CANADA,2021-2022,27720.00,25673.40
ARTEMP PERSONNEL SERVICES,2017-2018,222393.85,228126.36
ARTEMP PERSONNEL SERVICES,2018-2019,342272.08,347301.10
ARTEMP PERSONNEL SERVICES,2019-2020,213112.28,211064.08
ARTEMP PERSONNEL SERVICES,2020-2021,252581.53,240287.02
ARTEMP PERSONNEL SERVICES,2021-2022,29498.75,5097.44
ATCO,2019-2020,257551.16,252547.64
ATCO,2020-2021,174069.06,164517.31
AVI SPL CANADA,2021-2022,9734.05,0.00
BAE SYSTEMS,2020-2021,67460.29,63521.82
BANFIELD SEGUIN,2018-2019,24973.00,25321.53
BDO CANADA,2017-2018,303941.51,311837.42
BDO CANADA,2018-2019,378392.10,383875.19
BDO CANADA,2019-2020,277060.32,274725.33
BDO CANADA,2020-2021,298839.19,284077.36
BDO CANADA,2021-2022,259985.63,203377.56
BELL CANADA,2020-2021,362299.98,344902.76
BELL TEXTRON,2018-2019,4427.00,4470.56
BELL TEXTRON,2019-2020,65333.83,64912.91
BELL TEXTRON,2021-2022,33674.00,31721.72
BLACK MCDONALD,2018-2019,26572.00,27051.21
BLUEDOT,2020-2021,48968.74,46497.49
BLUEDOT,2021-2022,107432.45,84040.60
BLUEDROP TRAINING SIMULATION,2019-2020,2506679.07,2475281.85
BLUEDROP TRAINING SIMULATION,2020-2021,3363742.13,3197809.69
BLUEDROP TRAINING SIMULATION,2021-2022,866278.80,818923.99
BMC SOFTWARE CANADA,2017-2018,10881.00,11142.39
BMC SOFTWARE CANADA,2018-2019,22350.18,22630.81
BMC SOFTWARE CANADA,2020-2021,67305.71,63563.18
BMT FLEET TECHNOLOGY,2017-2018,159331.98,163460.79
BMT FLEET TECHNOLOGY,2018-2019,159331.98,161809.83
BMT FLEET TECHNOLOGY,2019-2020,159768.51,158420.22
BMT FLEET TECHNOLOGY,2020-2021,159331.98,151472.18
BMT FLEET TECHNOLOGY,2021-2022,39723.86,37561.34
BRANDT TRACTOR,2017-2018,37934.14,38863.56
BUREAU VERITAS,2017-2018,60910.34,62346.12
C CORE,2019-2020,39889.00,39332.16
CA,2020-2021,10.58,9.97
CA,2021-2022,3863.14,3022.00
CACHE COMPUTER CONSULTING,2018-2019,49910.65,50486.45
CACHE COMPUTER CONSULTING,2019-2020,11526.00,11394.79
CAE,2017-2018,1633651.69,1675975.56
CAE,2018-2019,1616609.87,1641751.07
CAE,2019-2020,1657458.40,1643426.43
CAE,2020-2021,1599944.99,1521020.15
CAE,2021-2022,1767032.85,1349096.79
CALIAN,2017-2018,9043260.80,9279384.63
CALIAN,2018-2019,8009678.76,8133923.48
CALIAN,2019-2020,1393921.59,1382120.80
CALIAN,2020-2021,843580.24,802536.83
CALIAN,2021-2022,1565211.55,1135586.29
CAMPBELL SCIENTIFIC CANADA,2018-2019,23665.29,24175.07
CAMPBELL SCIENTIFIC CANADA,2020-2021,24798.29,23612.99
CAMPBELL SCIENTIFIC CANADA,2021-2022,33640.77,26559.68
CANADA POST,2017-2018,42039.41,43127.89
CANADA POST,2018-2019,34065.02,34607.12
CANADA POST,2019-2020,32597.79,32315.66
CANADA POST,2020-2021,43134.06,41006.50
CANADA POST,2021-2022,60068.35,48438.95
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,2018-2019,26669.70,27004.57
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,2019-2020,16453.00,16325.34
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,2020-2021,20000.00,19136.38
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,25001.42,23668.14
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,67596.43,52878.30
CANADIAN HELICOPTERS,2017-2018,199856.93,205035.87
CANADIAN HELICOPTERS,2018-2019,221699.83,225231.39
CANADIAN HELICOPTERS,2019-2020,713543.79,699434.34
CANADIAN HELICOPTERS,2020-2021,3170892.93,3014473.68
CANADIAN HELICOPTERS,2021-2022,2995048.64,2336866.74
CANADIAN RED CROSS,2017-2018,182812.80,187551.39
CANADIAN RED CROSS,2018-2019,180713.56,183523.93
CANADIAN RED CROSS,2019-2020,60267.55,60400.84
CANADIAN STANDARDS ASSOCIATION,2017-2018,189094.61,193950.54
CANADIAN STANDARDS ASSOCIATION,2018-2019,67458.46,68308.84
CANADIAN STANDARDS ASSOCIATION,2019-2020,18484.48,18293.41
CANADIAN STANDARDS ASSOCIATION,2020-2021,23513.67,22349.28
CANADIAN STANDARDS ASSOCIATION,2021-2022,38939.56,30408.90
CANON,2017-2018,1176.23,1207.24
CANSEL SURVEY EQUIPMENT,2017-2018,7320.39,7510.09
CANSEL SURVEY EQUIPMENT,2018-2019,7320.39,7434.24
CANSEL SURVEY EQUIPMENT,2019-2020,7340.45,7278.50
CARAHSOFT TECHNOLOGY,2017-2018,14890.72,15255.56
CARAHSOFT TECHNOLOGY,2018-2019,65836.44,66509.76
CARAHSOFT TECHNOLOGY,2019-2020,163023.56,162574.83
CARAHSOFT TECHNOLOGY,2020-2021,10970.84,10330.34
CARAHSOFT TECHNOLOGY,2021-2022,471565.52,365887.37
CARLETON UNIVERSITY,2017-2018,193614.96,198687.49
CARLETON UNIVERSITY,2018-2019,101025.06,102551.28
CARLETON UNIVERSITY,2019-2020,98779.36,97584.70
CARLETON UNIVERSITY,2020-2021,40519.03,38270.94
CARLETON UNIVERSITY,2021-2022,33391.50,31506.66
CARSWELL,2017-2018,18502.09,18987.74
CASCADE COLLEGE,2017-2018,5942000.00,6082065.28
CBCI TELECOM,2017-2018,54281.34,55687.95
CBCI TELECOM,2018-2019,6543.50,6685.63
CBCI TELECOM,2019-2020,10658.52,10533.94
CBCI TELECOM,2020-2021,25613.03,24384.53
CBCI TELECOM,2021-2022,19159.15,14151.05
CDW CANADA,2017-2018,3612.30,3697.44
CDW CANADA,2018-2019,62492.70,63484.16
CDW CANADA,2019-2020,72816.15,71175.04
CDW CANADA,2020-2021,256601.36,244135.59
CGI,2017-2018,18485.55,18953.77
CGI,2018-2019,28135.61,28572.19
CGI,2019-2020,9466.20,9487.05
CGI,2020-2021,37534.25,35766.09
CGI,2021-2022,12465.75,11787.13
CH2M HILL CANADA,2017-2018,18900.00,19363.07
CHARRON HUMAN RESOURCES,2018-2019,23603.70,23886.33
CHARRON HUMAN RESOURCES,2019-2020,75767.68,75127.63
CHARRON HUMAN RESOURCES,2020-2021,14928.62,14092.32
CHARRON HUMAN RESOURCES,2021-2022,13831.20,12980.40
CHARTER TELECOM,2021-2022,264478.08,115232.98
CHU SAINTE JUSTINE,2020-2021,127202.49,120927.63
CHU SAINTE JUSTINE,2021-2022,127202.49,99506.01
CHUBB EDWARDS,2018-2019,6025.59,6084.88
CHUBB EDWARDS,2019-2020,5477.81,5497.29
CIMA,2021-2022,38605.74,21585.59
CISION CANADA,2017-2018,671533.45,689483.64
CISION CANADA,2018-2019,569369.86,577925.54
CISION CANADA,2019-2020,762195.71,757689.86
CISION CANADA,2020-2021,365946.59,347555.77
CISION CANADA,2021-2022,798711.08,688448.60
CISTEL TECHNOLOGY,2021-2022,27147.53,14079.98
