d_vendor_name,overall_total
GRAYBRIDGE INTERNATIONAL CONSULTING,69424071.61
GARTNER,59862449.25
IBISKA TELECOM,34470887.21
LANGUAGE RESEARCH DEVELOPMENT GROUP,27907733.47
TEKSYSTEMS CANADA,23805608.50
ADP CANADA COMPAGNIE ADP CANADA,18996256.50
AMAZON,18900952.20
EAGLE PROFESSIONAL RESOURCES,18414791.01
"NATIONAL TEST PILOT SCHOOL",15030705.93
MEDAVIE,14299703.80
ECOLE DE LANGUES LA CITE,14030008.66
ELSEVIER,13643931.84
EBSCO CANADA,13010288.71
PROSCI CANADA,12536548.03
529040 ONTARIO AND 880382,11274279.73
MAPLESOFT CONSULTING,11274279.73
QUEEN S UNIVERSITY,10392507.32
ECOLE DE LANGUES ABCE,10209779.60
GLOBAL KNOWLEDGE,9035163.48
ERNST YOUNG,8928853.63
FAST FORWARD FRENCH,8919783.10
GLENCAIRN EDUCATIONAL SERVICES,8660180.24
CAE,8274697.81
THOMSON REUTERS,8070829.57
EMT EMERGENCY MEDICAL TECHNOLOGY,7589889.43
FACTIVA,7537337.13
FLIGHTSAFETY CANADA,7307238.12
BLUEDROP TRAINING SIMULATION,6736700.00
TOPFLIGHT ELITE TRAINING AND CHARTER SERVICES,6475938.63
THINK ON,6286740.02
FORREST GREEN CONSULTING,6271042.64
WOLTERS KLUWER,6086644.08
CASCADE COLLEGE,5942000.00
CALIAN,5591854.46
RACEROCKS 3D,5070170.66
INFO TECH RESEARCH GROUP,5002300.62
S P GLOBAL MARKET INTELLIGENCE,4890106.83
TPG TECHNOLOGY CONSULTANTS,4447660.74
UNIVERSITY OF OTTAWA,4401057.14
SABA SOFTWARE,4257859.01
MANULIFE,4191237.67
FORRESTER RESEARCH,3587679.37
DELOITTE AND TOUCHE,3447760.61
VERITAAQ TECHNOLOGY HOUSE,3243660.89
JOHN WILEY SONS,3222310.72
INSA,3008580.13
IHS GLOBAL,2819714.07
PRICEWATERHOUSE COOPERS,2589267.98
VALCOM CONSULTING,2572746.13
SAS INSTITUTE,2231504.17
VIA TRAVAIL,2199047.59
CEDROM SNI,2159923.83
INSTRUX MEDIA,2135731.96
KPMG,2114493.51
UNITED STATES DEPARTMENT OF THE AIR FORCE,2114054.69
UNIVERSITY OF CALGARY,2010003.42
LEXISNEXIS CANADA,1935593.57
PMG TECHNOLOGIES,1901247.60
PROQUEST,1892276.73
