d_vendor_name,d_fiscal_year,total
3M CANADA COMPANY,2017-2018,14040
4PLAN CONSULTING,2017-2018,20551.78
4PLAN CONSULTING,2019-2020,49042
529040 ONTARIO AND 880382,2019-2020,3702776.32
529040 ONTARIO AND 880382,2020-2021,3785751.7
73719 NEWFOUNDLAND LABRADOR,2017-2018,172005.6
73719 NEWFOUNDLAND LABRADOR,2019-2020,15688.14
73719 NEWFOUNDLAND LABRADOR,2020-2021,28207.74
ABB,2017-2018,24687.11
ACCENTURE,2017-2018,24998.99
ACCENTURE,2018-2019,24860
ACCENTURE,2020-2021,24860
ACKLANDS GRAINGER,2017-2018,24999.45
ACT,2017-2018,97428.6
ADGA GROUP,2020-2021,10429.29
ADOBE,2018-2019,11299.72
ADOBE,2019-2020,33628.8
ADP CANADA COMPAGNIE ADP CANADA,2017-2018,3797170.66
ADP CANADA COMPAGNIE ADP CANADA,2018-2019,3797170.66
ADP CANADA COMPAGNIE ADP CANADA,2019-2020,3807573.87
ADP CANADA COMPAGNIE ADP CANADA,2020-2021,3797170.66
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,21441.75
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,80760.17
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,83537.55
AGILENT,2017-2018,92356.06
AGILENT,2018-2019,244598.89
AGILENT,2019-2020,36554.71
ALTIS HUMAN RESOURCES,2017-2018,231159.77
ALTIS HUMAN RESOURCES,2018-2019,190512.85
ALTIS HUMAN RESOURCES,2019-2020,203526.88
ALTIS HUMAN RESOURCES,2020-2021,257316.97
AMAZON,2020-2021,147168
AMEC FOSTER WHEELER AMERICAS,2017-2018,2564.08
AMEC FOSTER WHEELER AMERICAS,2018-2019,12820.39
AMEC FOSTER WHEELER AMERICAS,2019-2020,5374.03
AMERICAN BUREAU OF SHIPPING,2018-2019,3322.98
AMERICAN BUREAU OF SHIPPING,2019-2020,15592.45
ANCHOR QEA,2017-2018,25074
ANIXTER CANADA,2017-2018,24408
AON REED STENHOUSE,2017-2018,34467.94
AON REED STENHOUSE,2018-2019,9469.95
APPLIED ELECTONICS,2019-2020,35643.68
APPLIED ELECTONICS,2020-2021,141885.6
AQUA LUNG CANADA,2017-2018,23520
AQUA LUNG CANADA,2018-2019,18028.64
AQUA LUNG CANADA,2019-2020,2311.36
ARTEMP PERSONNEL SERVICES,2017-2018,222393.85
ARTEMP PERSONNEL SERVICES,2018-2019,342272.08
ARTEMP PERSONNEL SERVICES,2019-2020,213112.28
ARTEMP PERSONNEL SERVICES,2020-2021,252581.53
ATCO,2019-2020,257551.16
ATCO,2020-2021,174069.06
BAE SYSTEMS,2020-2021,67460.29
BANFIELD SEGUIN,2018-2019,24973
BDO CANADA,2017-2018,303941.51
BDO CANADA,2018-2019,378392.1
BDO CANADA,2019-2020,277060.32
BDO CANADA,2020-2021,298839.19
BELL CANADA,2020-2021,362299.98
BELL TEXTRON,2018-2019,4427
BELL TEXTRON,2019-2020,65333.83
BLACK MCDONALD,2018-2019,26572
BLUEDOT,2020-2021,48968.74
BLUEDROP TRAINING SIMULATION,2019-2020,2506679.07
BLUEDROP TRAINING SIMULATION,2020-2021,3363742.13
BMC SOFTWARE CANADA,2017-2018,10881
BMC SOFTWARE CANADA,2018-2019,22350.18
BMC SOFTWARE CANADA,2020-2021,67305.71
BMT FLEET TECHNOLOGY,2017-2018,159331.98
BMT FLEET TECHNOLOGY,2018-2019,159331.98
BMT FLEET TECHNOLOGY,2019-2020,159768.51
BMT FLEET TECHNOLOGY,2020-2021,159331.98
BRANDT TRACTOR,2017-2018,37934.14
C CORE,2019-2020,39889
CACHE COMPUTER CONSULTING,2018-2019,49910.65
CACHE COMPUTER CONSULTING,2019-2020,11526
CAE,2017-2018,1633651.69
CAE,2018-2019,1616609.87
CAE,2019-2020,1657458.4
CAE,2020-2021,1599944.99
CALIAN,2017-2018,831186.68
CALIAN,2018-2019,1028217.89
CALIAN,2019-2020,1370457.68
CALIAN,2020-2021,820180.45
CAMPBELL SCIENTIFIC CANADA,2018-2019,23665.29
CAMPBELL SCIENTIFIC CANADA,2020-2021,24798.29
CANADA POST,2017-2018,42039.41
CANADA POST,2018-2019,34065.02
CANADA POST,2019-2020,32597.79
CANADA POST,2020-2021,43134.06
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,2018-2019,26669.7
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,2019-2020,16453
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,2020-2021,20000
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,25001.42
CANADIAN HELICOPTERS,2017-2018,199856.93
CANADIAN HELICOPTERS,2018-2019,221699.83
CANADIAN HELICOPTERS,2019-2020,200404.48
CANADIAN HELICOPTERS,2020-2021,199856.93
CANADIAN RED CROSS,2017-2018,7699.07
CANADIAN RED CROSS,2018-2019,7699.07
CANADIAN RED CROSS,2019-2020,3860.08
CANADIAN STANDARDS ASSOCIATION,2017-2018,189094.61
CANADIAN STANDARDS ASSOCIATION,2018-2019,67458.46
CANADIAN STANDARDS ASSOCIATION,2019-2020,18484.48
CANADIAN STANDARDS ASSOCIATION,2020-2021,23513.67
CANON,2017-2018,1176.23
CANSEL SURVEY EQUIPMENT,2017-2018,7320.39
CANSEL SURVEY EQUIPMENT,2018-2019,7320.39
CANSEL SURVEY EQUIPMENT,2019-2020,7340.45
CARAHSOFT TECHNOLOGY,2017-2018,14890.72
CARAHSOFT TECHNOLOGY,2018-2019,65836.44
CARAHSOFT TECHNOLOGY,2019-2020,163023.56
CARAHSOFT TECHNOLOGY,2020-2021,10970.84
CARLETON UNIVERSITY,2017-2018,120345.55
CARLETON UNIVERSITY,2018-2019,88078.95
CARLETON UNIVERSITY,2019-2020,73062.68
CARLETON UNIVERSITY,2020-2021,35021.82
CARSWELL,2017-2018,13175
CASCADE COLLEGE,2017-2018,5942000
CBCI TELECOM,2017-2018,54281.34
CBCI TELECOM,2018-2019,6543.5
CBCI TELECOM,2019-2020,10658.52
CBCI TELECOM,2020-2021,25613.03
CDW CANADA,2019-2020,58313.5
CDW CANADA,2020-2021,247564.08
CEDROM SNI,2017-2018,583277.26
CEDROM SNI,2018-2019,469235.65
CEDROM SNI,2019-2020,684964.22
CEDROM SNI,2020-2021,180129.89
CGI,2017-2018,18485.55
CGI,2018-2019,28135.61
CGI,2019-2020,9466.2
CGI,2020-2021,37534.25
CHARRON HUMAN RESOURCES,2018-2019,23603.7
CHARRON HUMAN RESOURCES,2019-2020,75767.68
CHARRON HUMAN RESOURCES,2020-2021,14928.62
CHU SAINTE JUSTINE,2020-2021,127202.49
CHUBB EDWARDS,2018-2019,6025.59
CHUBB EDWARDS,2019-2020,5477.81
CISION CANADA,2017-2018,29565.14
CISION CANADA,2018-2019,41274.77
CISION CANADA,2019-2020,45433.29
CISION CANADA,2020-2021,139296.07
CITRIX,2017-2018,44979.84
CITRIX,2020-2021,11087.96
CLICK NETWORKS,2018-2019,47108.29
CLICK NETWORKS,2019-2020,1086.74
CLICK NETWORKS,2020-2021,23908.27
CLOSEREACH,2018-2019,21021.39
CLOSEREACH,2019-2020,24408
CLOSEREACH,2020-2021,56952
CNW GROUP,2017-2018,48251
CNW GROUP,2018-2019,58859.44
CNW GROUP,2019-2020,31798.2
CNW GROUP,2020-2021,46520.64
COFOMO,2020-2021,217692.05
COLT CANADA,2019-2020,13800
COMMVAULT SYSTEMS,2018-2019,15176.7
COMPUTER ASSOCIATES CANADA,2017-2018,39324
CONTRACT COMMUNITY,2017-2018,10482.41
CONTRACT COMMUNITY,2018-2019,5239.95
CONTRACT COMMUNITY,2019-2020,16889.66
CONTRACT COMMUNITY,2020-2021,27685
COSSETTE COMMUNICATIONS,2020-2021,12430
CPCS TRANSCOM,2017-2018,232133.99
CPCS TRANSCOM,2018-2019,116697.63
CTOMS,2017-2018,180256.34
CTOMS,2018-2019,442244.93
CTOMS,2019-2020,365377.98
CTOMS,2020-2021,174956.67
CULLEN DIESEL POWER,2017-2018,141251.13
CUMMINS CANADA,2018-2019,25000
DALHOUSIE UNIVERSITY,2017-2018,147347.07
DALHOUSIE UNIVERSITY,2018-2019,115185.2
DALHOUSIE UNIVERSITY,2019-2020,31435.93
DALHOUSIE UNIVERSITY,2020-2021,44575
DASCO EQUIPMENT,2018-2019,15750
DASCO EQUIPMENT,2019-2020,65499.49
DASCO EQUIPMENT,2020-2021,67500.84
DBC MARINE SAFETY SYSTEMS,2017-2018,52641.32
DELL COMPUTER,2018-2019,63701.19
DELL COMPUTER,2019-2020,91701.67
DELL COMPUTER,2020-2021,106591.63
DELOITTE AND TOUCHE,2017-2018,990267.52
DELOITTE AND TOUCHE,2018-2019,974882.12
DELOITTE AND TOUCHE,2019-2020,691571.36
DELOITTE AND TOUCHE,2020-2021,404287.87
DILLON CONSULTING,2020-2021,84765.32
DONNA CONA,2018-2019,24012.5
DONNA CONA,2020-2021,19453.02
DSS MARINE,2018-2019,18400
DYNAMIC PERSONNEL CONSULTANTS,2017-2018,159798.87
DYNAMIC PERSONNEL CONSULTANTS,2018-2019,621849.86
DYNAMIC PERSONNEL CONSULTANTS,2019-2020,31333.11
EAGLE PROFESSIONAL RESOURCES,2019-2020,6027297.02
EAGLE PROFESSIONAL RESOURCES,2020-2021,6204805.49
EBSCO CANADA,2017-2018,2471225.79
EBSCO CANADA,2018-2019,1672970.17
EBSCO CANADA,2019-2020,3455395.69
EBSCO CANADA,2020-2021,2720716.68
ECLIPSYS SOLUTIONS,2017-2018,63295.98
ECLIPSYS SOLUTIONS,2018-2019,1424.94
ECLIPSYS SOLUTIONS,2019-2020,35826.96
ECOLE DE LANGUES ABCE,2017-2018,2637341.96
ECOLE DE LANGUES ABCE,2018-2019,1947481.29
ECOLE DE LANGUES ABCE,2019-2020,2540912.79
ECOLE DE LANGUES ABCE,2020-2021,1236226.87
ECOLE DE LANGUES LA CITE,2017-2018,1605660.53
ECOLE DE LANGUES LA CITE,2018-2019,3142383.77
ECOLE DE LANGUES LA CITE,2019-2020,3696777.66
ECOLE DE LANGUES LA CITE,2020-2021,2867667.76
EKOS RESEARCH ASSOCIATES,2017-2018,54508.19
EKOS RESEARCH ASSOCIATES,2018-2019,58417.12
EKOS RESEARCH ASSOCIATES,2019-2020,18677.33
ELSEVIER,2017-2018,1729710.9
ELSEVIER,2018-2019,1631489.28
ELSEVIER,2019-2020,2427056.74
ELSEVIER,2020-2021,4463065.6
EMPOWERED NETWORKS,2017-2018,27732.91
EMT EMERGENCY MEDICAL TECHNOLOGY,2017-2018,1555479.87
EMT EMERGENCY MEDICAL TECHNOLOGY,2018-2019,1555479.87
EMT EMERGENCY MEDICAL TECHNOLOGY,2019-2020,1559741.45
EMT EMERGENCY MEDICAL TECHNOLOGY,2020-2021,1555479.87
EPERFORMANCE,2017-2018,51545.49
EPERFORMANCE,2018-2019,108732.86
EPERFORMANCE,2019-2020,52351.9
EQUASION BUSINESS TECHNOLOGIES,2020-2021,4269.46
ERNST YOUNG,2017-2018,810757.75
ERNST YOUNG,2018-2019,827668.85
ERNST YOUNG,2019-2020,848078.98
