d_most_recent_category,total,percentage
5_transportation_and_logistics,310720902.39833385,0.3521776060802034
2_professional_services,258005274.50467375,0.2924286046731337
3_information_technology,188424201.76086566,0.2135639533469337
1_facilities_and_construction,35768457.422596335,0.040540721950282306
6_industrial_products_and_services,31194566.85831607,0.03535657818342354
9_human_capital,20439941.397403236,0.023167059487130656
10_office_management,18751939.796669547,0.021253842969614745
8_security_and_protection,15466654.155771127,0.017530231125767716
4_medical,3039679.914389624,0.003445237147668491
7_travel,318630.36,3.61142351683242e-4
NA,83243.71666666666,9.435017931076462e-5
11_defence,71176.11418859648,8.067250484776372e-5
