d_vendor_name,overall_total
HOLMAN FENWICK WILLAN,144098850.00
PMG TECHNOLOGIES,136290536.19
VECTOR AEROSPACE,22935359.08
CANADIAN CORPS OF COMMISSIONAIRES,14561153.88
MINDWIRE SYSTEMS,10788800.17
NISHA TECHONOLOGIES,9692393.34
BOMBARDIER,8318843.28
AVMAX AVIATION SERVICES,7893801.04
ADRM TECHNOLOGY CONSULTING,7585643.46
MICROSOFT CANADA,7194484.58
COFOMO,7095711.76
ORACLE CANADA,7054955.95
BELL TEXTRON,6835439.69
SI SYSTEMS,6684412.41
FUJITSU,6213849.52
CPCS TRANSCOM,6002604.77
JASCO APPLIED SCIENCES CANADA,5690206.01
APS AVIATION,5535808.59
XEROX,5369217.81
CANADIAN MARITIME ENGINEERING,5204789.62
AERO SUPPLIES,5073468.64
QUORUM,4787572.45
AEROPRO,4420248.50
MID CANADA MOD CENTER,4251463.57
ALTIS HUMAN RESOURCES,4226337.81
PRO TEC FIRE SERVICES OF CANADA,4114834.04
ADGA GROUP,4081862.22
ALPINE AEROTECH,4056506.34
MARINE RECYCLING,3990057.90
CHANTIER DAVIE CANADA,3956294.60
DELOITTE AND TOUCHE,3776881.03
ERNST YOUNG,3766103.31
TEKSYSTEMS CANADA,3624875.81
HYPERTEC,3387851.08
SYSTEMATIX SOLUTIONS,3245236.20
"NATTIQ",3105051.43
MANPOWER SERVICES CANADA,3019383.86
GARTNER,2965349.61
DILLON CONSULTING,2897736.04
WORKDYNAMICS TECHNOLOGIES,2759182.17
LENGKEEK VESSEL ENGINEERING,2753258.41
IMPERIAL OIL,2360719.95
SYSTEMSCOPE,2214454.27
MITSUBISHI MOTOR SALES,2121943.43
IBISKA TELECOM,2115828.80
DBC MARINE SAFETY SYSTEMS,2017346.76
BELL CANADA,1990662.44
HEDDLE MARINE SERVICES,1986595.42
ADVANCED BUSINESS INTERIORS,1739331.12
KPMG,1691799.97
STANTEC,1637147.05
CALIAN,1604258.24
WARTSILA,1594931.57
PROMAXIS,1587054.93
LIONBRIDGE,1565903.97
EQUASION BUSINESS TECHNOLOGIES,1483430.37
MORPHO CANADA,1464408.04
LES ENTREPRISES FERVEL,1437567.38
UNIVERSITY OF WESTERN ONTARIO,1434189.10
NORTRAX CANADA,1405350.54
TELUS CANADA,1349810.28
GENERAL MOTORS,1344831.66
TES CONTRACT SERVICES,1327680.51
TOYOTA CANADA,1318981.51
HONEYWELL,1292096.05
CORADIX TECHNOLOGY CONSULTING,1279260.93
TPG TECHNOLOGY CONSULTANTS,1242002.84
UNIVERSITY OF NEW BRUNSWICK,1229506.82
KENN BOREK AIR,1200622.50
DLS TECHNOLOGY,1188067.86
IRVING OIL,1166661.87
WSP,1100210.81
QMR,1094887.37
ACT,1087475.85
VERITAAQ TECHNOLOGY HOUSE,1044199.07
FREEBALANCE,978970.87
TRM TECHNOLOGIES,978001.17
PROSCI CANADA,953683.76
CAE,908840.74
IRON MOUNTAIN,897068.27
SIMEX DEFENCE,896899.77
RISK SCIENCES INTERNATIONAL,896689.21
CANADIAN BANK NOTE COMPANY,887475.11
SOFTCHOICE,879829.03
EXCEL HUMAN RESOURCES,842356.65
AECOM,830573.34
FORD MOTOR COMPANY,827431.13
ESRI,796171.33
COSSETTE COMMUNICATIONS,791920.50
