d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
175 303 CANADA,2017-2018,418112.84,430927.68
175 303 CANADA,2018-2019,638930.94,649163.80
175 303 CANADA,2019-2020,954486.32,946826.47
175 303 CANADA,2020-2021,951878.43,907496.59
175 303 CANADA,2021-2022,558087.63,528617.68
175303 CANADA,2018-2019,399538.44,404225.02
175303 CANADA,2019-2020,968417.67,960646.03
175303 CANADA,2020-2021,965771.73,920742.10
175303 CANADA,2021-2022,965771.73,903731.56
2KEYS,2017-2018,77943.31,80332.21
ABB,2020-2021,674771.70,639981.68
ACCENTURE,2017-2018,24998.99,25687.89
ACCENTURE,2020-2021,38974.11,36964.67
ACCENTURE,2021-2022,81016.17,74888.61
ACKLANDS GRAINGER,2017-2018,12767.00,13171.14
ACKLANDS GRAINGER,2020-2021,20907.60,20087.41
ACT,2017-2018,289815.66,297846.79
ACT,2018-2019,219813.37,222970.23
ACT,2019-2020,284834.03,280277.66
ACT,2020-2021,293012.79,279460.22
ACT,2021-2022,699545.44,651396.77
ADGA GROUP,2017-2018,1741363.16,1794734.61
ADGA GROUP,2018-2019,1607443.27,1637142.67
ADGA GROUP,2019-2020,574562.84,572955.11
ADGA GROUP,2020-2021,156784.64,149642.60
ADGA GROUP,2021-2022,84170.40,79431.39
ADRM TECHNOLOGY CONSULTING,2017-2018,3062231.03,3156008.90
ADRM TECHNOLOGY CONSULTING,2018-2019,3117517.30,3174878.09
ADRM TECHNOLOGY CONSULTING,2019-2020,1219300.16,1209515.15
ADRM TECHNOLOGY CONSULTING,2020-2021,47767.66,45565.63
ADRM TECHNOLOGY CONSULTING,2021-2022,75866.14,70660.34
ADVANCED BUSINESS INTERIORS,2017-2018,314896.86,323626.41
ADVANCED BUSINESS INTERIORS,2018-2019,162895.31,165411.53
ADVANCED BUSINESS INTERIORS,2019-2020,798025.84,786472.87
ADVANCED BUSINESS INTERIORS,2020-2021,463513.11,440255.73
ADVANCED BUSINESS INTERIORS,2021-2022,435238.62,405846.29
AECOM,2017-2018,194786.10,200559.56
AECOM,2018-2019,111894.79,113831.17
AECOM,2019-2020,316835.77,312615.64
AECOM,2020-2021,207056.68,197773.38
AECOM,2021-2022,155886.51,146025.30
AERO SUPPLIES,2017-2018,666744.59,686902.67
AERO SUPPLIES,2018-2019,681129.55,693143.41
AERO SUPPLIES,2019-2020,1826926.68,1802446.98
AERO SUPPLIES,2020-2021,1898667.82,1813018.00
AERO SUPPLIES,2021-2022,3210289.45,2993456.19
AEROPRO,2017-2018,1064138.75,1096753.79
AEROPRO,2018-2019,1064138.75,1083590.11
AEROPRO,2019-2020,1117267.82,1108039.73
AEROPRO,2020-2021,1139253.40,1086135.10
AEROPRO,2021-2022,1139253.40,1066068.95
AGILENT,2021-2022,94920.00,86307.97
AINSWORTH,2020-2021,13219.50,12614.11
AIR INUIT,2018-2019,59228.98,60740.52
AIR INUIT,2019-2020,29695.54,29491.78
AIR TINDI,2019-2020,37243.08,37378.54
AIR TINDI,2020-2021,30687.95,29105.73
AIRBUS,2020-2021,39723.53,37675.46
ALLSEATING,2021-2022,184180.14,167469.60
ALPINE AEROTECH,2017-2018,539018.16,554176.58
ALPINE AEROTECH,2018-2019,1134189.78,1152430.57
ALPINE AEROTECH,2019-2020,1831843.07,1816068.01
ALPINE AEROTECH,2020-2021,551455.33,526383.47
ALPINE AEROTECH,2021-2022,1493865.50,1364968.73
ALTIS HUMAN RESOURCES,2017-2018,874387.53,901027.91
ALTIS HUMAN RESOURCES,2018-2019,729424.95,744045.45
ALTIS HUMAN RESOURCES,2019-2020,1026001.08,1013950.31
ALTIS HUMAN RESOURCES,2020-2021,1468044.25,1399712.44
ALTIS HUMAN RESOURCES,2021-2022,2245275.88,2097968.76
AMERICAN BUREAU OF SHIPPING,2018-2019,3322.98,3351.32
AMERICAN BUREAU OF SHIPPING,2019-2020,15592.45,15649.16
AMERICAN BUREAU OF SHIPPING,2020-2021,39535.88,37497.48
AON REED STENHOUSE,2017-2018,162532.71,167438.71
AON REED STENHOUSE,2018-2019,170019.85,172877.33
AON REED STENHOUSE,2019-2020,126321.47,125240.74
AON REED STENHOUSE,2020-2021,214874.57,204966.03
AON REED STENHOUSE,2021-2022,19163.29,18257.50
APRON FUEL SERVICES,2017-2018,183218.16,188413.54
APRON FUEL SERVICES,2018-2019,44111.65,45021.06
APRON FUEL SERVICES,2021-2022,21541.22,20524.66
