d_most_recent_category,total,percentage
5_transportation_and_logistics,363885101.85,0.3623543485417045
2_professional_services,294838252.04,0.2935979577047803
3_information_technology,186004420.47,0.18522195677296419
1_facilities_and_construction,49925970.25,0.04971594696875917
6_industrial_products_and_services,39335643.32,0.039170170302394745
9_human_capital,25927031.64,0.025817964546153885
10_office_management,20427965.29,0.02034203108585719
8_security_and_protection,19472316.45,0.019390402371742586
4_medical,4050484.33,0.004033445185534707
0_other,263077.30,2.6197060990506736e-4
7_travel,94202.19,9.38059102036614e-5
