d_vendor_name,d_fiscal_year,total
2KEYS,2017-2018,77943.30708661416
4PLAN CONSULTING,2018-2019,24860
4PLAN CONSULTING,2019-2020,93600
A HUNDRED ANSWERS,2017-2018,14548.75
A HUNDRED ANSWERS,2018-2019,24999.89
ABB,2020-2021,674771.7
ACCENTURE,2017-2018,24998.99
ACCENTURE,2020-2021,38974.10564102564
ACKLANDS GRAINGER,2017-2018,12767
ACKLANDS GRAINGER,2020-2021,20907.6
ACT,2017-2018,289815.6558285917
ACT,2018-2019,219813.3715398293
ACT,2019-2020,284834.03
ACT,2020-2021,293012.7898392252
ADGA GROUP,2017-2018,1741363.1606591318
ADGA GROUP,2018-2019,1607443.2691005312
ADGA GROUP,2019-2020,574562.8358208955
ADGA GROUP,2020-2021,230395.78497729078
ADRM TECHNOLOGY CONSULTING,2017-2018,3062231.027577318
ADRM TECHNOLOGY CONSULTING,2018-2019,3117517.2952290364
ADRM TECHNOLOGY CONSULTING,2019-2020,1219300.1617132353
ADRM TECHNOLOGY CONSULTING,2020-2021,186594.9760242233
ADVANCED BUSINESS INTERIORS,2017-2018,314896.86
ADVANCED BUSINESS INTERIORS,2018-2019,162895.31
ADVANCED BUSINESS INTERIORS,2019-2020,798025.84
ADVANCED BUSINESS INTERIORS,2020-2021,463513.11321428575
AECOM,2017-2018,194786.10497607657
AECOM,2018-2019,111894.7895270947
AECOM,2019-2020,316835.7671009243
AECOM,2020-2021,207056.67839590446
AERO SUPPLIES,2017-2018,666744.59
AERO SUPPLIES,2018-2019,681129.55
AERO SUPPLIES,2019-2020,1826926.6753846153
AERO SUPPLIES,2020-2021,1898667.8246153847
AEROPRO,2017-2018,1048823.4683618292
AEROPRO,2018-2019,1048823.4683618292
AEROPRO,2019-2020,1116113.7870404848
AEROPRO,2020-2021,1145184.7095476794
AINSWORTH,2020-2021,13219.5
AIR INUIT,2018-2019,59228.98
AIR INUIT,2019-2020,29695.54
AIR TINDI,2019-2020,37243.08
AIR TINDI,2020-2021,30687.95
AIRBUS,2020-2021,39723.53
ALPINE AEROTECH,2017-2018,539018.16
ALPINE AEROTECH,2018-2019,1134189.78
ALPINE AEROTECH,2019-2020,1831843.07
ALPINE AEROTECH,2020-2021,551455.33
ALTIS HUMAN RESOURCES,2017-2018,874387.5341640505
ALTIS HUMAN RESOURCES,2018-2019,729424.9477113839
ALTIS HUMAN RESOURCES,2019-2020,1026001.082951062
ALTIS HUMAN RESOURCES,2020-2021,1596524.2429644447
AMERICAN BUREAU OF SHIPPING,2018-2019,3322.980945945946
AMERICAN BUREAU OF SHIPPING,2019-2020,15592.449054054054
AMERICAN BUREAU OF SHIPPING,2020-2021,39535.880000000005
AON REED STENHOUSE,2017-2018,162532.71052647525
AON REED STENHOUSE,2018-2019,170019.84763030038
AON REED STENHOUSE,2019-2020,126321.47475409835
AON REED STENHOUSE,2020-2021,214874.56666666668
APRON FUEL SERVICES,2017-2018,183218.16
APRON FUEL SERVICES,2018-2019,44111.65
APS AVIATION,2017-2018,1386553.6377708977
APS AVIATION,2018-2019,1085365
APS AVIATION,2019-2020,1214772.003169014
APS AVIATION,2020-2021,1849117.950297014
ARI FINANCIAL SERVICES,2017-2018,5315.420985664225
ARI FINANCIAL SERVICES,2018-2019,6642.48096743644
ARI FINANCIAL SERVICES,2019-2020,104861.18851201562
ARI FINANCIAL SERVICES,2020-2021,126559.99999999999
ARTEMP PERSONNEL SERVICES,2017-2018,78499.35839409732
ARTEMP PERSONNEL SERVICES,2020-2021,15945.23657327586
ASOKAN BUSINESS INTERIORS,2020-2021,24780.9
ATLANTIC BUSINESS INTERIORS,2018-2019,11302.2
ATTACHMATE,2020-2021,29666.68
AV TECH,2020-2021,11353.78
AVMAX AVIATION SERVICES,2017-2018,49687.36
AVMAX AVIATION SERVICES,2018-2019,30332.480000000003
AVMAX AVIATION SERVICES,2019-2020,7359876.050000001
AVMAX AVIATION SERVICES,2020-2021,453905.15
BDO CANADA,2019-2020,39550
BELL CANADA,2019-2020,1968918.2
BELL CANADA,2020-2021,21744.24
BELL TEXTRON,2017-2018,1437968.36
BELL TEXTRON,2018-2019,785962.07
BELL TEXTRON,2019-2020,2874931.1163043478
BELL TEXTRON,2020-2021,1736578.1436956523
BOMBARDIER,2017-2018,1704744.74
BOMBARDIER,2018-2019,3797967.9919275125
BOMBARDIER,2019-2020,2444539.578072488
BOMBARDIER,2020-2021,371590.97
BRANDT TRACTOR,2017-2018,37934.14
BRANDT TRACTOR,2020-2021,378874.64999999997
CAE,2017-2018,697568.6166149635
CAE,2019-2020,211272.12
CALIAN,2017-2018,622899.7482638889
CALIAN,2018-2019,673692.4882638889
CALIAN,2019-2020,208202.1076388889
CALIAN,2020-2021,99463.89456310679
CANADA POST,2017-2018,104855
CANADA POST,2018-2019,10500
CANADA POST,2019-2020,11550
CANADIAN BANK NOTE COMPANY,2017-2018,760395.3401076565
CANADIAN BANK NOTE COMPANY,2018-2019,127079.76916867685
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,3722896.971588833
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,3419650.7544149198
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,3762239.7191744843
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,3656366.434394453
CANADIAN HELICOPTERS,2018-2019,13560
