d_vendor_name,overall_total
HOLMAN FENWICK WILLAN,144098850
PMG TECHNOLOGIES,136091905.69223344
VECTOR AEROSPACE,22935359.080000002
CANADIAN CORPS OF COMMISSIONAIRES,14561153.87957269
MINDWIRE SYSTEMS,10804932.523117011
NISHA TECHONOLOGIES,9692393.341506848
BOMBARDIER,8318843.28
AVMAX AVIATION SERVICES,7893801.040000001
ADRM TECHNOLOGY CONSULTING,7585643.460543813
MICROSOFT CANADA,7194484.582921699
COFOMO,7095711.756753294
ORACLE CANADA,7054955.946691296
BELL TEXTRON,6869008.49
SI SYSTEMS,6682052.557223365
FUJITSU,6213849.5194005445
CPCS TRANSCOM,6201100.572473807
JASCO APPLIED SCIENCES CANADA,5837525.684015286
APS AVIATION,5535808.591236926
XEROX,5404820.20882867
CANADIAN MARITIME ENGINEERING,5204789.62
AERO SUPPLIES,5107846.5
QUORUM,4787572.454966651
MID CANADA MOD CENTER,4383055.91
AEROPRO,4358945.433311823
ALTIS HUMAN RESOURCES,4226337.807790941
ADGA GROUP,4153765.0505578495
PRO TEC FIRE SERVICES OF CANADA,4114834.0369704235
ALPINE AEROTECH,4056506.34
MARINE RECYCLING,3990057.9
CHANTIER DAVIE CANADA,3956294.595525813
ERNST YOUNG,3766103.313882726
DELOITTE AND TOUCHE,3765794.3871784555
TEKSYSTEMS CANADA,3740871.0289814034
HYPERTEC,3530942.98
SYSTEMATIX SOLUTIONS,3245236.1958279815
"NATTIQ",3105051.434988373
MANPOWER SERVICES CANADA,3019383.855558896
GARTNER,2965349.6065638545
DILLON CONSULTING,2897736.0393880894
WORKDYNAMICS TECHNOLOGIES,2759182.168309859
LENGKEEK VESSEL ENGINEERING,2753258.4056220097
MITSUBISHI MOTOR SALES,2425169.19
IMPERIAL OIL,2360719.947385311
SYSTEMSCOPE,2214454.2718285215
IBISKA TELECOM,2112050.7676046425
DBC MARINE SAFETY SYSTEMS,2017346.76
BELL CANADA,1990662.44
HEDDLE MARINE SERVICES,1986595.4199999997
CORADIX TECHNOLOGY CONSULTING,1875437.0415191916
ADVANCED BUSINESS INTERIORS,1739331.1232142858
STANTEC,1695067.5505084747
KPMG,1691799.974551282
CALIAN,1604258.2387297736
WARTSILA,1594931.5699999998
LIONBRIDGE,1593874.3904334847
PROMAXIS,1587054.93
EQUASION BUSINESS TECHNOLOGIES,1488944.3519930383
MORPHO CANADA,1464408.0444444444
LES ENTREPRISES FERVEL,1437567.376248631
UNIVERSITY OF WESTERN ONTARIO,1434189.099160584
TOYOTA CANADA,1419022.81
NORTRAX CANADA,1405350.54
TELUS CANADA,1363125.1
GENERAL MOTORS,1344831.6601953125
TES CONTRACT SERVICES,1327680.505885674
OPSIS GESTION D INFRASTRUCTURES,1305421.0515100155
HONEYWELL,1292096.0537647367
TPG TECHNOLOGY CONSULTANTS,1260160.2704975063
UNIVERSITY OF NEW BRUNSWICK,1229506.82
DLS TECHNOLOGY,1227415.8092238393
KENN BOREK AIR,1200622.5
IRVING OIL,1166661.8699999999
WSP,1100210.8124195181
QMR,1094887.367889996
ACT,1087475.8472076464
VERITAAQ TECHNOLOGY HOUSE,1078690.370003354
TRM TECHNOLOGIES,1036880.8535985108
FREEBALANCE,978970.8684104215
PROSCI CANADA,953683.76
CAE,908840.7366149635
IRON MOUNTAIN,897068.2735791741
SIMEX DEFENCE,896899.77
RISK SCIENCES INTERNATIONAL,896689.2132691209
CANADIAN BANK NOTE COMPANY,887475.1092763335
SOFTCHOICE,879829.03
EXCEL HUMAN RESOURCES,842356.6494688757
AECOM,830573.34
FORD MOTOR COMPANY,827431.13
ESRI,796171.33
COSSETTE COMMUNICATIONS,791920.5
SNC LAVALIN,751768.6
PETROVALUE PRODUCTS,729340.45
PRICEWATERHOUSE COOPERS,714980.5638313254
TEKNION,708244.1749830763
GOLDER ASSOCIATES,696858.6200000001
LEEDS TRANSIT,686489.92
ABB,674771.7
AON REED STENHOUSE,673748.5995775406
DSS MARINE,663071.876740666
KONICA MINOLTA BUSINESS SOLUTIONS,645349.1796421261
CLARIANT CANADA,629866.37
TITAN BOATS,589016.8579234973
PALADIN TECHNOLOGIES,577457.89
SAP,569891.4792724006
THYSSENKRUPP ELEVATOR,558509.4544981752
OPENTEXT,527923.5204287616
PEERLESS GARMENTS,506066.19701986754
HITRAC 1974,494250.7
TESTFORCE SYSTEMS,486194.77
ROGERS,484483.59
GLOBAL UPHOLSTERY,476784.92552941176
RAYMOND CHABOT GRANT THORNTON,466478.13
MAKWA RESOURCING,429016.8308746832
BRANDT TRACTOR,416808.79
FELIX TECHNOLOGY,411886.79536643025
UBIQUS CANADA,395500
THE RIGHT DOOR CONSULTING,385419.6459485279
ROSBOROUGH BOATS,381052.5
TANKATEK,377153.42
CONTRACT COMMUNITY,370990.3
OPTIV CANADA FEDERAL,368945
CARAHSOFT TECHNOLOGY,368447.9668668407
FEDERAL EXPRESS CANADA,355259.2409728224
IPSS,354795.0542547426
FCA CANADA,351656.58
EKOS RESEARCH ASSOCIATES,338086.24999999994
PORTAGE PERSONNEL,328616.53507336276
EXTRAVISION VIDEO TECHNOLOGIES,326769.96206228953
SOLOTECH,326163.29
PHASELOCK SYSTEMS INTERNATIONAL,317454.15
KUBOTA CANADA,308019.22
ENSEIGNES PATTISON SIGN GROUP,297102.65
SAS INSTITUTE,292274.5
IMP GROUP,288150
CDW CANADA,281400.13393442624
ECOLE DE LANGUES LA CITE,276529.95
TRANSPOLAR TECHNOLOGY,273144.4483905013
TURTLE ISLAND STAFFING,269548.23
CLOSEREACH,266480.5517615176
SIMPLEX GRINNELL,264483.27999999997
SIERRA SYSTEMS GROUP,258732.73
MAXSYS STAFFING AND CONSULTING,257269.70303703705
FIRST AIR,249822.21517893046
FAST TRACK STAFFING,248477.1368009562
FRANCIS CANADA TRUCK CENTRE,248400
ARI FINANCIAL SERVICES,243379.0904651163
PALFINGER MARINE,239120.85020242917
GRAND TOY,236674.65
MISHKUMI TECHNOLOGIES,234897.6
UNIVERSITE LAVAL,233097.08420036623
ROXBORO EXCAVATION,230463.51570334335
APRON FUEL SERVICES,227329.81
QUANTUM MANAGEMENT SERVICES,211624.34376543207
UNIVERSITY OF OTTAWA,211191.54229782417
CSDC SYSTEMS,210657.20376569038
INFO TECH RESEARCH GROUP,210014.45997668998
THE MASHA KRUPP TRANSLATION GROUP,203705.70875
RAMPART INTERNATIONAL,202310.11000000002
IT NET CONSULTANTS,193024.7426035503
TERAMACH TECHNOLOGIES,190120.33
ENTRUST,188213.23257399103
GRAYBRIDGE INTERNATIONAL CONSULTING,184414.46165248775
GC STRATEGIES,179400.33
ZUTPHEN CONTRACTOR,171873.5519745223
INTER OUTAOUAIS,164963.05
SRA STAFFING SOLUTIONS,158652
PITNEY BOWES,156672.75596902618
ROCKWELL COLLINS CANADA,151814.97
LUMINA IT,151278.28289062498
FAST FORWARD FRENCH,150763.1972972973
GLASSHOUSE SYSTEMS,149608.37999999998
CNW GROUP,149370.4537993921
UNISOURCE,138537.79
CARLETON UNIVERSITY,137276.29989485323
CANADA POST,126905
MAPLESOFT CONSULTING,126437.95999999999
SHELL CANADA PRODUCTS,125354.64788732394
RANDSTAD,124616.37629531388
STONEWORKS TECHNOLOGIES,121946.26000000001
ENVIRONICS RESEARCH GROUP,119848.26
4PLAN CONSULTING,118460
WOLTERS KLUWER,116200.15999999999
PATLON AIRCRAFT INDUSTRIES,109414.98
CRESTLINE COACH,109135
PROQUEST,108789.05479452055
PRINTERS PLUS,108095.11139599455
GHD,107873
HAWORTH,106603.53
THE AIM GROUP,105417.7
NISSAN CANADA,105215.92
