d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADVANCED BUSINESS INTERIORS,2018-2019,17810.48,17995.17
ALTIS HUMAN RESOURCES,2017-2018,51239.08,52786.12
ALTIS HUMAN RESOURCES,2018-2019,39901.07,40892.02
AVI SPL,2018-2019,183673.66,185389.47
AVI SPL,2019-2020,12129.01,12112.99
BELL CANADA,2017-2018,60096.57,61932.67
BELL CANADA,2018-2019,51533.05,52520.58
BELL CANADA,2019-2020,49356.78,48963.06
BELL CANADA,2020-2021,39164.95,37297.59
BELL CANADA,2021-2022,62503.52,58161.01
BELL CANADA,2022-2023,39164.95,35044.96
CANON,2019-2020,3019.60,2988.83
CANON,2020-2021,3613.62,3441.32
CANON,2021-2022,3613.62,3359.68
CANON,2022-2023,3613.62,3233.48
CISTEL TECHNOLOGY,2021-2022,31347.76,28337.87
CISTEL TECHNOLOGY,2022-2023,185052.89,166818.48
DELL COMPUTER,2017-2018,12000.00,12342.70
EXCEL HUMAN RESOURCES,2018-2019,5007.66,5054.44
EXCEL HUMAN RESOURCES,2019-2020,47381.65,46627.06
EXCEL HUMAN RESOURCES,2020-2021,53162.30,50332.88
EXCEL HUMAN RESOURCES,2022-2023,75441.63,67023.40
FSC,2020-2021,4856.68,4637.34
FSC,2021-2022,6446.14,5993.14
FSC,2022-2023,6446.14,5768.03
ITEX,2017-2018,103758.17,106721.35
ITEX,2018-2019,29313.00,29740.57
ITEX,2019-2020,6065.04,6083.81
LEAN AGILITY,2021-2022,19656.35,18248.88
MAVERIN,2020-2021,112698.29,107324.91
MAXSYS STAFFING AND CONSULTING,2019-2020,33546.89,32947.89
MAXSYS STAFFING AND CONSULTING,2020-2021,6451.32,6094.11
MAXSYS STAFFING AND CONSULTING,2022-2023,53108.47,47224.16
MICROSOFT CANADA,2019-2020,10019.57,9939.64
MICROSOFT CANADA,2020-2021,12280.32,11671.82
MICROSOFT CANADA,2021-2022,21011.76,19503.00
MICROSOFT CANADA,2022-2023,24233.36,21684.11
NISHA TECHONOLOGIES,2017-2018,135563.84,139435.34
NORTHERN MICRO,2017-2018,113888.40,117140.88
NORTHERN MICRO,2018-2019,19563.91,19746.67
NORTHERN MICRO,2021-2022,250881.06,233026.95
PURELOGIC,2022-2023,78210.69,69357.46
RHEA,2018-2019,24973.00,25277.06
RHEA,2019-2020,19213.12,18774.57
RHEA,2020-2021,20585.48,19445.65
SAMSON ASSOCIES,2022-2023,15217.97,13499.74
SI SYSTEMS,2018-2019,29744.69,30165.31
SI SYSTEMS,2019-2020,55543.66,55100.59
SI SYSTEMS,2020-2021,111449.47,105834.65
SOFTCHOICE,2021-2022,10463.71,9714.47
SOFTCHOICE,2022-2023,8017.83,7109.63
SOLUTIONS MOERAE,2017-2018,14192.64,14597.96
SOLUTIONS MOERAE,2018-2019,103836.37,105274.86
SOLUTIONS MOERAE,2019-2020,37910.99,37961.71
THE AIM GROUP,2019-2020,10463.45,10224.62
THE AIM GROUP,2020-2021,47533.80,45306.25
THE AIM GROUP,2021-2022,39154.50,35722.96
TRM TECHNOLOGIES,2019-2020,30407.96,29713.90
TRM TECHNOLOGIES,2020-2021,12848.44,12137.01
TRM TECHNOLOGIES,2021-2022,15255.00,13918.04
TRM TECHNOLOGIES,2022-2023,36553.15,32347.55
