d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,0.00,0.00
1_facilities_and_construction,2017-2018,263454.69,271529.37
1_facilities_and_construction,2018-2019,132088.24,135257.30
11_defence,2017-2018,2467138.10,2541599.12
11_defence,2018-2019,2406770.40,2455257.49
11_defence,2019-2020,1399127.20,1389225.68
11_defence,2020-2021,1215746.53,1159061.69
11_defence,2021-2022,1617410.82,1502869.79
2_professional_services,2017-2018,140640.49,145047.32
2_professional_services,2018-2019,400105.54,407228.92
2_professional_services,2019-2020,922430.35,914166.54
2_professional_services,2020-2021,524809.38,500305.41
2_professional_services,2021-2022,60013.85,56779.15
3_information_technology,2017-2018,7064693.71,7278977.92
3_information_technology,2018-2019,6361984.56,6474258.82
3_information_technology,2019-2020,6006319.29,5962051.44
3_information_technology,2020-2021,4452900.35,4245468.16
3_information_technology,2021-2022,7117665.54,6645450.96
6_industrial_products_and_services,2017-2018,19816.86,20362.96
8_security_and_protection,2017-2018,60690.89,62399.18
8_security_and_protection,2018-2019,22352.23,22760.81
8_security_and_protection,2019-2020,22413.47,22233.60
