d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
A HUNDRED ANSWERS,2020-2021,47503.34,45265.57
A HUNDRED ANSWERS,2021-2022,15776.66,14917.79
ADGA GROUP,2017-2018,13882.05,14248.03
ADGA GROUP,2020-2021,25504.75,24015.73
ADGA GROUP,2021-2022,154849.52,116277.93
ADRM TECHNOLOGY CONSULTING,2017-2018,5148608.66,5274953.90
ADRM TECHNOLOGY CONSULTING,2018-2019,397066.55,403236.64
ADRM TECHNOLOGY CONSULTING,2019-2020,398947.56,395580.85
ADRM TECHNOLOGY CONSULTING,2020-2021,649930.26,617888.66
ADRM TECHNOLOGY CONSULTING,2021-2022,128246.23,119996.24
ADVANCED BUSINESS INTERIORS,2017-2018,32028.47,32872.86
ADVANCED BUSINESS INTERIORS,2018-2019,201865.22,204032.64
ADVANCED BUSINESS INTERIORS,2019-2020,70203.72,69929.16
ADVANCED BUSINESS INTERIORS,2021-2022,11948.76,11066.57
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,1662.60,1701.79
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,105504.43,106815.99
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,277359.09,271805.65
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,28209.91,26859.40
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,260211.12,203447.06
ALTIS HUMAN RESOURCES,2017-2018,42371.35,43496.41
ALTIS HUMAN RESOURCES,2018-2019,120451.67,121765.83
ALTIS HUMAN RESOURCES,2019-2020,29082.31,28836.89
ALTIS HUMAN RESOURCES,2020-2021,79816.05,75719.63
ALTIS HUMAN RESOURCES,2021-2022,48381.75,43344.38
AON REED STENHOUSE,2017-2018,11453.13,11749.92
AON REED STENHOUSE,2018-2019,11453.13,11631.25
AON REED STENHOUSE,2019-2020,10959.83,10869.42
AON REED STENHOUSE,2020-2021,2681.82,2531.58
APPLIED ELECTONICS,2018-2019,338269.81,341598.04
APPLIED ELECTONICS,2019-2020,573436.24,574366.59
APPLIED ELECTONICS,2020-2021,270828.02,255193.64
APPLIED ELECTONICS,2021-2022,85732.15,80083.58
ARI FINANCIAL SERVICES,2017-2018,78058.54,80081.29
ARI FINANCIAL SERVICES,2018-2019,96705.34,98209.25
ARI FINANCIAL SERVICES,2019-2020,130041.97,128944.55
ARI FINANCIAL SERVICES,2020-2021,125782.32,119577.51
ARTEMP PERSONNEL SERVICES,2017-2018,24991.65,25596.58
ARTEMP PERSONNEL SERVICES,2018-2019,24577.50,24898.19
ASOKAN BUSINESS INTERIORS,2017-2018,14367.75,14781.26
AVI SPL CANADA,2018-2019,37998.22,38706.08
AVI SPL CANADA,2019-2020,26834.29,26184.89
BDO CANADA,2017-2018,20310.24,20850.50
BDO CANADA,2018-2019,53671.13,54533.25
BELL CANADA,2017-2018,84838.10,87036.53
BELL CANADA,2018-2019,84838.10,86157.46
