d_most_recent_category,total,percentage
3_information_technology,68281250.92910273,0.4366296295479435
2_professional_services,58365149.861886285,0.37322037039371053
8_security_and_protection,13298476.52,0.0850381151116958
10_office_management,5502747.211738473,0.035187733731651495
9_human_capital,4374391.13154295,0.027972375333992817
6_industrial_products_and_services,3696667.8257648405,0.02363862233574803
5_transportation_and_logistics,2114206.3899836224,0.013519452855439573
1_facilities_and_construction,611297.28,0.003908986746408644
7_travel,91661.39,5.861356992581314e-4
NA,46692.42449713818,2.985782441515189e-4
