d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,4731523.48,4854132.73
2_professional_services,2018-2019,4731523.48,4805105.67
2_professional_services,2019-2020,4744486.56,4704447.95
2_professional_services,2020-2021,4731523.48,4498118.77
2_professional_services,2021-2022,4718560.40,3701303.44
4_medical,2017-2018,17220.38,17682.50
4_medical,2020-2021,56346475.27,53592457.03
4_medical,2021-2022,60112566.19,47029521.96
6_industrial_products_and_services,2017-2018,16615948.96,17043433.54
6_industrial_products_and_services,2018-2019,18956629.10,19252730.21
6_industrial_products_and_services,2019-2020,18437280.93,18303399.39
6_industrial_products_and_services,2020-2021,10910603.63,10371861.94
6_industrial_products_and_services,2021-2022,12328168.30,9531420.46
