d_vendor_name,d_fiscal_year,total
1019837 ONTARIO,2017-2018,337810.81
1019837 ONTARIO,2018-2019,690816.95
1019837 ONTARIO,2019-2020,680200.27
1019837 ONTARIO,2020-2021,725631.29
10647802 CANADA,2017-2018,50703.18
10647802 CANADA,2018-2019,818822.5
10647802 CANADA,2019-2020,323029.04
10647802 CANADA,2020-2021,357207.99
1320376 ONTARIO,2018-2019,24916.5
2220742 ONTARIO,2018-2019,22668.34
2220742 ONTARIO,2019-2020,39482.2
2536 4589 QUEBEC,2017-2018,2067482.22
2536 4589 QUEBEC,2018-2019,2067482.22
2536 4589 QUEBEC,2019-2020,2073146.56
2536 4589 QUEBEC,2020-2021,1495384.4
2KEYS,2017-2018,200675.57
2KEYS,2018-2019,12787309.39
2KEYS,2019-2020,25313465.65
2KEYS,2020-2021,25104488.23
3469051 CANADA,2017-2018,1323929.78
3469051 CANADA,2018-2019,725248.79
3469051 CANADA,2019-2020,558727.31
3469051 CANADA,2020-2021,2214290.32
3955788 CANADA,2020-2021,33787
3D DATACOMM,2017-2018,69150.86
3M CANADA COMPANY,2017-2018,62907.9
3M CANADA COMPANY,2018-2019,62907.9
3M CANADA COMPANY,2019-2020,63080.25
3M CANADA COMPANY,2020-2021,62907.9
4PLAN CONSULTING,2017-2018,1469725.53
4PLAN CONSULTING,2018-2019,1203778.49
4PLAN CONSULTING,2019-2020,1131743.3
4PLAN CONSULTING,2020-2021,958004.38
529040 ONTARIO AND 880382,2018-2019,473190.94
529040 ONTARIO AND 880382,2019-2020,1451539.06
529040 ONTARIO AND 880382,2020-2021,1326243.47
73719 NEWFOUNDLAND LABRADOR,2017-2018,566402.98
73719 NEWFOUNDLAND LABRADOR,2018-2019,1605304.12
73719 NEWFOUNDLAND LABRADOR,2019-2020,242736
73719 NEWFOUNDLAND LABRADOR,2020-2021,236985.14
851791 NWT,2017-2018,15040930.6
851791 NWT,2018-2019,4690517.12
851791 NWT,2019-2020,4381045.78
851791 NWT,2020-2021,371072.18
9053 9776 QUEBEC,2019-2020,5268499.98
9053 9776 QUEBEC,2020-2021,6447254.21
9275 0181 QUEBEC,2017-2018,20632.34
9275 0181 QUEBEC,2018-2019,10060.31
A HUNDRED ANSWERS,2017-2018,684628.92
A HUNDRED ANSWERS,2018-2019,3120893.75
A HUNDRED ANSWERS,2019-2020,2107589.97
A HUNDRED ANSWERS,2020-2021,624361.98
A J HANNA CONSTRUCTION,2019-2020,45398.55
A J HANNA CONSTRUCTION,2020-2021,146854.26
AB SCIEX,2017-2018,61059.48
AB SCIEX,2018-2019,22001.83
AB SCIEX,2019-2020,13201.1
ABB,2017-2018,1917815.75
ABB,2018-2019,1750613.74
ABB,2019-2020,2407887.04
ABB,2020-2021,4297294.74
ABCO MAINTENANCE SYSTEMS,2017-2018,21000
ABCO MAINTENANCE SYSTEMS,2018-2019,28388.89
ABCO MAINTENANCE SYSTEMS,2019-2020,28466.67
ABCO MAINTENANCE SYSTEMS,2020-2021,16644.44
ABS AMERICAS,2017-2018,2149847.34
ABS AMERICAS,2018-2019,2444530.46
ABS AMERICAS,2019-2020,2451227.81
ABS AMERICAS,2020-2021,2475706.71
ACADIAN DREDGING,2017-2018,271275.17
ACART COMMUNICATIONS,2017-2018,2609265.34
ACART COMMUNICATIONS,2018-2019,3229012.2
ACART COMMUNICATIONS,2019-2020,1719670.51
ACART COMMUNICATIONS,2020-2021,1256356.64
ACCENTURE,2017-2018,21816211.11
ACCENTURE,2018-2019,22538213.96
ACCENTURE,2019-2020,23054399.49
ACCENTURE,2020-2021,51304239.64
ACCESS 2 NETWORKS,2019-2020,15342.01
ACCESS 2 NETWORKS,2020-2021,26387.7
ACKLANDS GRAINGER,2017-2018,693605.11
ACKLANDS GRAINGER,2018-2019,379916.76
ACKLANDS GRAINGER,2019-2020,2477.05
ACKLANDS GRAINGER,2020-2021,422335.79
ACME FUTURE SECURITY CONTROLS,2017-2018,186557.24
ACME FUTURE SECURITY CONTROLS,2018-2019,23804.8
ACT,2017-2018,97428.6
ADGA GROUP,2017-2018,6133127.5
ADGA GROUP,2018-2019,5371623.09
ADGA GROUP,2019-2020,7352338.61
ADGA GROUP,2020-2021,7389044.17
ADOBE,2018-2019,176754.87
ADOBE,2019-2020,293015.59
ADOBE,2020-2021,220161.99
ADRM TECHNOLOGY CONSULTING,2017-2018,861368.4
ADRM TECHNOLOGY CONSULTING,2018-2019,801287.05
ADRM TECHNOLOGY CONSULTING,2019-2020,672490.52
ADRM TECHNOLOGY CONSULTING,2020-2021,289459.37
ADVANCED BUSINESS INTERIORS,2017-2018,73316.45
ADVANCED BUSINESS INTERIORS,2018-2019,413840.27
ADVANCED BUSINESS INTERIORS,2019-2020,11131.24
ADVANCED BUSINESS INTERIORS,2020-2021,9599.83
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,30375.07
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,690412.21
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,1179386.89
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,15094.42
AECOM,2017-2018,1900214.04
AECOM,2018-2019,3113990.73
AECOM,2019-2020,1671025.84
AECOM,2020-2021,2081383.49
AERO FEU,2017-2018,6462258.39
AERO FEU,2018-2019,6293600.69
AERO FEU,2019-2020,6229722.02
AERO SUPPLIES,2018-2019,12605.15
AERO SUPPLIES,2019-2020,19443.68
AERO SUPPLIES,2020-2021,40662.38
AEROPRO,2017-2018,1180169.38
AEROPRO,2018-2019,1064138.75
AEROPRO,2019-2020,1305980.1
AEROPRO,2020-2021,1359698.64
AFN ENGINEERING,2018-2019,12075
AGC AND ASSOCIATES,2017-2018,27688
AGC AND ASSOCIATES,2018-2019,101394.9
AGILEC,2017-2018,949498.42
AGILEC,2018-2019,2864189.46
AGILEC,2019-2020,2872036.55
AGILEC,2020-2021,2883820.48
AGILENT,2017-2018,183979.32
AGILENT,2018-2019,239433.61
AGILENT,2019-2020,312050.53
AGILENT,2020-2021,23991.02
AGRITEAM CANADA,2017-2018,7989268.6
AGRITEAM CANADA,2018-2019,7416943.14
AGRITEAM CANADA,2019-2020,7808652.94
AGRITEAM CANADA,2020-2021,4818356.73
AINSWORTH,2017-2018,192485.19
AINSWORTH,2018-2019,87456.3
AINSWORTH,2019-2020,36467.98
AINSWORTH,2020-2021,196246.61
AIR LIQUIDE CANADA,2017-2018,13270.73
AIR LIQUIDE CANADA,2020-2021,6623.2
AIRBORNE SYSTEMS,2017-2018,5590662.22
AIRBORNE SYSTEMS,2018-2019,5590662.22
AIRBORNE SYSTEMS,2019-2020,4212142.77
AIRBUS,2017-2018,241940944.01
AIRBUS,2018-2019,241728647.95
AIRBUS,2019-2020,242721908.62
AIRBUS,2020-2021,242155432.89
ALLIANCE ENGINEERING CONSTRUCTION,2020-2021,17515
ALLIANCE EVENTS,2017-2018,1112640.79
ALLIANCE EVENTS,2018-2019,936185.64
ALLIANCE EVENTS,2019-2020,959693.76
ALLIANCE EVENTS,2020-2021,995758.62
ALS CANADA,2017-2018,1626802.68
ALS CANADA,2018-2019,1852916.25
ALS CANADA,2019-2020,838200.78
ALS CANADA,2020-2021,936399.87
ALTIS HUMAN RESOURCES,2017-2018,13795191.01
ALTIS HUMAN RESOURCES,2018-2019,13250494.1
ALTIS HUMAN RESOURCES,2019-2020,18474856.96
ALTIS HUMAN RESOURCES,2020-2021,13989538.33
AMAZON,2020-2021,180740.26
AMEC FOSTER WHEELER AMERICAS,2017-2018,5030945.03
