d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
10647802 CANADA,2017-2018,50703.18,52017.07
10647802 CANADA,2018-2019,818822.50,832942.51
10647802 CANADA,2019-2020,323029.04,320614.02
10647802 CANADA,2020-2021,357207.99,339035.55
10647802 CANADA,2021-2022,596683.04,510819.87
1320376 ONTARIO,2018-2019,24916.50,25190.92
2220742 ONTARIO,2018-2019,22668.34,22891.37
2220742 ONTARIO,2019-2020,39482.20,39622.58
2536 4589 QUEBEC,2017-2018,2067482.22,2121057.45
2536 4589 QUEBEC,2018-2019,2067482.22,2099634.63
2536 4589 QUEBEC,2019-2020,2073146.56,2055651.32
2536 4589 QUEBEC,2020-2021,1495384.40,1425851.61
2KEYS,2017-2018,200675.57,205875.73
2KEYS,2018-2019,12787309.39,12932026.46
2KEYS,2019-2020,25313465.65,25100666.89
2KEYS,2020-2021,25104488.23,23866090.93
2KEYS,2021-2022,25104488.23,19638353.08
3469051 CANADA,2017-2018,1323929.78,1357130.39
3469051 CANADA,2018-2019,725248.79,733484.28
3469051 CANADA,2019-2020,558727.31,549703.22
3469051 CANADA,2020-2021,2214290.32,2099261.12
3469051 CANADA,2021-2022,3812407.04,2819728.25
49 SOLUTIONS,2017-2018,15113.75,15503.29
49 SOLUTIONS,2020-2021,514559.54,487725.93
49 SOLUTIONS,2021-2022,699262.91,459928.97
529040 ONTARIO AND 880382,2017-2018,281043.62,288144.31
529040 ONTARIO AND 880382,2018-2019,510800.82,516625.67
529040 ONTARIO AND 880382,2019-2020,1451539.06,1438166.38
529040 ONTARIO AND 880382,2020-2021,1326243.47,1260813.03
529040 ONTARIO AND 880382,2021-2022,1318432.77,1031363.32
73719 NEWFOUNDLAND LABRADOR,2017-2018,394397.38,403720.90
73719 NEWFOUNDLAND LABRADOR,2018-2019,1605304.12,1629058.89
73719 NEWFOUNDLAND LABRADOR,2019-2020,227047.86,225185.42
73719 NEWFOUNDLAND LABRADOR,2020-2021,208777.40,198478.47
73719 NEWFOUNDLAND LABRADOR,2021-2022,208777.40,163319.18
851791 NWT,2017-2018,15040930.60,15430212.58
851791 NWT,2018-2019,4690517.12,4765444.24
851791 NWT,2019-2020,4381045.78,4344074.24
851791 NWT,2020-2021,371072.18,350284.69
9275 0181 QUEBEC,2017-2018,20632.34,21118.69
9275 0181 QUEBEC,2018-2019,10060.31,10252.50
AB SCIEX,2017-2018,61059.48,62657.37
AB SCIEX,2018-2019,22001.83,22218.31
AB SCIEX,2019-2020,13201.10,13248.04
ABB,2017-2018,1893128.64,1942203.94
ABB,2018-2019,1750613.74,1778594.01
ABB,2019-2020,2407887.04,2376767.73
ABB,2020-2021,4297294.74,4084154.31
ABB,2021-2022,2283595.18,2070689.92
ABCO MAINTENANCE SYSTEMS,2017-2018,21000.00,21539.98
ABCO MAINTENANCE SYSTEMS,2018-2019,28388.89,28830.38
ABCO MAINTENANCE SYSTEMS,2019-2020,28466.67,28226.44
ABCO MAINTENANCE SYSTEMS,2020-2021,16644.44,15857.76
ABS AMERICAS,2017-2018,2149847.34,2205424.20
ABS AMERICAS,2018-2019,2444530.46,2482546.53
ABS AMERICAS,2019-2020,2451227.81,2430541.96
ABS AMERICAS,2020-2021,2475706.71,2353373.68
ABS AMERICAS,2021-2022,2453271.47,1920534.86
ACADIAN DREDGING,2017-2018,271275.17,277875.85
ACART COMMUNICATIONS,2017-2018,2609265.34,2676486.70
ACART COMMUNICATIONS,2018-2019,3229012.20,3277190.31
ACART COMMUNICATIONS,2019-2020,1719670.51,1705789.71
ACART COMMUNICATIONS,2020-2021,1256356.64,1195820.79
ACART COMMUNICATIONS,2021-2022,174015.96,78234.07
ACCENTURE,2017-2018,21791212.12,22355944.63
ACCENTURE,2018-2019,22039803.14,22381054.27
ACCENTURE,2019-2020,22213042.19,22020917.88
ACCENTURE,2020-2021,51279379.64,48763145.87
ACCENTURE,2021-2022,72496515.80,55923714.79
ACOSYS CONSULTING SERVICES,2017-2018,113324.74,116283.19
ACOSYS CONSULTING SERVICES,2019-2020,448477.63,443865.87
ACOSYS CONSULTING SERVICES,2020-2021,1581476.42,1500349.95
ACOSYS CONSULTING SERVICES,2021-2022,3119811.02,2302721.71
ACT,2021-2022,11899.65,5286.17
ACTION PERSONNEL OF OTTAWA HULL,2017-2018,334950.90,343734.91
ACTION PERSONNEL OF OTTAWA HULL,2018-2019,397778.81,402471.73
ACTION PERSONNEL OF OTTAWA HULL,2019-2020,691444.28,686304.54
