d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
73719 NEWFOUNDLAND LABRADOR,2018-2019,295619.42,298879.90
9168516 CANADA,2021-2022,27511.45,26013.76
ADGA GROUP,2017-2018,5771787.96,5921353.87
ADGA GROUP,2018-2019,5771787.96,5861547.80
ADRM TECHNOLOGY CONSULTING,2017-2018,1857813.10,1903441.93
ADRM TECHNOLOGY CONSULTING,2018-2019,4110748.79,4174677.02
ADRM TECHNOLOGY CONSULTING,2019-2020,3800614.13,3771535.63
ADRM TECHNOLOGY CONSULTING,2020-2021,2638288.92,2506877.36
ADRM TECHNOLOGY CONSULTING,2021-2022,2900753.72,2269157.02
AEG FUELS,2021-2022,112783.42,0.00
AERO SUPPLIES,2017-2018,21883.94,22522.30
AGILENT,2019-2020,106584.23,104004.84
AGILENT,2020-2021,542954.83,516171.63
AGILENT,2021-2022,556336.50,414442.78
AGRITEAM CANADA,2018-2019,661417.05,669965.82
AGRITEAM CANADA,2019-2020,1061643.51,1052244.29
AGRITEAM CANADA,2020-2021,1137457.04,1081346.60
AGRITEAM CANADA,2021-2022,1137457.04,889792.40
ALINEA INTERNATIONAL,2019-2020,49169.72,48543.95
ALINEA INTERNATIONAL,2020-2021,67217.04,63901.24
ALINEA INTERNATIONAL,2021-2022,2855110.56,1721738.07
ALS CANADA,2021-2022,74214.00,68204.26
ALTIS HUMAN RESOURCES,2017-2018,511402.30,524515.50
ALTIS HUMAN RESOURCES,2018-2019,725665.33,737095.04
ALTIS HUMAN RESOURCES,2019-2020,704156.54,698214.18
ALTIS HUMAN RESOURCES,2020-2021,702232.62,667591.68
ALTIS HUMAN RESOURCES,2021-2022,702232.62,549331.73
AMAZON,2020-2021,146789.12,138500.18
AMAZON,2021-2022,1425.14,1347.55
AMEX BANK OF CANADA,2017-2018,3097732.88,3178005.27
AMEX BANK OF CANADA,2018-2019,3097732.88,3145907.21
AMEX BANK OF CANADA,2019-2020,3106219.82,3080006.51
AMEX BANK OF CANADA,2020-2021,3097732.88,2944922.59
AMEX BANK OF CANADA,2021-2022,3097732.88,2423246.85
ANSYS CANADA,2018-2019,6856.44,6929.11
ANSYS CANADA,2019-2020,27594.67,27221.50
AON REED STENHOUSE,2017-2018,14847.25,15239.13
AON REED STENHOUSE,2019-2020,254493.32,251558.92
AON REED STENHOUSE,2020-2021,66465.61,62742.20
ATCO,2019-2020,15787.80,15405.73
ATCO,2021-2022,11277.00,10161.00
AVI SPL CANADA,2018-2019,37998.22,38706.08
BELL CANADA,2017-2018,535638.36,549518.51
BELL CANADA,2018-2019,474138.70,481863.58
BELL CANADA,2021-2022,236573.88,0.00
BOMBARDIER,2020-2021,48917.55,46962.51
BRONSWERK MARINE,2021-2022,0.00,0.00
BRS INNOVATIONS,2019-2020,543562.27,532678.46
BRS INNOVATIONS,2020-2021,1469631.34,1397134.84
BRS INNOVATIONS,2021-2022,1469631.34,1149640.61
CACHE COMPUTER CONSULTING,2018-2019,14616.55,14760.36
CAMPBELL SCIENTIFIC CANADA,2017-2018,18737.10,19181.94
CAMPBELL SCIENTIFIC CANADA,2020-2021,10912.80,10275.69
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,2020-2021,1441262.41,1368817.14
CANADIAN BUREAU FOR INTERNATIONAL EDUCATION,2021-2022,2768740.94,2165888.09
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,63000.00,59857.93
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,111300.00,86911.31
CANSEL SURVEY EQUIPMENT,2019-2020,64268.44,62713.11
