d_vendor_name,d_fiscal_year,total
ADVANCED BUSINESS INTERIORS,2017-2018,37140
ADVANCED BUSINESS INTERIORS,2019-2020,14574.26
AMAZON,2019-2020,27235.09032786885
AMAZON,2020-2021,707860.6370522681
APPLIED ELECTONICS,2017-2018,777045.6293570643
APPLIED ELECTONICS,2018-2019,375504.9261121862
APPLIED ELECTONICS,2019-2020,817052.8162147936
APPLIED ELECTONICS,2020-2021,1700121.775218706
BELL CANADA,2017-2018,76015.73780397348
BELL CANADA,2018-2019,235451.30607361303
BELL CANADA,2019-2020,564726.2419392423
BELL CANADA,2020-2021,88085.51292933094
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2017-2018,10208.52
CDW CANADA,2017-2018,84753.73999999999
CDW CANADA,2019-2020,11354.93
CDW CANADA,2020-2021,20339.420000000002
CISION CANADA,2018-2019,883.3072282608696
CISION CANADA,2019-2020,80822.61138586956
CISION CANADA,2020-2021,177940.50894662045
COSSETTE COMMUNICATIONS,2017-2018,55025
DELL COMPUTER,2017-2018,321.7935766423357
DELL COMPUTER,2018-2019,21381.495148132246
DELL COMPUTER,2019-2020,117095.19524415857
DELL COMPUTER,2020-2021,193239.7397287126
DELOITTE AND TOUCHE,2019-2020,5481.873484848485
DELOITTE AND TOUCHE,2020-2021,66696.1273989899
ECLIPSYS SOLUTIONS,2017-2018,30471.877260273974
ECLIPSYS SOLUTIONS,2018-2019,6114.422739726027
ENTRUST,2018-2019,3521.8891481481483
ENTRUST,2019-2020,7450.933111111111
ENTRUST,2020-2021,20.35774074074074
FREEBALANCE,2017-2018,10950
FREEBALANCE,2018-2019,12589.770000000002
IBM CANADA,2017-2018,33468.97
IBM CANADA,2018-2019,73015.595
IBM CANADA,2019-2020,53480.639814814815
IBM CANADA,2020-2021,52223.47111738857
IRON MOUNTAIN,2017-2018,28220.500000000004
IRON MOUNTAIN,2019-2020,34500
IRON MOUNTAIN,2020-2021,37366.880000000005
MICROSOFT CANADA,2018-2019,134486.8
MICROSOFT CANADA,2019-2020,7859.145933147632
MICROSOFT CANADA,2020-2021,146737.9282794854
MISHKUMI TECHNOLOGIES,2018-2019,11904.195
MISHKUMI TECHNOLOGIES,2019-2020,3968.065
ONX ENTERPRISE SOLUTIONS,2019-2020,17181.87
ORACLE CANADA,2017-2018,57262.04432876712
ORACLE CANADA,2018-2019,71726.0695818474
ORACLE CANADA,2019-2020,170544.31304176644
ORACLE CANADA,2020-2021,58170.44174891775
PALADIN TECHNOLOGIES,2019-2020,34172.52
PITNEY BOWES,2018-2019,1645.1136683613609
PITNEY BOWES,2019-2020,1649.6208290965974
PITNEY BOWES,2020-2021,1645.1136683613609
RANDSTAD,2017-2018,28246.899999999998
RANDSTAD,2018-2019,13423.624186046512
RANDSTAD,2019-2020,4439.905813953489
ROHDE SCHWARZ CANADA,2017-2018,273097.1706849315
ROHDE SCHWARZ CANADA,2018-2019,336607.36941176467
ROHDE SCHWARZ CANADA,2019-2020,22859.730588235292
ROHDE SCHWARZ CANADA,2020-2021,120171.66181818182
SHARP ELECTRONICS,2017-2018,67013.72
SHI CANADA,2019-2020,70331.98597260274
SHI CANADA,2020-2021,29555.85402739726
SOFTCHOICE,2017-2018,962468.7224786021
SOFTCHOICE,2018-2019,713490.8623326268
SOFTCHOICE,2019-2020,721750.8351025843
SOFTCHOICE,2020-2021,614844.0700354553
SOFTSIM TECHNOLOGIES,2017-2018,52878.688524590165
SOFTSIM TECHNOLOGIES,2018-2019,47921.311475409835
SOLOTECH,2017-2018,14365.720000000001
SOLOTECH,2018-2019,24558.67
SOLOTECH,2019-2020,140340.5
STONEWORKS TECHNOLOGIES,2018-2019,29767.449069003284
STONEWORKS TECHNOLOGIES,2019-2020,29849.003723986854
STONEWORKS TECHNOLOGIES,2020-2021,104772.7290690033
TEKNION,2019-2020,796155.34
TELUS CANADA,2019-2020,48910.27
XEROX,2019-2020,7433.454664351852
XEROX,2020-2021,10200.04117476852
