d_vendor_name,overall_total
BELL CANADA,1166642049.46
TELUS CANADA,544783871.69
MOTOROLA SOLUTIONS CANADA,333950612.38
ROGERS,262354712.17
MONERIS,236474955.46
IBM CANADA,182988220.60
INMARSAT SOLUTIONS,164036596.02
TELESAT,139510588.20
ZAYO CANADA,119275527.65
COMPUCOM CANADA,62255365.19
METOCEAN TELEMATICS,45083401.12
MTS ALLSTREAM,39789466.31
BLACKBERRY,38447963.13
ITEX,37798868.72
CBCI TELECOM,35590099.69
CLICK NETWORKS,34438770.75
SASKTEL,29424076.70
ERNST YOUNG,28111313.87
AVI SPL,27782592.90
NORTHWESTEL,25907216.20
NORTAC DEFENCE,25751405.86
TERAMACH TECHNOLOGIES,24077722.21
INSA,22573968.83
COMPUGEN,21645662.28
APPLIED ELECTONICS,19975886.41
NORTHERN MICRO,18769869.81
COMBAT NETWORKS,17537810.81
CDW CANADA,17182594.76
COSSETTE COMMUNICATIONS,15769771.50
COLT CANADA,15343040.68
DECISIVE GROUP,15014288.23
GENERAL DYNAMICS,13698971.98
BRAGG COMMUNICATIONS,13456348.13
HONEYWELL,13248758.40
IPSS,12978439.92
L3HARRIS,12794935.68
M D CHARLTON,12302094.31
EMPOWERED NETWORKS,11899323.43
TRANSPOLAR TECHNOLOGY,11411513.52
ADVANCED CHIPPEWA TECHNOLOGIES,11223372.78
PRAGMATIC CONFERENCING,11196167.06
CHARTER TELECOM,11101624.90
SOLOTECH,10703603.17
RAMPART INTERNATIONAL,9799016.81
GENESIS INTEGRATION,9491338.31
TRACK24 CANADA,8217373.97
INTERACTIVE AUDIO VISUAL,7475099.17
WINTERSTEIGER,7441907.17
THALES,7082339.42
TESTFORCE SYSTEMS,6737552.52
KYNDRYL CANADA,6210513.93
ECLIPSYS SOLUTIONS,6182479.36
NISHA TECHONOLOGIES,6094885.51
BANFIELD SEGUIN,5994249.97
GARTNER,5856924.57
HEWLETT PACKARD,5663961.85
VOYAGEUR AVIATION,5611000.47
DELCO AUTOMATION,5392082.41
DYNABOOK CANADA,5363720.15
CALIAN,5360214.14
CONNEX TELECOMMUNICATIONS,4998733.21
3D DATACOMM,4995211.73
ST AIRBORNE SYSTEMS,4906766.93
COLOGIX,4853258.99
SOFTCHOICE,4814292.87
SMITHS DETECTION,4581226.84
CARTEL COMMUNICATION SYSTEMS,4571867.46
THE IT BROKER,4405142.84
EXTRON ELECTRONICS RGB SYSTEMS,4365998.46
ACCESS 2 NETWORKS,4178214.11
NUCTECH COMPANY,4000000.00
PALADIN GROUP,3982308.62
RHEINMETALL,3792479.19
QUADBRIDGE,3662512.88
WYSSEN AVALANCHE CONTROL,3545401.26
CONVERGINT TECHNOLOGIES,3520660.00
ONX ENTERPRISE SOLUTIONS,3437470.56
NETAGEN COMMUNICATION,3227718.89
MISHKUMI TECHNOLOGIES,3225589.96
DALIAN ENTERPRISES,3107658.06
AXON,3095762.53
GALAXY BROADBAND COMMUNICATIONS,3013608.82
SOLOTECH QUEBEC,2995262.38
VECTOR AEROSPACE,2970129.02
HITRAC,2938036.20
DNR CONSULTING GROUP,2930629.92
SEACOAST MARINE ELECTRONICS,2927520.71
THE AIM GROUP,2875242.19
UNIFORM WORKS,2847181.91
EXCEL HUMAN RESOURCES,2841146.17
AIRBUS,2814376.22
