d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
10647802 CANADA,2020-2021,7233.71,6892.95
10647802 CANADA,2021-2022,9636.15,8946.64
3D DATACOMM,2017-2018,330198.80,338110.72
3D DATACOMM,2018-2019,506059.18,511733.62
3D DATACOMM,2019-2020,2106980.16,2092063.62
3D DATACOMM,2020-2021,817445.37,780892.12
3D DATACOMM,2021-2022,776116.78,708193.42
9168516 CANADA,2021-2022,131141.31,124002.13
ACCESS 2 NETWORKS,2017-2018,440404.63,451823.36
ACCESS 2 NETWORKS,2018-2019,276849.34,280400.74
ACCESS 2 NETWORKS,2019-2020,80505.70,78737.17
ACCESS 2 NETWORKS,2020-2021,830238.48,789165.72
ACCESS 2 NETWORKS,2021-2022,817277.49,758797.20
ACME FUTURE SECURITY CONTROLS,2017-2018,113472.98,116360.10
ACME FUTURE SECURITY CONTROLS,2018-2019,134522.87,136420.84
ACME FUTURE SECURITY CONTROLS,2019-2020,76212.63,74740.37
ACME FUTURE SECURITY CONTROLS,2020-2021,23005.32,21902.23
ACT,2019-2020,24374.10,23784.23
ADGA GROUP,2017-2018,45872.20,47060.90
ADVANCED BUSINESS INTERIORS,2020-2021,21597.18,20435.29
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,4972139.28,5099853.84
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,3949593.08,4017730.71
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,652784.95,653584.33
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,738272.99,697612.84
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,472297.45,440029.42
AGILENT,2021-2022,117483.00,106110.65
AIR LIQUIDE CANADA,2021-2022,44946.16,40646.99
AIRBUS,2017-2018,35197.00,36124.92
AIRBUS,2019-2020,191878.59,187235.03
AIRBUS,2020-2021,1094307.57,1040325.68
AIRBUS,2021-2022,365768.56,345199.06
ALTIS HUMAN RESOURCES,2017-2018,43375.05,44499.04
ALTIS HUMAN RESOURCES,2018-2019,8080.83,8256.34
ALTIS HUMAN RESOURCES,2020-2021,89722.00,84859.85
ALTIS HUMAN RESOURCES,2021-2022,28645.50,27086.07
ANIXTER,2017-2018,364445.51,373217.37
ANIXTER,2018-2019,102292.77,104364.06
ANIXTER,2019-2020,114485.93,112634.16
ANIXTER,2020-2021,444947.82,423405.35
ANIXTER,2021-2022,29773.50,27640.09
ANSYS CANADA,2021-2022,7773.01,7066.32
APPLIED ELECTONICS,2017-2018,2791833.96,2859619.70
APPLIED ELECTONICS,2018-2019,2150266.22,2175879.83
