d_vendor_name,overall_total
ALTIS HUMAN RESOURCES,3932790.55
LANNICK CONTRACT SOLUTIONS,1690128.56
EXCEL HUMAN RESOURCES,1666237.03
THE AIM GROUP,1434373.45
MICROSOFT CANADA,740310.40
DYNAMIC PERSONNEL CONSULTANTS,385108.08
ZYCOM,333084.41
CDW CANADA,318276.13
GARTNER,299606.11
FMC PROFESSIONALS,270513.55
PORTAGE PERSONNEL,253527.64
MAKWA RESOURCING,240067.80
SAMSON ASSOCIES,205115.40
NORTHERN MICRO,152385.93
CORADIX TECHNOLOGY CONSULTING,149507.34
TEKNION,146515.37
NISHA TECHONOLOGIES,136249.25
IDS SYSTEMS CONSULTANTS,117188.27
SOFTCHOICE,84673.16
THINKPOINT,69094.23
RAYMOND CHABOT GRANT THORNTON,68783.79
CANON,61587.18
SOLUTIONS MOERAE,58206.09
TOYOTA,55243.41
ADVANCED BUSINESS INTERIORS,43049.86
KNOWLEDGE CIRCLE LEARNING SERVICES,41918.45
TURTLE ISLAND STAFFING,41749.72
BRECKENHILL,39652.01
DONNA CONA,38988.31
IPSS,37783.63
ITEX,35510.03
INFO TECH RESEARCH GROUP,26464.60
LEXISNEXIS CANADA,26070.81
SIERRA SYSTEMS GROUP,24459.78
VMWARE,21890.87
CSI CONSULTING,18671.94
LES TRADUCTIONS TESSIER,16231.32
QUANTUM MANAGEMENT SERVICES,14437.45
CARAHSOFT TECHNOLOGY,13222.99
