d_vendor_name,overall_total
ALTIS HUMAN RESOURCES,2968444.267980198
EXCEL HUMAN RESOURCES,1472053.1214814815
LANNICK CONTRACT SOLUTIONS,1000945.2561396958
THE AIM GROUP,570814.2533351588
DYNAMIC PERSONNEL CONSULTANTS,385108.08
MICROSOFT CANADA,325148.38651528506
FMC PROFESSIONALS,270513.55
PORTAGE PERSONNEL,253527.63999999998
ZYCOM,241364.01415115004
MAKWA RESOURCING,240067.8
CDW CANADA,173752.2318978102
GARTNER,147760.12123287673
TEKNION,146515.37
NISHA TECHONOLOGIES,136249.25
CORADIX TECHNOLOGY CONSULTING,120736
IDS SYSTEMS CONSULTANTS,117188.27
RAYMOND CHABOT GRANT THORNTON,68783.79
SOFTCHOICE,67739.41619178082
MOERAE SOLUTIONS,58206.09
TOYOTA CANADA,55243.41
ADVANCED BUSINESS INTERIORS,43049.86
TURTLE ISLAND STAFFING,41749.719999999994
DONNA CONA,38988.310000000005
IPSS,37783.63
ITEX,35510.03
INFO TECH RESEARCH GROUP,26464.6
CANON,25533.738620689655
SIERRA SYSTEMS GROUP,24459.780000000002
VMWARE,21890.87445429741
LES TRADUCTIONS TESSIER,16231.32
CARAHSOFT TECHNOLOGY,13222.99
LEXISNEXIS CANADA,1734.688904109589
