d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADVANCED BUSINESS INTERIORS,2017-2018,43049.86,43789.34
ALTIS HUMAN RESOURCES,2017-2018,205822.54,209685.68
ALTIS HUMAN RESOURCES,2018-2019,926348.15,938586.36
ALTIS HUMAN RESOURCES,2019-2020,1677657.50,1672814.51
ALTIS HUMAN RESOURCES,2020-2021,158616.08,151572.27
ALTIS HUMAN RESOURCES,2021-2022,762415.06,584846.25
CANON,2019-2020,7507.02,7487.28
CANON,2020-2021,18026.72,17647.94
CANON,2021-2022,18026.72,13693.83
CARAHSOFT TECHNOLOGY,2017-2018,1883.82,1916.18
CARAHSOFT TECHNOLOGY,2018-2019,11339.17,11489.68
CDW CANADA,2018-2019,88089.40,89282.59
CDW CANADA,2019-2020,45326.92,45260.19
CDW CANADA,2020-2021,40335.91,39529.66
CDW CANADA,2021-2022,16388.09,7219.00
CORADIX TECHNOLOGY CONSULTING,2017-2018,19998.76,20356.84
CORADIX TECHNOLOGY CONSULTING,2018-2019,14103.21,14281.78
CORADIX TECHNOLOGY CONSULTING,2019-2020,43376.27,43287.42
CORADIX TECHNOLOGY CONSULTING,2020-2021,43257.76,42348.81
CORADIX TECHNOLOGY CONSULTING,2021-2022,28771.34,21036.32
DONNA CONA,2017-2018,38988.31,39658.03
DYNAMIC PERSONNEL CONSULTANTS,2017-2018,111890.61,113947.10
DYNAMIC PERSONNEL CONSULTANTS,2018-2019,273217.47,276676.90
EXCEL HUMAN RESOURCES,2017-2018,317146.01,323501.73
EXCEL HUMAN RESOURCES,2018-2019,721836.77,731512.39
EXCEL HUMAN RESOURCES,2019-2020,427968.66,426880.72
EXCEL HUMAN RESOURCES,2020-2021,5101.68,4822.17
EXCEL HUMAN RESOURCES,2021-2022,72786.86,50561.62
FMC PROFESSIONALS,2018-2019,106760.54,108216.34
FMC PROFESSIONALS,2019-2020,163753.01,163541.07
GARTNER,2018-2019,15639.51,15790.86
GARTNER,2019-2020,64313.35,64184.06
GARTNER,2020-2021,67807.26,66331.08
GARTNER,2021-2022,82880.53,68790.43
IDS SYSTEMS CONSULTANTS,2018-2019,15403.90,15606.86
IDS SYSTEMS CONSULTANTS,2019-2020,57161.96,56963.56
IDS SYSTEMS CONSULTANTS,2020-2021,44622.41,43684.79
INFO TECH RESEARCH GROUP,2018-2019,17787.68,18036.97
INFO TECH RESEARCH GROUP,2019-2020,8676.92,8672.96
IPSS,2018-2019,24999.27,25547.30
IPSS,2019-2020,4045.99,4032.92
IPSS,2020-2021,8738.37,8554.76
ITEX,2017-2018,16394.53,16676.15
ITEX,2018-2019,19115.50,19318.29
LANNICK CONTRACT SOLUTIONS,2018-2019,399492.13,404773.11
LANNICK CONTRACT SOLUTIONS,2019-2020,234665.12,234152.05
LANNICK CONTRACT SOLUTIONS,2020-2021,366788.00,356825.12
LANNICK CONTRACT SOLUTIONS,2021-2022,689183.30,531352.10
LES TRADUCTIONS TESSIER,2018-2019,16231.32,16483.15
LEXISNEXIS CANADA,2020-2021,1734.69,1639.65
LEXISNEXIS CANADA,2021-2022,11116.76,8152.12
MAKWA RESOURCING,2017-2018,142473.47,145328.69
MAKWA RESOURCING,2018-2019,97594.33,98568.70
MICROSOFT CANADA,2018-2019,83734.72,84621.48
MICROSOFT CANADA,2019-2020,120871.96,120624.38
MICROSOFT CANADA,2020-2021,120541.71,118008.85
MICROSOFT CANADA,2021-2022,200669.86,147022.90
MOERAE SOLUTIONS,2018-2019,4545.06,4589.04
MOERAE SOLUTIONS,2019-2020,53661.03,53551.12
NISHA TECHONOLOGIES,2017-2018,10542.06,10723.14
NISHA TECHONOLOGIES,2019-2020,125707.19,125333.66
PORTAGE PERSONNEL,2018-2019,253527.64,257261.02
RAYMOND CHABOT GRANT THORNTON,2018-2019,68783.79,69654.68
SAMSON AND ASSOCIATES,2017-2018,3767.83,3832.55
SAMSON AND ASSOCIATES,2018-2019,44017.06,44462.50
SAMSON AND ASSOCIATES,2019-2020,18498.20,18489.76
SAMSON AND ASSOCIATES,2021-2022,49582.97,37665.23
SIERRA SYSTEMS GROUP,2017-2018,8754.03,8904.40
SIERRA SYSTEMS GROUP,2018-2019,15705.75,15872.37
SOFTCHOICE,2017-2018,541.75,551.05
SOFTCHOICE,2018-2019,17172.43,17392.13
SOFTCHOICE,2019-2020,27801.72,27734.96
SOFTCHOICE,2020-2021,22223.52,21773.18
SOFTCHOICE,2021-2022,6951.32,3820.43
TEKNION,2017-2018,85088.88,86550.48
TEKNION,2018-2019,40365.22,40824.95
TEKNION,2019-2020,21061.27,21081.20
THE AIM GROUP,2017-2018,114642.78,116940.27
THE AIM GROUP,2018-2019,78530.31,79314.35
THE AIM GROUP,2020-2021,388902.54,380730.82
THE AIM GROUP,2021-2022,388902.54,295426.09
TOYOTA,2018-2019,55243.41,55778.02
TURTLE ISLAND STAFFING,2018-2019,10243.75,10373.44
TURTLE ISLAND STAFFING,2019-2020,31505.97,31441.44
VMWARE,2017-2018,7283.65,7478.90
VMWARE,2018-2019,7283.65,7376.61
VMWARE,2019-2020,7303.61,7288.65
VMWARE,2020-2021,19.96,20.13
ZYCOM,2017-2018,105427.01,107237.97
ZYCOM,2018-2019,6641.46,6705.73
ZYCOM,2019-2020,49607.63,49506.02
ZYCOM,2020-2021,79687.91,77777.06
ZYCOM,2021-2022,45860.20,34837.26
