d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ALTIS HUMAN RESOURCES,2018-2019,14338.70,14512.72
ALTIS HUMAN RESOURCES,2019-2020,38306.30,38000.73
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,1040.00,1069.70
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,33620.63,34245.89
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,35078.09,34798.27
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,28678.20,27374.16
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,31459.37,29066.26
CANADIAN CORPS OF COMMISSIONAIRES,2022-2023,34796.18,31201.89
DECISIVE GROUP,2017-2018,18876.24,19459.72
DECISIVE GROUP,2018-2019,18876.24,19237.97
DECISIVE GROUP,2019-2020,10836.42,10749.98
DECISIVE GROUP,2021-2022,3958.61,3622.12
DECISIVE GROUP,2022-2023,8810.32,7883.51
EXCEL HUMAN RESOURCES,2019-2020,2036.74,1998.53
EXCEL HUMAN RESOURCES,2020-2021,27659.33,26116.83
EXCEL HUMAN RESOURCES,2021-2022,16675.73,15698.81
EXCEL HUMAN RESOURCES,2022-2023,64404.07,57684.54
IPSS,2022-2023,28250.00,25029.17
KNOWLEDGE CIRCLE,2020-2021,7696.84,7334.40
KNOWLEDGE CIRCLE,2021-2022,8287.16,7704.78
KNOWLEDGE CIRCLE LEARNING SERVICES,2017-2018,10896.00,11232.81
MAXSYS STAFFING AND CONSULTING,2018-2019,3700.11,3734.67
MAXSYS STAFFING AND CONSULTING,2019-2020,20614.89,20658.46
MISHKUMI TECHNOLOGIES,2018-2019,15804.00,15951.64
NISHA TECHONOLOGIES,2019-2020,13559.73,13273.11
NISHA TECHONOLOGIES,2020-2021,12150.89,11571.54
PURELOGIC,2022-2023,24940.49,22070.97
PURESPIRIT SOLUTIONS,2019-2020,15291.71,15029.67
SAMSON ASSOCIES,2018-2019,24950.40,25239.21
SAMSON ASSOCIES,2019-2020,24860.00,24589.08
SAMSON ASSOCIES,2021-2022,28887.60,26629.79
SAMSON ASSOCIES,2022-2023,43933.22,39311.63
SOFTCHOICE,2019-2020,33900.00,33292.00
SOFTCHOICE,2020-2021,64456.61,61499.59
SOLOTECH,2022-2023,26557.06,23556.93
TAG HR,2019-2020,12611.00,12598.21
TURTLE ISLAND STAFFING,2020-2021,3592.92,3430.13
TURTLE ISLAND STAFFING,2021-2022,4893.35,4549.47
TURTLE ISLAND STAFFING,2022-2023,4893.35,4378.59
XEROX,2017-2018,5886.38,6068.33
XEROX,2018-2019,5886.38,5999.18
XEROX,2019-2020,5902.51,5855.42
XEROX,2020-2021,5886.38,5605.72
XEROX,2021-2022,2806.11,2646.88
