d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,6506.64,6618.41
1_facilities_and_construction,2018-2019,702950.56,717635.44
1_facilities_and_construction,2019-2020,1035444.88,1034763.83
1_facilities_and_construction,2020-2021,20849.18,21031.56
10_office_management,2017-2018,2347167.39,2406298.55
10_office_management,2018-2019,4524114.34,4582492.22
10_office_management,2019-2020,9347637.64,9326446.19
10_office_management,2020-2021,11826171.07,11415005.83
10_office_management,2021-2022,4518615.99,3545926.27
2_professional_services,2017-2018,22213291.18,22749150.53
2_professional_services,2018-2019,41810234.97,42348109.20
2_professional_services,2019-2020,58178387.08,58060081.35
2_professional_services,2020-2021,40907677.74,40031820.75
2_professional_services,2021-2022,24092443.46,20761790.47
3_information_technology,2017-2018,29234946.16,29976752.90
3_information_technology,2018-2019,51526557.05,52189465.28
3_information_technology,2019-2020,58542581.20,58434505.22
3_information_technology,2020-2021,56047801.57,54852070.04
3_information_technology,2021-2022,46647832.23,36735392.96
4_medical,2020-2021,56936.65,55326.65
4_medical,2021-2022,3830699.54,2909954.21
5_transportation_and_logistics,2017-2018,116020.76,119130.76
5_transportation_and_logistics,2018-2019,244647.77,247575.23
5_transportation_and_logistics,2019-2020,2184370.76,2180151.36
5_transportation_and_logistics,2020-2021,417621.75,405367.53
5_transportation_and_logistics,2021-2022,1435788.14,1116796.42
6_industrial_products_and_services,2017-2018,198511.35,202608.00
6_industrial_products_and_services,2018-2019,1188800.48,1204233.65
6_industrial_products_and_services,2019-2020,1293842.11,1291564.50
6_industrial_products_and_services,2020-2021,1428905.81,1398980.07
6_industrial_products_and_services,2021-2022,666289.39,570668.86
7_travel,2017-2018,165722.34,170207.69
8_security_and_protection,2017-2018,116608.49,119421.04
8_security_and_protection,2018-2019,168423.99,170635.74
8_security_and_protection,2019-2020,526459.96,525400.26
8_security_and_protection,2020-2021,106590.01,103776.19
8_security_and_protection,2021-2022,90249.50,68082.50
9_human_capital,2017-2018,1457495.54,1493592.67
9_human_capital,2018-2019,1693190.11,1714729.01
9_human_capital,2019-2020,1334878.59,1332834.04
9_human_capital,2020-2021,1057562.68,1030962.43
9_human_capital,2021-2022,408236.76,353176.74
