d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,150611.00,154492.70
10_office_management,2018-2019,179824.21,182556.43
10_office_management,2019-2020,188143.57,186622.15
10_office_management,2020-2021,147765.15,140444.36
10_office_management,2021-2022,200975.80,151479.24
2_professional_services,2017-2018,10735.00,10998.02
2_professional_services,2021-2022,42146.19,29808.05
4_medical,2017-2018,262490.14,269228.06
4_medical,2018-2019,225549.35,229144.59
4_medical,2019-2020,543276.38,533520.56
4_medical,2020-2021,21220628.43,20146070.83
4_medical,2021-2022,16461783.47,10554801.47
