d_vendor_name,overall_total
DELOITTE AND TOUCHE,186570383.3451047
IBM CANADA,79611608.35809445
CORBEL MANAGEMENT,74397567.34125619
PERCEPTICS,67712136.53423882
MGIS,66010638.8039829
COFOMO,64847305.42109018
THE GARDA SECURITY GROUP,56147257.2
VERITAAQ TECHNOLOGY HOUSE,49362925.96953922
CANADIAN CORPS OF COMMISSIONAIRES,43230299.40715697
GARDA CANADA SECURITY,42906134.732946
G4S SECURITY SERVICES,31027769.058507018
SI SYSTEMS,29761116.375394322
LOGISTIK UNICORP,29541106.43179166
SMITHS DETECTION MONTREAL,29018690.284175016
IBI GROUP ARCHITECTS CANADA,27764040.18250404
MOTOROLA SOLUTIONS CANADA,27516288.01670459
TPG TECHNOLOGY CONSULTANTS,27421119.86418641
DONNA CONA,26950043.885434076
CANADIAN RED CROSS,25629027.692427006
RANDSTAD,20362265.825780746
CALIAN,20338266.51963681
CGI,18051369.72449378
2536 4589 QUEBEC,15667201.885566875
NISHA TECHONOLOGIES,15455144.354799965
SECURIGUARD SERVICES,14212873.22
GCSTRATEGIES,12884951.501744973
WILLIAM J BARKER CLINICAL,12769145.73
TEKSYSTEMS CANADA,12743284.154984603
ALTIS HUMAN RESOURCES,12722686.831912713
GARTNER,12433784.288850795
IBISKA TELECOM,10546350.176876288
ADVANCED CHIPPEWA TECHNOLOGIES,9548214.356217677
THE JOHN HOWARD SOCIETY OF CANADA,9479768.273891626
QMR,9286384.35095661
MINDWIRE SYSTEMS,9090031.171990044
RAPISCAN SYSTEMS,8586542.746047487
MODIS CANADA,8491694.357694346
RADIATION SOLUTIONS,7518986.53169808
TORONTO BAIL PROGRAM,7305862.207492057
ECLIPSYS SOLUTIONS,7009354.836836158
GDI SERVICES QUEBEC S E C,6994514.47520659
BELL CANADA,6888336.660386171
NORTHERN MICRO,6814352.831232189
PROFESSIONAL COMPUTER CONSULTANTS GROUPS,6373157.634919287
NUCTECH COMPANY,6337584.322352728
SAP,6315054.114401308
FORD MOTOR COMPANY,6245354.63
GENERAL MOTORS,6241372.16
CACHE COMPUTER CONSULTING,6220532.331626406
BDO CANADA,6158258.45762706
D4IS SOLUTIONS,6008327.8512919
SYFT TECHNOLOGIES,5961880.82548304
ALIVAKTUK CONSULTING,5876162.47065628
PROFESSIONAL COMPUTER CONSULTANTS GROUP,5735719.394798816
PRICEWATERHOUSE COOPERS,5607823.475630789
DALIAN ENTERPRISES,5506307.2761259405
NORDIKO QUARANTINE SYSTEMS,5411757.7
9053 9776 QUEBEC,5218525
THE JOHN HOWARD SOCIETY OF CA,4759317.658576162
SAMSON ASSOCIATES,4630798.989732666
DYNABOOK CANADA,4416504.84849315
MICROSOFT CANADA,4343806.507429076
SMITHS DETECTION,4168120.0161618055
MORPHO CANADA,4152336.019470509
CANADIAN MARITIME ENGINEERING,4151070.389999999
PATTISON SIGNS,4107220.7274547196
TALIGENT CONSULTING,3970305.2060411824
HOMEWOOD HEALTH,3947905.4148087204
THINK ON,3742623.2991961027
HUDSON PRODUCTIONS,3701359.055997285
GLENTEL WIRELESS CENTRE,3642865.3701061737
LLOYD LIBKE LAW ENFORCEMENT SALES,3608655
"NAV CANADA",3436308.122441745
BIR CONSULTING,3395258.697804449
LES AUTOBUS E MENARD ET FILS,3390648.03
CDW CANADA,3364791.259600883
RAYMOND CHABOT GRANT THORNTON CONSULTING,3334155.608362234
ERNST YOUNG,3287384.1794654964
ADGA GROUP,3211776.539355436
PACIFIC SAFETY PRODUCTS,3177975.7413778407
MCKINSEY COMPANY,3128700
INTEGRA NETWORKS,3084770.92
MDOS CONSULTING,3036255.214285766
LES CONSULTANTS OLYMPE,2994119.6536013987
OLIN,2971684.17
WATERSHED INFORMATION TECHNOLOGY,2951884.4721669382
NEPTUNE SECURITY SERVICES,2796169.74
VMWARE,2697891.0093103447
NEWFOUND RECRUITING,2692931.8422782035
SYSTEMATIX SOLUTIONS,2587679.556207226
TRM TECHNOLOGIES,2557328.8960072314
AMAZON WEB SERVICES CANADA,2518490.6414784393
DELCO AUTOMATION,2497531.2014265945
PRECISIONIT,2485191.0674989396
PRECISIONERP,2440867.1198630133
ORACLE CANADA,2383625.692857552
"NAVPOINT CONSULTING GROUP",2368243.1877405406
RICOH,2322243.754548267
AMAZON WEB SERVICES,2319221.7721518986
EXCEL PRIX GROSSISTE EN ALIMENTATION,2269666.61
