d_vendor_name,overall_total
GARDA SECURITY GROUP,58680075.73
CORBEL MANAGEMENT,56751591.92
G4S SECURITY SERVICES,40307575.18
GC STRATEGIES,35240150.58
SMITHS DETECTION,33438170.10
PERCEPTICS,21991903.96
SECURIGUARD SERVICES,21380928.29
CGI,17274312.09
GARTNER,15264107.34
PROCOM CONSULTANTS,12523322.08
DALIAN ENTERPRISES,11981465.55
CANADIAN RED CROSS,10761867.80
IBI GROUP ARCHITECTS CANADA,10634353.86
CACHE COMPUTER CONSULTING,9949063.78
L AGENCE,9476306.41
GENERAL MOTORS,8350014.89
JOHN HOWARD SOCIETY,7774994.15
2536 4589 QUEBEC,7703495.40
TORONTO BAIL PROGRAM,7541579.20
D4IS SOLUTIONS,6672952.23
NUCTECH COMPANY,6661066.96
ECLIPSYS SOLUTIONS,6542356.19
DYNABOOK CANADA,6439331.78
RAPISCAN SYSTEMS,6302803.10
THINK ON,6286740.02
SAP,6233381.90
WILLIAM J BARKER CLINICAL,5629085.48
RADIATION SOLUTIONS,5220479.43
PRECISIONIT,4734987.84
PATTISON SIGN GROUP,4173798.85
TALIGENT CONSULTING,4171419.62
DELCO AUTOMATION,3973747.08
BRS INNOVATIONS,3945247.66
LLOYD LIBKE LAW ENFORCEMENT SALES,3608655.00
"NAV CANADA",3506545.57
GDI SERVICES,3409562.62
WORLDREACH SOFTWARE,3378325.02
MORPHO CANADA,3184807.95
MCKINSEY AND COMPANY,3128700.00
ORACLE CANADA,3124274.19
INTEGRA NETWORKS,3084770.92
OLIN,2971684.17
PALADIN GROUP,2882916.28
NEPTUNE SECURITY SERVICES,2796169.74
"NAVPOINT CONSULTING GROUP",2695555.59
SYSTEMATIX SOLUTIONS,2507877.30
ACCENTURE,2434379.63
SYSTEMSCOPE,2392102.43
JIM PATTISON INDUSTRIES,2189418.40
PROSCI CANADA,2152258.12
VMWARE,2073809.47
DWP SOLUTIONS,1860454.26
ACT,1686723.02
49 SOLUTIONS,1637993.57
TITAN BOATS,1560827.07
GREATER TORONTO AIRPORT AUTHORITY,1538907.40
LEO PISCES SERVICES GROUP,1511216.80
SALVATION ARMY,1450582.19
CARAHSOFT TECHNOLOGY,1428302.68
10647802 CANADA,1300153.60
SOFTSIM TECHNOLOGIES,1274185.17
PURESPIRIT SOLUTIONS,1023696.97
SERCO,954941.91
FCA CANADA,917412.67
TES CONTRACT SERVICES,826437.26
ATTACHMATE,822288.17
IT NET CONSULTANTS,812786.40
MAPLESOFT CONSULTING,740315.00
INFO TECH RESEARCH GROUP,736550.13
UNISYS CANADA,653553.93
CLOSEREACH,653392.83
HEWLETT PACKARD,642443.26
CSDC SYSTEMS,630452.85
OPENFRAME TECHNOLOGIES,629474.39
RAMPART INTERNATIONAL,608476.78
LEXISNEXIS CANADA,594418.18
PURELOGIC,551945.79
QUINTET CONSULTING,481241.62
IHS GLOBAL,480360.60
MITSUBISHI MOTOR SALES,452922.46
SUBARU CANADA,424910.80
ACME FUTURE SECURITY CONTROLS,422538.94
ACCESS 2 NETWORKS,405896.00
BRUKER,379175.20
GLOBAL UPHOLSTERY,375052.87
INSA,371340.48
EAGLE PROFESSIONAL RESOURCES,352300.83
CONVERGINT TECHNOLOGIES,338403.23
MOERAE SOLUTIONS,319734.07
FREEBALANCE,317581.98
SUMMIT CANADA DISTRIBUTORS,311793.23
KIA CANADA,282228.24
GLOBAL KNOWLEDGE,268623.32
MERCURY MARINE,239845.90
NISSAN CANADA,239394.75
ADVANCED BUSINESS INTERIORS,231624.78
EKOS RESEARCH ASSOCIATES,207284.94
ADAPT PHARMA CANADA,200837.99
CHARRON HUMAN RESOURCES,196528.62
ITEX,193078.49
UNIVERSITY OF OTTAWA,185094.00
IPSOS,174462.26
ZERNAM ENTERPRISE,158386.25
GLASSHOUSE SYSTEMS,154863.33
WILLS TRANSFER,153364.00
NITAM SOLUTIONS,143970.81
CBCI TELECOM,134593.95
ONX ENTERPRISE SOLUTIONS,122078.24
TELECOM COMPUTER SERVICES,118141.19
ENTRUST,116043.01
PHASELOCK SYSTEMS INTERNATIONAL,102841.73
ACTION PERSONNEL OF OTTAWA HULL,101858.28
PROTAK CONSULTING GROUP,97293.00
THE HALIFAX GROUP,92096.08
4 OFFICE AUTOMATION,91524.07
EMPOWERED NETWORKS,83768.98
YAMAHA MOTORS CANADA,79339.50
BARGREEN ELLINGSON,70892.37
MEGA TECH,69618.94
CHANNEL MANAGEMENT INTERNATIONAL,68089.43
KONICA MINOLTA BUSINESS SOLUTIONS,65998.08
CONCEPT CONTROLS,65568.16
JOHNSON CONTROLS CANADA,64934.50
UNISOURCE,64263.10
R E GILMORE INVESTMENTS,49799.99
SYSTEMS FOR RESEARCH,48878.30
PROQUEST,45999.79
INTEGRATED DISTRIBUTION SYSTEMS,42465.40
POLARIS INDUSTRIES,42022.44
EMCON SERVICES,37279.54
CARSWELL,36297.59
DAVTAIR INDUSTRIES,34090.09
TANKATEK,34069.75
TERVITA,28301.70
HAWORTH,27037.96
DLS TECHNOLOGY,27033.95
RHEA,24973.00
THE MATHWORKS,23892.76
NUA OFFICE,23383.50
NUIX NORTH AMERICA,22867.77
CTOMS,22690.30
THE CALGARY AIRPORT AUTHORITY,22393.08
UNISYNC GROUP,21860.08
CNW GROUP,20268.26
PANASONIC,19917.85
SHI CANADA,17008.54
GLOBAL TOTAL OFFICE,15929.61
LES ENTREPRISES FERVEL,13969.46
TENAQUIP,12773.54
INTERNATIONAL REPORTING,12429.05
SALESFORCE CANADA,11964.22
FAST TRACK STAFFING,11017.50
3D DATACOMM,10717.06
SAS INSTITUTE,10596.01
CITRIX,10465.30
ANIXTER CANADA,10339.50
EVRIPOS JANITORIAL SERVICES,9126.62
AON REED STENHOUSE,5807.17
