d_most_recent_category,total,percentage
3_information_technology,4803694053.300115,0.6854779165493511
2_professional_services,1294584577.92745,0.18473473319246544
1_facilities_and_construction,536791819.6579556,0.07659916182777803
6_industrial_products_and_services,176705201.32588685,0.025215492890328546
9_human_capital,92342364.81803352,0.013177078128283346
NA,62408234.25158003,0.00890553518097341
8_security_and_protection,19617999.295542497,0.0027994508257112253
10_office_management,14808822.879797045,0.0021131905865690737
5_transportation_and_logistics,6259209.34997424,8.931771542608908e-4
7_travel,417549.25999999995,5.958347755409006e-5
4_medical,172953.88128767122,2.4680186724787194e-5
