d_vendor_name,overall_total
MICROSOFT CANADA,3182572379.6495843
IBM CANADA,1768037748.831778
BELL CANADA,1548804370.3818753
TELUS CANADA,382780284.52414584
ROGERS,277682290.3188379
TEKSYSTEMS CANADA,152173787.2618375
2KEYS,144222667.7798088
TERAMACH TECHNOLOGIES,133009946.63562329
INSA,123126011.23386273
COMPUTER ASSOCIATES CANADA,114302521.47606367
IBISKA TELECOM,109417009.65073217
ZAYO CANADA,106335779.85558234
MAPLESOFT CONSULTING,100792873.75451651
INMARSAT SOLUTIONS,91988981.87648994
PRICEWATERHOUSE COOPERS,88977178.57356352
TELESAT,84972610.64455865
TPG TECHNOLOGY CONSULTANTS,84963369.29193515
ITEX,82285405.48306912
NORTHERN MICRO,80738444.05736665
VMWARE,72213558.63468657
TES CONTRACT SERVICES,69429900.31378153
DECISIVE TECHNOLOGIES,63273731.89033856
VERITAAQ TECHNOLOGY HOUSE,61737465.471023075
CLICK NETWORKS,61723828.54248171
HEWLETT PACKARD,59557239.582123175
STONEWORKS TECHNOLOGIES,54565400.92944172
UNISYS CANADA,52602888.93700738
COMPUCOM CANADA,52586185.56837556
BMC SOFTWARE CANADA,50056039.57077513
SI SYSTEMS,49592292.91262263
COMBAT NETWORKS,46140448.104571365
ADGA GROUP,44124730.7914521
ORACLE CANADA,42449042.420432605
DELL COMPUTER,38915382.915981725
IPSS,38903656.7057881
HITACHI DATA SYSTEMS,38854498.877134286
ONX ENTERPRISE SOLUTIONS,38356924.3009478
PROTAK CONSULTING GROUP,37622866.68316762
ECLIPSYS SOLUTIONS,36006319.840935804
MICRO FOCUS CANADA,34771759.95544708
CALIAN,34391698.08191074
ADVANCED CHIPPEWA TECHNOLOGIES,33311811.379742607
CITRIX,32170050.23298923
CARAHSOFT TECHNOLOGY,31450054.82110397
COMPUGEN,30840737.655355573
MODIS CANADA,29444114.355097674
ADRM TECHNOLOGY CONSULTING,28783888.759903945
NORTHWESTEL,28397985.80267185
KPMG,27860171.84887175
MTS ALLSTREAM,26244490.87811764
TELECOM COMPUTER SERVICES,25658419.366249327
CDW CANADA,24704447.43136038
CYTELLIGENCE,22600000
METOCEAN TELEMATICS,22098352.06989041
SASKTEL,22076684.928463027
GARTNER,21204348.98651621
NORTAC DEFENCE,19738673.343333334
EAGLE PROFESSIONAL RESOURCES,19715987.540303826
BLACKBERRY,19350369.631654378
DNR CONSULTING GROUP,18987656.975878485
CBCI TELECOM,18406948.455812797
LANGUAGE RESEARCH DEVELOPMENT GROUP,18340205.373406194
TRANSPOLAR TECHNOLOGY,18011563.826665353
ENTRUST,17989371.95174173
SECUREKEY TECHNOLOGIES,17719742.83552925
CGI,16846634.690290798
COMMVAULT SYSTEMS,16364901.956555994
CONEXSYS,15607198.552712942
CANADIAN CORPS OF COMMISSIONAIRES,14959755.807034884
XEROX,14921491.85987216
EMPOWERED NETWORKS,14712876.816599183
COFOMO,13927665.799181733
OPTIV CANADA FEDERAL,13076148.71843141
THE AIM GROUP,12495054.495480796
GLASSHOUSE SYSTEMS,11583311.385280132
PRAGMATIC CONFERENCING,11171451.99
VERITAS TECHNOLOGIES,10992283.048903653
DONNA CONA,10387331.687895915
KYNDRYL CANADA,10228388.399809284
PURELOGIC,9420011.004707124
COMPUWARE OF CANADA,9348520.00834175
BRAGG COMMUNICATIONS,8952159.76952
MCAFEE INTERNATIONAL,8893799.69019104
MDOS CONSULTING,8761796.40933172
NISHA TECHONOLOGIES,8750025.141262367
529040 ONTARIO AND 880382,8726456.461331034
ACCESS 2 NETWORKS,8371358.3742932575
TRACK24 CANADA,8217373.97001992
SAS INSTITUTE,7798096.132257441
SOFTCHOICE,7742212.726703214
BELL AND HOWELL CANADA,7576048.920417884
BP M GOVERNMENT IM IT CONSULTING,7449740.202045163
B L ASSOCIATES,7413109.604260922
ZYCOM,7076536.510368092
UNISOFT INTERNATIONAL,6334357.671785323
DALIAN ENTERPRISES,6132517.717128769
CELLEBRITE,5942647.437031464
THE KTL GROUP,5912432.635835232
SAP,5891898.213448905
DELOITTE AND TOUCHE,5876541.802773991
