d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,28122.42,28785.32
1_facilities_and_construction,2017-2018,39078.14,40100.44
1_facilities_and_construction,2018-2019,9556.42,9695.25
1_facilities_and_construction,2019-2020,11944.07,11946.81
1_facilities_and_construction,2020-2021,29580.43,27853.47
1_facilities_and_construction,2021-2022,16890.45,15797.74
10_office_management,2017-2018,12430.00,12757.70
10_office_management,2018-2019,145479.31,146961.10
10_office_management,2019-2020,69703.27,68959.07
10_office_management,2020-2021,50136.10,47796.59
10_office_management,2021-2022,11560.50,10931.16
11_defence,2017-2018,7641024.21,7829905.40
11_defence,2018-2019,3931413.63,3980497.45
11_defence,2019-2020,4731224.46,4662399.58
11_defence,2020-2021,10336797.98,9793185.92
11_defence,2021-2022,2439078.42,2251233.24
2_professional_services,2018-2019,52033.53,52560.88
2_professional_services,2019-2020,188557.15,186965.92
2_professional_services,2020-2021,188041.96,178765.91
2_professional_services,2021-2022,41729.86,39458.13
3_information_technology,2017-2018,20703409.47,21216001.63
3_information_technology,2018-2019,24944612.72,25278278.23
3_information_technology,2019-2020,31051389.57,30653272.34
3_information_technology,2020-2021,27267244.46,25859427.91
3_information_technology,2021-2022,35092306.80,32459353.17
4_medical,2019-2020,21322.82,20806.80
5_transportation_and_logistics,2017-2018,11350.08,11626.55
5_transportation_and_logistics,2021-2022,14992.54,13541.26
6_industrial_products_and_services,2017-2018,107295.45,109991.30
6_industrial_products_and_services,2018-2019,90373.45,91774.90
6_industrial_products_and_services,2019-2020,99985.17,99554.42
8_security_and_protection,2017-2018,69675.38,71505.75
9_human_capital,2019-2020,72816.15,71175.04
9_human_capital,2020-2021,241484.05,229865.15
