d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2018-2019,85164.43,86135.84
10_office_management,2019-2020,24981.34,25070.16
11_defence,2021-2022,35618.79,32170.89
2_professional_services,2017-2018,2613182.31,2679815.33
2_professional_services,2018-2019,5240876.33,5318076.48
2_professional_services,2019-2020,4229036.69,4190744.85
2_professional_services,2020-2021,4411959.70,4186800.98
2_professional_services,2021-2022,5593172.91,5187761.08
3_information_technology,2017-2018,215076.94,220632.38
3_information_technology,2018-2019,278118.48,281791.11
3_information_technology,2019-2020,1103780.54,1089741.55
3_information_technology,2020-2021,1666722.18,1583929.87
3_information_technology,2021-2022,937356.06,873482.81
4_medical,2021-2022,13732.47,12483.98
9_human_capital,2018-2019,45967.41,46497.40
9_human_capital,2019-2020,186140.98,182698.06
9_human_capital,2020-2021,57122.21,53993.97
9_human_capital,2021-2022,92787.87,86208.95
