d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,20000.00,20551.14
1_facilities_and_construction,2017-2018,16950.00,17434.41
1_facilities_and_construction,2018-2019,5743852.99,5824434.32
1_facilities_and_construction,2019-2020,9837802.39,9759057.90
1_facilities_and_construction,2020-2021,236356.54,225842.87
1_facilities_and_construction,2021-2022,33958.76,32237.25
10_office_management,2017-2018,20338.50,20919.74
10_office_management,2019-2020,10651.15,10397.43
10_office_management,2020-2021,50711.50,48234.51
2_professional_services,2017-2018,531384.45,547184.04
2_professional_services,2018-2019,1324206.88,1343232.14
2_professional_services,2019-2020,2301408.69,2277141.78
2_professional_services,2020-2021,3105059.45,2960722.48
2_professional_services,2021-2022,1911477.75,1782398.26
3_information_technology,2019-2020,2578.16,2516.74
3_information_technology,2020-2021,20021.84,19088.32
3_information_technology,2021-2022,18700.00,17089.47
4_medical,2020-2021,72644.94,69196.07
4_medical,2021-2022,38485.06,36668.89
6_industrial_products_and_services,2019-2020,729969.60,723351.42
9_human_capital,2018-2019,48766.70,49529.34
9_human_capital,2019-2020,160508.99,159147.12
9_human_capital,2020-2021,404587.37,386241.16
9_human_capital,2021-2022,501458.06,467870.75
