d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,5743852.994499282
1_facilities_and_construction,2019-2020,9837802.385500718
1_facilities_and_construction,2020-2021,236356.53711340207
10_office_management,2020-2021,39550
2_professional_services,2017-2018,506446.9548290486
2_professional_services,2018-2019,1020913.0950433286
2_professional_services,2019-2020,1401317.1889534947
2_professional_services,2020-2021,2164377.8694767305
4_medical,2020-2021,35183.38983050847
6_industrial_products_and_services,2019-2020,729969.6
9_human_capital,2018-2019,48766.704856787044
9_human_capital,2019-2020,163087.1475769085
9_human_capital,2020-2021,302698.85795438377
NA,2017-2018,20000
