d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1812707.45,1859629.29
1_facilities_and_construction,2018-2019,9667876.77,9816346.44
1_facilities_and_construction,2019-2020,9918374.28,9836442.81
1_facilities_and_construction,2020-2021,5951419.55,5655500.93
1_facilities_and_construction,2021-2022,10216677.42,7729967.10
10_office_management,2021-2022,89905.33,68772.66
11_defence,2017-2018,2900862.61,2975049.67
11_defence,2018-2019,2837371.42,2882407.81
11_defence,2019-2020,939705.82,935823.41
11_defence,2020-2021,386852.55,368619.07
11_defence,2021-2022,78102.71,67907.55
2_professional_services,2017-2018,17813855.39,18278547.64
2_professional_services,2018-2019,16899309.77,17154971.54
2_professional_services,2019-2020,33151815.21,32677032.54
2_professional_services,2020-2021,21168366.10,20106852.46
2_professional_services,2021-2022,28232346.87,21342480.46
3_information_technology,2017-2018,6888855.02,7064052.04
3_information_technology,2018-2019,18627118.10,18904697.07
3_information_technology,2019-2020,22643333.01,22434597.72
3_information_technology,2020-2021,22064969.52,20970715.37
3_information_technology,2021-2022,24755366.54,18267751.82
4_medical,2017-2018,124714540.27,127737508.38
4_medical,2018-2019,236247394.78,239924150.21
4_medical,2019-2020,238839779.02,236813248.75
4_medical,2020-2021,240769278.13,228893952.73
4_medical,2021-2022,242405715.04,189337323.02
6_industrial_products_and_services,2019-2020,79994.52,78211.93
6_industrial_products_and_services,2020-2021,272878.51,259417.49
6_industrial_products_and_services,2021-2022,272878.51,213463.20
8_security_and_protection,2017-2018,153882.47,157870.06
9_human_capital,2017-2018,9043260.80,9279384.63
9_human_capital,2018-2019,8009678.76,8133923.48
9_human_capital,2019-2020,1393921.59,1382120.80
9_human_capital,2020-2021,843580.24,802536.83
9_human_capital,2021-2022,1565211.55,1135586.29
