d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,431179.79,442424.82
1_facilities_and_construction,2018-2019,364359.71,369486.59
1_facilities_and_construction,2019-2020,334949.74,332136.69
1_facilities_and_construction,2020-2021,235192.61,223125.39
1_facilities_and_construction,2021-2022,120320.49,91696.27
11_defence,2017-2018,0.00,0.00
11_defence,2020-2021,10202.63,9606.98
11_defence,2021-2022,41377.33,32368.02
2_professional_services,2017-2018,11418384.99,11711526.30
2_professional_services,2018-2019,11932387.40,12110922.83
2_professional_services,2019-2020,10505737.80,10400464.82
2_professional_services,2020-2021,11467358.53,10901817.87
2_professional_services,2021-2022,12694396.01,9740810.01
3_information_technology,2017-2018,23319.40,23934.18
4_medical,2017-2018,135730.58,139056.49
4_medical,2018-2019,547483.63,556027.30
4_medical,2019-2020,536085.85,531561.83
4_medical,2020-2021,182145.89,173160.68
4_medical,2021-2022,240000.72,164599.29
5_transportation_and_logistics,2017-2018,107718.41,110428.78
6_industrial_products_and_services,2017-2018,114022.57,116802.37
6_industrial_products_and_services,2018-2019,21000.00,21234.99
6_industrial_products_and_services,2020-2021,118500.56,113378.93
9_human_capital,2017-2018,60910.34,62346.12
