d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,1532624.5595182173
2_professional_services,2018-2019,1561234.613262553
2_professional_services,2019-2020,1409080.6687437105
2_professional_services,2020-2021,1419247.1766163083
3_information_technology,2019-2020,237539.91896272285
3_information_technology,2020-2021,313324.09238249593
4_medical,2017-2018,474345.67405166983
4_medical,2018-2019,619590.8064309078
4_medical,2019-2020,1470639.58345365
4_medical,2020-2021,1744468.353657413
9_human_capital,2017-2018,418240.67416774965
9_human_capital,2018-2019,398162.8222506512
9_human_capital,2019-2020,10706.75
9_human_capital,2020-2021,27714.367695099816
