d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,1532624.56,1572345.18
2_professional_services,2018-2019,1561234.61,1585315.39
2_professional_services,2019-2020,1409080.67,1397923.56
2_professional_services,2020-2021,1419247.18,1349009.41
2_professional_services,2021-2022,410923.64,370713.04
3_information_technology,2019-2020,237539.92,234738.35
3_information_technology,2020-2021,313324.09,297775.84
3_information_technology,2021-2022,303154.09,237146.72
4_medical,2017-2018,474345.67,486629.44
4_medical,2018-2019,619590.81,628638.85
4_medical,2019-2020,1470639.58,1456177.66
4_medical,2020-2021,1744468.35,1658481.87
4_medical,2021-2022,2089781.39,1693095.18
9_human_capital,2017-2018,418240.67,429078.66
9_human_capital,2018-2019,398162.82,404447.50
9_human_capital,2019-2020,10706.75,10447.64
9_human_capital,2020-2021,27714.37,26199.76
9_human_capital,2021-2022,42351.52,36909.77
