d_vendor_name,overall_total
SUN LIFE ASSURANCE COMPANY,215319952.68050143
SYSTEMATIX SOLUTIONS,67829362.33229944
IBM CANADA,18077710.951959714
CACHE COMPUTER CONSULTING,17529494.368200492
SI SYSTEMS,16671178.099566668
SAP,13998900.61844542
MICROSOFT CANADA,11261188.915896447
GC STRATEGIES,8756576.18469266
THE AIM GROUP,7606545.871306346
GARTNER,7493698.661210019
ALTIS HUMAN RESOURCES,6704137.561634297
NORTHERN MICRO,6549811.793973428
ONIX NETWORKING CANADA,5645909.22
DELOITTE AND TOUCHE,5528527.070894714
THE MASHA KRUPP TRANSLATION,5470260.944919942
PLEIAD CANADA,4761334.551547742
ERNST YOUNG,4463608.119554399
TES CONTRACT SERVICES,4363034.6281233
ECOLE DE LANGUES LA CITE,4249374.606299212
TEKSYSTEMS CANADA,4042194.5928195063
T E S CONTRAC SERVICES,3843937.971058956
EXCEL HUMAN RESOURCES,3445302.7409592574
ORANGUTECH,3162838.6428252035
CONFLUENCE CONSULTING,3144411.867767542
I4C INFORMATION TECHNOLOGY,2857108.080529509
CANADIAN CORPS OF COMMISSIONAIRES,2791219.87
NISHA TECHONOLOGIES,2769390.79
GSI GROUP,2411355.7892661556
RANDSTAD,2329072.102938659
TESSIER TRANSLATIONS,2188879.8973274915
QMR,2162769.0978142414
IBISKA TELECOM,2012022.2516196542
AVI SPL CANADA,1990553.8900000001
ORACLE CANADA,1973081.6999999997
HAY GROUP,1964632.0850039911
PRICEWATERHOUSE COOPERS,1879609.6899694393
TPG TECHNOLOGY CONSULTANTS,1816689.466484268
TFORCE FINAL MILE,1707166.0583941606
LUMINA IT,1667287.649193905
GOSS GILROY,1658570.0299352752
PROCOM CONSULTANTS,1658441.0151329366
MAXSYS STAFFING CONSULTING,1563921.5999999999
LES TRADUCTIONS TESSIER S C C,1537623.5593424658
KONICA MINOLTA BUSINESS SOLUTIONS,1476900.8608022404
CLOSEREACH,1466725.4341380093
ADVANIS,1409978.49
METAFLOW,1295658
TIREE,1285008.5016746873
MERCER CANADA,1251733.1459850126
LEVERAGE TECHNOLOGY RESOURCES,1107877.13158398
ORBIS RISK CONSULTING,1060921.1923908875
OTTAWA CONVENTION CENTRE,1045873.25
CORETRACKS,994965
CISTEL TECHNOLOGY,906165.1459854015
KORN FERRY CA,880669.4821766659
WATERSHED INFORMATION TECHNOLOGY IN,859441.4282945736
MAXSYS PROFESSIONAL AND SOLUTIONS,856780.8116900433
DYNAMEX CANADA,840670.5760986219
ARTEMP PERSONNEL SERVICES,826199.7658576526
PATON ASSOCIATES MANAGEMENT,793508.1194048474
GRAYBRIDGE INTERNATIONAL CONSULTING,764905.260839895
4PLAN CONSULTING,750916.743471655
THE RIGHT DOOR CONSULTING SOLUTIONS,736503.1470789474
MDOS CONSULTING,736046.1052867384
ECLIPSYS SOLUTIONS,718666.55
CGI,682709.4474153297
VERITAAQ TECHNOLOGY HOUSE,682520.9968075785
PRICE SYSTEMS L L C,672567.2410678179
AMAZON CA,658790
THE RIGHT DOOR CONSULTING SOLUTIO,590877
ADVERTISING STANDARDS CANADA,587211.6235392896
PROSCI CANADA,584006.6
SIERRA SYSTEMS GROUP,578214.975358423
KPMG,575625.4561300158
MCCARTHY TETRAULT,565000
TAG HR,538806.3276337183
LES ENTERPRISES NORLEAF NETWORKS,518896
ADVANCED CHIPPEWA TECHNOLOGIES,514628.07161643833
THOMAS SCHMIDT,511577.4924127466
SAMSON ET ASSOCIES,501565.7710908114
THE CORPORATE EXECUTIVE,476945.7751724138
QUALTRICS,476721
NEWFOUND RECRUITING,473897.3897389739
MAXSYS PROFESSIONAL AND,454666.8
OPROMA,397935.34152542375
TERAMACH TECHNOLOGIES,397912.91106849315
SOFTCHOICE,397898.07572079584
ECON DBS INTERNATIONAL,395819.94000000006
MARKIDO,390228.21038251364
DONNA CONA,380002.7838685801
BDO CANADA,371462.8888073395
INFO TECH RESEARCH GROUP,369091.2076472691
WATERSHED INFORMATION TECHNOLOGY,359622.5
CORPORATE FLEET SERVICES,357577.25918902917
THE HALIFAX GROUP,356750.9578544061
SAS INSTITUTE,356598.70336065575
SYSTEMSCOPE,355736.8825641026
PUBLIC DIGITAL,334856.92
OPENROAD COMMUNICATIONS,315000
PHOENIX STRATEGIC PERSPECTIVES,306916.83
