d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
49 SOLUTIONS,2020-2021,140485.08,132746.32
49 SOLUTIONS,2021-2022,445887.42,348801.96
ABS AMERICAS,2020-2021,31176.25,29431.21
ABS AMERICAS,2021-2022,8741.00,8265.15
ACCENTURE,2021-2022,452000.00,275478.57
ADVANCED BUSINESS INTERIORS,2017-2018,14758.93,15115.78
CA,2021-2022,25349.97,0.00
CACHE COMPUTER CONSULTING,2017-2018,2216468.69,2273919.15
CACHE COMPUTER CONSULTING,2018-2019,4853119.27,4924097.17
CACHE COMPUTER CONSULTING,2019-2020,5491184.49,5444844.52
CACHE COMPUTER CONSULTING,2020-2021,4968721.91,4722488.71
CACHE COMPUTER CONSULTING,2021-2022,5803813.17,4038503.10
CARAHSOFT TECHNOLOGY,2019-2020,3706.34,3616.65
CARAHSOFT TECHNOLOGY,2020-2021,46294.45,43982.29
CARAHSOFT TECHNOLOGY,2021-2022,98673.77,75943.64
CBCI TELECOM,2017-2018,59448.70,60904.74
CBCI TELECOM,2018-2019,67992.94,69024.62
CBCI TELECOM,2019-2020,153131.35,152182.15
CBCI TELECOM,2020-2021,54236.12,51592.54
CBCI TELECOM,2021-2022,1185.02,1120.51
CGI,2017-2018,650623.89,667483.68
CGI,2018-2019,32085.56,32782.44
CISION CANADA,2018-2019,1758.33,1775.63
CISION CANADA,2019-2020,10163.17,10120.08
CLOSEREACH,2017-2018,52836.70,54209.07
CLOSEREACH,2018-2019,733572.30,744730.86
CLOSEREACH,2019-2020,241802.53,241033.38
CLOSEREACH,2020-2021,438513.91,414138.56
CLOSEREACH,2021-2022,2010431.71,1572689.61
COLLIERS PROJECT LEADERS,2019-2020,192100.00,188977.77
CONNEX TELECOMMUNICATIONS,2019-2020,2159.83,2107.56
CONNEX TELECOMMUNICATIONS,2020-2021,22813.17,21704.21
CSDC SYSTEMS,2017-2018,46843.22,48057.08
CSDC SYSTEMS,2018-2019,46843.22,47571.70
CSDC SYSTEMS,2019-2020,11807.06,11848.35
CSDC SYSTEMS,2020-2021,30902.04,29446.32
CSDC SYSTEMS,2021-2022,37865.07,29799.48
DALHOUSIE UNIVERSITY,2018-2019,102900.00,104755.54
DELCO AUTOMATION,2019-2020,97559.73,95379.04
DELCO AUTOMATION,2020-2021,65717.70,62436.37
DELCO AUTOMATION,2021-2022,129299.16,86064.95
DLS TECHNOLOGY,2018-2019,42709.88,43130.10
DLS TECHNOLOGY,2019-2020,29506.43,28909.83
DLS TECHNOLOGY,2020-2021,87301.31,82804.11
DLS TECHNOLOGY,2021-2022,109670.45,96129.70
DWP SOLUTIONS,2017-2018,20754.68,21301.85
ECLIPSYS SOLUTIONS,2017-2018,216649.50,221851.08
ECLIPSYS SOLUTIONS,2018-2019,248509.73,253335.01
EKOS RESEARCH ASSOCIATES,2017-2018,160425.51,164881.28
ENVIRONICS RESEARCH GROUP,2019-2020,81643.54,80852.19
ENVIRONICS RESEARCH GROUP,2020-2021,73105.10,69689.95
FAST TRACK STAFFING,2017-2018,21853.10,22393.32
FAST TRACK STAFFING,2018-2019,65356.57,66296.31
FAST TRACK STAFFING,2019-2020,36871.85,36385.84
FAST TRACK STAFFING,2020-2021,84003.62,79582.94
FAST TRACK STAFFING,2021-2022,58401.71,24698.07
FORRESTER RESEARCH,2017-2018,23500.00,24053.94
FORRESTER RESEARCH,2019-2020,2159.34,2107.08
FORRESTER RESEARCH,2020-2021,64436.36,61272.37
FORRESTER RESEARCH,2021-2022,25004.23,22960.95
GARTNER,2017-2018,2323498.12,2380445.19
GARTNER,2018-2019,2142610.47,2167796.93
GARTNER,2019-2020,1935040.51,1921983.37
GARTNER,2020-2021,1092549.56,1038172.84
GARTNER,2021-2022,984080.81,551350.73
GC STRATEGIES,2017-2018,2238681.06,2296668.92
GC STRATEGIES,2018-2019,2275318.58,2310315.16
GC STRATEGIES,2019-2020,2789043.33,2763001.05
GC STRATEGIES,2020-2021,1517169.10,1438444.35
GC STRATEGIES,2021-2022,1894144.62,1481722.33
GILMORE REPRODUCTIONS,2019-2020,21637.24,21113.61
GILMORE REPRODUCTIONS,2020-2021,11788.16,11099.94
GLOBAL KNOWLEDGE,2018-2019,27120.00,27426.75
GLOBAL UPHOLSTERY,2019-2020,24998.71,24686.58
ICEBERG NETWORKS,2017-2018,30138.49,30848.92
ICEBERG NETWORKS,2018-2019,156311.51,158914.55
ICEBERG NETWORKS,2019-2020,17174.37,16798.85
ICEBERG NETWORKS,2020-2021,40523.43,38638.42
INFO TECH RESEARCH GROUP,2017-2018,57472.54,58961.84
INFO TECH RESEARCH GROUP,2018-2019,171432.30,174195.75
INFO TECH RESEARCH GROUP,2019-2020,78708.82,77893.43
INFO TECH RESEARCH GROUP,2020-2021,61477.55,58420.19
