d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,24000.00,24573.38
1_facilities_and_construction,2018-2019,282210.52,285178.17
1_facilities_and_construction,2019-2020,656760.28,649109.33
1_facilities_and_construction,2020-2021,621552.34,589995.09
1_facilities_and_construction,2021-2022,521383.59,287294.69
10_office_management,2017-2018,2986995.39,3064398.21
10_office_management,2018-2019,2986995.39,3033447.59
2_professional_services,2017-2018,560705.80,574586.10
2_professional_services,2018-2019,667748.02,676888.60
2_professional_services,2019-2020,1984534.46,1960613.89
2_professional_services,2020-2021,3156983.39,3001399.96
2_professional_services,2021-2022,1719494.94,1190763.61
6_industrial_products_and_services,2017-2018,85478.56,87532.04
6_industrial_products_and_services,2021-2022,31000.00,28387.37
9_human_capital,2017-2018,120345.55,123486.32
9_human_capital,2018-2019,88078.95,89452.69
9_human_capital,2019-2020,73062.68,72282.41
9_human_capital,2020-2021,35021.82,33081.68
9_human_capital,2021-2022,33391.50,31506.66
