d_vendor_name,d_fiscal_year,total
2KEYS,2017-2018,626585.1043481376
2KEYS,2018-2019,608514.2791970803
2KEYS,2019-2020,561040.9700286534
2KEYS,2020-2021,565356.4463349831
4083261 CANADA,2020-2021,319469.3885350319
4PLAN CONSULTING,2017-2018,415865.81465732545
4PLAN CONSULTING,2018-2019,383203.87943528907
4PLAN CONSULTING,2019-2020,304918.91372854414
4PLAN CONSULTING,2020-2021,255350.38939521802
9168516 CANADA,2019-2020,18036.57
9168516 CANADA,2020-2021,18330.52
ACCESS 2 NETWORKS,2020-2021,12388.48
ACKLANDS GRAINGER,2019-2020,183427.96
ADGA GROUP,2017-2018,21458.7
ADGA GROUP,2018-2019,74425.33197139938
ADGA GROUP,2019-2020,109837.38508682328
ADGA GROUP,2020-2021,109537.28294177732
ADOBE,2019-2020,28976
ADOBE,2020-2021,39776
ADRM TECHNOLOGY CONSULTING,2017-2018,2333.8590748898678
ADRM TECHNOLOGY CONSULTING,2018-2019,38418.91092511013
ADRM TECHNOLOGY CONSULTING,2020-2021,169439.96517943745
ADVANCED BUSINESS INTERIORS,2017-2018,437906.56352941174
ADVANCED BUSINESS INTERIORS,2018-2019,84346.2
ADVANCED BUSINESS INTERIORS,2019-2020,257609.595
ADVANCED BUSINESS INTERIORS,2020-2021,227947.8040625
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,467951.7
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,13105.740000000002
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,96503.99529734085
AGRITEAM CANADA,2017-2018,7989268.604269478
AGRITEAM CANADA,2018-2019,8078360.188963033
AGRITEAM CANADA,2019-2020,8870296.443436319
AGRITEAM CANADA,2020-2021,5955813.762536397
AIR INDIA,2020-2021,4265666.95
ALTIS HUMAN RESOURCES,2017-2018,1474629.805808837
ALTIS HUMAN RESOURCES,2018-2019,1619691.023632918
ALTIS HUMAN RESOURCES,2019-2020,862952.236802659
ALTIS HUMAN RESOURCES,2020-2021,485203.4423760748
AMAZON,2020-2021,17472.260000000002
ANIXTER CANADA,2017-2018,59866.8
ANIXTER CANADA,2018-2019,68239.95
ANIXTER CANADA,2019-2020,19116.25
AON REED STENHOUSE,2017-2018,210266.2245720414
AON REED STENHOUSE,2018-2019,200032.49196502287
AON REED STENHOUSE,2019-2020,306200.5555614259
AON REED STENHOUSE,2020-2021,341376.25015132065
APPLIED ELECTONICS,2017-2018,1252921.24
APPLIED ELECTONICS,2018-2019,309838.88
APPLIED ELECTONICS,2019-2020,11923.76
APPLIED ELECTONICS,2020-2021,690594.76
