d_vendor_name,overall_total
GENERAL DYNAMICS,2750196182.25
VANCOUVER SHIPYARDS,1216731458.30
IRVING SHIPBUILDING,765840797.57
MACK TRUCKS,618055360.70
FEDERAL FLEET SERVICES,581316560.04
THALES,575149293.10
SEASPAN VICTORIA SHIPYARDS,573469444.03
SIKORSKY AIRCRAFT,548453957.59
LOCKHEED MARTIN,508033508.92
CAE,453157673.79
CASCADE AEROSPACE,446374481.34
TOP ACES,370961426.88
L3HARRIS,361973586.47
CHANTIER DAVIE CANADA,311823275.86
BELL TEXTRON,208620962.57
IBM CANADA,197188284.36
UNITED STATES DEPARTMENT OF THE NAVY,182337508.17
SAP,181185343.03
RHEINMETALL,173716387.15
SHELL CANADA PRODUCTS,147982130.11
WORLD FUEL SERVICES,147929355.71
IRVING OIL,147915355.38
IMPERIAL OIL,142674076.88
NORTHERN MICRO,128336006.19
NISHA TECHONOLOGIES,90096421.52
COLT CANADA,82448505.79
SAAB,81857426.81
AEG FUELS,81280731.84
PURELOGIC,75622895.07
UNITED STATES DEPARTMENT OF THE AIR FORCE,70516952.56
BABCOCK INTERNATIONAL GROUP,69455472.41
DADS,67609145.69
MODIS CANADA,66340944.94
FORD MOTOR COMPANY,63070033.61
PARKLAND REFINING,62506291.03
DECISIVE GROUP,60577321.02
SCA SHIPPING CONSULTANTS ASSOCIATED,59943103.44
THE BOEING COMPANY,58622590.81
STONEWORKS TECHNOLOGIES,55931019.87
SI SYSTEMS,55847689.46
VMWARE,52046399.15
"NATO SEASPARROW SURFACE MISSILE SYSTEM PROJECT",50663262.89
MACDONALD DETTWILER AND ASSOCIATES,49975043.35
INDUSTRIES OCEAN,46908462.64
MOMENTUM SOLUTIONS,46429641.24
MOTOROLA SOLUTIONS CANADA,46213360.29
CORADIX TECHNOLOGY CONSULTING,44524092.98
IBISKA TELECOM,41012491.41
ITEX,40493200.70
FFG,40376382.49
SIMEX DEFENCE,40337770.84
IPSS,39325100.73
SOUCY INTERNATIONAL,35997444.39
ORACLE CANADA,35382807.39
BOMBARDIER,34702448.26
TOROMONT,34579560.46
HYPERTEC,34059379.52
MICROSOFT CANADA,33605584.33
EXXONMOBIL,32717891.00
ADGA GROUP,32673799.07
ZODIAC HURRICANE TECHNOLOGIES,30337986.89
TITAN AEX,30327889.04
BELL CANADA,29931423.28
CDW CANADA,29079538.70
GENERAL MOTORS,27982529.00
STERLING FUELS,27290092.81
LEONARDO,25935710.99
WAJAX,25559115.83
GUNTER LANGKOPF MASCHINENBAU,25252939.30
SIERRA SYSTEMS GROUP,24618160.32
HARNOIS ENERGIES,24502557.09
TELECOM COMPUTER SERVICES,23778097.84
PRICEWATERHOUSE COOPERS,23324718.00
WARTSILA,23084518.62
MICHAEL WAGER CONSULTING,22861918.26
COMPUCOM CANADA,21963737.39
APRON FUEL SERVICES,21741230.66
PURESPIRIT SOLUTIONS,21404653.96
HARRIS TRANSPORT,21065958.19
JOWA FAHRZEUGTEILE VERTRIEBS,20983778.38
