d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
2KEYS,2017-2018,447983.97,459758.84
2KEYS,2018-2019,381956.22,388064.25
2KEYS,2019-2020,1346079.37,1324218.55
2KEYS,2020-2021,2607063.87,2478465.39
2KEYS,2021-2022,2315796.36,1811565.58
3D DATACOMM,2017-2018,50793.20,52132.29
3D DATACOMM,2018-2019,105176.62,106413.69
3D DATACOMM,2019-2020,10538.61,10283.57
3D DATACOMM,2021-2022,30847.76,28570.24
4 OFFICE AUTOMATION,2017-2018,995.76,1022.50
A SANTIN MASON CONTRACTOR,2019-2020,1229809.16,1215692.57
A SANTIN MASON CONTRACTOR,2020-2021,1537261.46,1461428.78
ABB,2017-2018,350434.29,359515.19
ACCESS 2 NETWORKS,2017-2018,17931.50,18454.57
ACCESS 2 NETWORKS,2018-2019,206610.08,208642.92
ACCESS 2 NETWORKS,2019-2020,184913.02,182619.43
ACCESS 2 NETWORKS,2020-2021,52832.99,49948.70
ACCESS 2 NETWORKS,2021-2022,87908.49,68956.63
ACME FUTURE SECURITY CONTROLS,2017-2018,9682.95,9915.70
ACME FUTURE SECURITY CONTROLS,2018-2019,9951.93,10148.85
ACT,2017-2018,912632.21,936210.25
ACT,2018-2019,1116033.67,1132929.37
ACT,2019-2020,805225.63,796114.52
ACT,2020-2021,1762596.37,1673544.66
ACT,2021-2022,1020794.43,826552.71
ADOBE,2018-2019,25080.90,25327.67
AEG FUELS,2017-2018,679452.36,697193.43
AEG FUELS,2018-2019,190035.10,194162.56
AEG FUELS,2019-2020,4080337.90,3981591.61
AEG FUELS,2020-2021,32179386.84,30612090.28
AEG FUELS,2021-2022,44151519.64,26643899.71
AEREX AVIONICS,2017-2018,4212198.63,4321350.47
AEREX AVIONICS,2018-2019,2958300.76,3004306.72
AEREX AVIONICS,2019-2020,2271527.37,2252821.59
AEREX AVIONICS,2020-2021,1156091.95,1098767.42
AERO FEU,2017-2018,6136401.20,6295415.43
AERO FEU,2018-2019,6136401.20,6231831.31
AERO FEU,2019-2020,6153213.26,6101286.44
AIR INUIT,2017-2018,179797.86,184036.07
AIR INUIT,2018-2019,181418.22,185358.53
AIR INUIT,2019-2020,30901.90,30154.06
AIR TINDI,2020-2021,234751.20,221045.96
AIR TINDI,2021-2022,4984268.31,3888013.74
AIRBORNE SYSTEMS,2017-2018,20619.35,21186.40
AIRBUS,2017-2018,457655.20,469539.49
AIRBUS,2018-2019,1205280.00,1220413.56
AIRBUS,2020-2021,21727.27,20458.79
AIRBUS,2021-2022,108636.36,84982.38
ALLIANT TECHSYSTEMS OPERATIONS,2017-2018,6794161.10,6968802.82
ALLIANT TECHSYSTEMS OPERATIONS,2018-2019,4696391.41,4771397.70
ALLIANT TECHSYSTEMS OPERATIONS,2019-2020,3261025.53,3233505.82
ALLIANT TECHSYSTEMS OPERATIONS,2020-2021,3252115.63,3091689.69
ALLIANT TECHSYSTEMS OPERATIONS,2021-2022,667498.39,522160.38
AMER SPORTS CANADA,2018-2019,46610.24,47356.59
AMTECH AERONAUTICAL,2017-2018,570217.74,584993.95
AMTECH AERONAUTICAL,2018-2019,294865.57,299451.17
AMTEK ENGINEERING,2017-2018,128054.39,131462.73
AMTEK ENGINEERING,2018-2019,51151.67,51947.15
AMTEK ENGINEERING,2019-2020,23011.88,22817.68
AMTEK ENGINEERING,2020-2021,15341.25,14623.79
ANIXTER CANADA,2017-2018,206177.86,211432.07
ANIXTER CANADA,2018-2019,578902.19,585751.87
ANIXTER CANADA,2019-2020,1886057.75,1879446.37
ANIXTER CANADA,2020-2021,714934.58,679396.15
ANIXTER CANADA,2021-2022,377141.78,256955.51
ANSYS CANADA,2017-2018,210875.41,216889.81
ANSYS CANADA,2018-2019,290746.06,294516.06
ANSYS CANADA,2019-2020,216128.44,215599.84
ANSYS CANADA,2021-2022,11460.34,0.00
APEX STEEL GAS,2018-2019,322004.77,326740.18
APEX STEEL GAS,2019-2020,367145.62,364047.29
APEX STEEL GAS,2020-2021,366142.49,348080.79
APEX STEEL GAS,2021-2022,47147.12,44580.48
APRON FUEL SERVICES,2017-2018,4259100.39,4369345.02
APRON FUEL SERVICES,2018-2019,9769600.46,9938230.23
APRON FUEL SERVICES,2019-2020,4602429.33,4613834.46
APRON FUEL SERVICES,2020-2021,106439.20,100225.07
APRON FUEL SERVICES,2021-2022,3003661.28,2676866.15
AQUA LUNG CANADA,2017-2018,8637873.88,8865203.19
AQUA LUNG CANADA,2018-2019,3238789.80,3301025.77
AQUA LUNG CANADA,2019-2020,592835.52,586164.49
AQUA LUNG CANADA,2020-2021,1018719.27,966361.35
AQUA LUNG CANADA,2021-2022,263170.30,247963.97
ASC GERMANY,2018-2019,2694.31,2720.82
ASC GERMANY,2019-2020,13471.56,13519.46
ASC GERMANY,2020-2021,657546.38,620501.82
ASC GERMANY,2021-2022,2946840.51,2342825.51
ATLANTIC TOWING,2018-2019,15300.55,15491.67
ATLANTIC TOWING,2019-2020,34699.45,34330.96
AVJET HOLDING,2017-2018,1627245.67,1668854.86
AVJET HOLDING,2018-2019,5861396.62,5947256.24
AVJET HOLDING,2019-2020,1852810.60,1831442.82
AVJET HOLDING,2020-2021,370515.75,349783.28
AVJET HOLDING,2021-2022,1544149.22,1356081.00
BABCOCK INTERNATIONAL GROUP,2017-2018,55429964.00,56867706.46
BABCOCK INTERNATIONAL GROUP,2018-2019,13898366.59,14196244.29
BABCOCK INTERNATIONAL GROUP,2019-2020,122351.17,122570.94
BABCOCK INTERNATIONAL GROUP,2020-2021,4790.65,4566.10
BAE SYSTEMS,2017-2018,3878426.81,3979751.43
BAE SYSTEMS,2018-2019,3551197.91,3607404.22
BAE SYSTEMS,2019-2020,1132129.36,1127839.63
BAE SYSTEMS,2020-2021,422874.41,401777.95
BAE SYSTEMS,2021-2022,501640.70,364330.15
BELL TEXTRON,2017-2018,69476871.66,71277244.68
BELL TEXTRON,2018-2019,69476871.66,70557339.76
BELL TEXTRON,2019-2020,69667219.25,69079299.30
BLACKBERRY,2018-2019,32205.69,32570.36
BLACKBERRY,2019-2020,51011.15,50590.14
BLACKBERRY,2020-2021,207626.10,197519.45
BLACKBERRY,2021-2022,285517.50,222227.30
BLUEDOT,2019-2020,8173.15,7975.36
BLUEDOT,2020-2021,489026.85,464977.28
BLUEDROP TRAINING SIMULATION,2017-2018,16377.85,16802.25
BLUEDROP TRAINING SIMULATION,2018-2019,16377.85,16632.55
BLUEDROP TRAINING SIMULATION,2019-2020,16422.72,16284.13
BLUEDROP TRAINING SIMULATION,2020-2021,12339.47,11767.33
BMC SOFTWARE CANADA,2018-2019,54199.87,54768.08
BMC SOFTWARE CANADA,2019-2020,40677.75,40425.67
BMC SOFTWARE CANADA,2020-2021,34356.71,32702.82
BMC SOFTWARE CANADA,2021-2022,28377.64,22214.10
BMT FLEET TECHNOLOGY,2017-2018,6190619.14,6351038.33
BMT FLEET TECHNOLOGY,2018-2019,1407729.83,1438304.96
BRANDT TRACTOR,2018-2019,132210.00,133560.12
BRANDT TRACTOR,2019-2020,43055.70,42223.57
BRANDT TRACTOR,2020-2021,1359940.80,1293396.21
BRANDT TRACTOR,2021-2022,2045360.57,1640668.26
BRS INNOVATIONS,2020-2021,34983.56,33049.11
BRS INNOVATIONS,2021-2022,113000.00,88395.90
C CORE,2017-2018,465551.38,477621.49
C CORE,2018-2019,457397.29,464510.49
C CORE,2019-2020,114036.04,114441.50
CADEX,2017-2018,37166.08,38133.95
CADEX,2018-2019,70290.32,71281.40
CADEX,2019-2020,35803.00,35500.86
CADEX,2020-2021,688051.78,650015.79
CADEX,2021-2022,2171481.12,1700325.17
CANADIAN HELICOPTERS,2018-2019,35325.81,35709.75
CANADIAN HELICOPTERS,2019-2020,23592.18,23676.06
CANADIAN HELICOPTERS,2021-2022,38610.77,36079.42
CANADIAN NORTH,2018-2019,425789.78,433468.59
CANADIAN NORTH,2019-2020,152467.12,152197.51
CANADIAN NORTH,2021-2022,176693.22,165824.31
CANADYNE TECHNOLOGIES,2017-2018,14910.00,15289.23
CANADYNE TECHNOLOGIES,2018-2019,67657.85,68449.43
CANADYNE TECHNOLOGIES,2019-2020,12772.15,12817.56
CANSEL SURVEY EQUIPMENT,2017-2018,806328.72,826728.00
CANSEL SURVEY EQUIPMENT,2018-2019,519546.37,528862.03
CANSEL SURVEY EQUIPMENT,2019-2020,488747.00,485473.99
CANSEL SURVEY EQUIPMENT,2021-2022,32493.96,24516.22
CARAHSOFT TECHNOLOGY,2017-2018,36056.47,36934.76
CARAHSOFT TECHNOLOGY,2018-2019,65810.77,66793.03
CARAHSOFT TECHNOLOGY,2019-2020,87813.90,87136.29
CARAHSOFT TECHNOLOGY,2020-2021,39122.89,37245.63
CARAHSOFT TECHNOLOGY,2021-2022,106748.54,42039.12
CARLETON LIFE SUPPORT SYSTEMS,2017-2018,348591.51,357624.66
CARLETON LIFE SUPPORT SYSTEMS,2018-2019,39911.25,40303.94
CARLETON LIFE SUPPORT SYSTEMS,2019-2020,4073736.50,4036014.49
CARLETON LIFE SUPPORT SYSTEMS,2020-2021,870945.39,822220.49
CASCADE AEROSPACE,2017-2018,96222835.83,98716284.28
CASCADE AEROSPACE,2018-2019,87658963.11,89023677.56
CASCADE AEROSPACE,2019-2020,87657227.88,86917490.70
CASCADE AEROSPACE,2020-2021,87417727.26,83105435.52
CASCADE AEROSPACE,2021-2022,87417727.26,68383795.67
CASP AEROSPACE,2017-2018,1849167.57,1897008.81
CASP AEROSPACE,2018-2019,1874164.23,1903262.47
CASP AEROSPACE,2019-2020,1851174.32,1835986.86
CASP AEROSPACE,2020-2021,1809986.52,1720700.40
CASP AEROSPACE,2021-2022,719447.31,428260.22
CBCI TELECOM,2017-2018,74654.05,76413.80
CBCI TELECOM,2018-2019,497302.62,505076.53
CBCI TELECOM,2019-2020,954648.06,945651.42
CBCI TELECOM,2020-2021,223408.12,211665.53
CBCI TELECOM,2021-2022,215819.06,115372.16
CHANNEL MANAGEMENT INTERNATIONAL,2017-2018,2949188.49,3024733.44
CHANNEL MANAGEMENT INTERNATIONAL,2018-2019,443895.64,451468.27
CHANNEL MANAGEMENT INTERNATIONAL,2019-2020,108396.31,107577.67
CHANNEL MANAGEMENT INTERNATIONAL,2020-2021,991707.80,942787.13
CHANNEL MANAGEMENT INTERNATIONAL,2021-2022,1464279.88,783752.86
CHANTIER DAVIE CANADA,2019-2020,82125000.00,81059117.03
CHANTIER DAVIE CANADA,2020-2021,114849137.93,109183662.47
CHANTIER DAVIE CANADA,2021-2022,114849137.93,89842417.86
CHEVRON,2017-2018,4438844.20,4560441.67
CITRIX,2017-2018,23302.89,23889.45
CITRIX,2020-2021,50219.03,47287.14
CITRIX,2021-2022,35646.19,0.00
CLARIANT CANADA,2020-2021,94154.70,89718.29
CLARIANT CANADA,2021-2022,209493.20,167667.37
CLICK NETWORKS,2019-2020,11892.15,11934.43
CLICK NETWORKS,2020-2021,1089604.50,1026298.63
CLICK NETWORKS,2021-2022,263364.99,205549.85
CLOSEREACH,2017-2018,211223.32,216579.16
CLOSEREACH,2018-2019,319894.90,324911.64
CLOSEREACH,2019-2020,312267.60,309635.36
CLOSEREACH,2020-2021,475248.47,451842.15
CLOSEREACH,2021-2022,403550.48,330478.78
COLUMBIA FUELS,2017-2018,279706.92,287373.58
COMMVAULT SYSTEMS,2017-2018,52288.78,53643.76
COMMVAULT SYSTEMS,2018-2019,52288.78,53101.95
COMMVAULT SYSTEMS,2019-2020,26216.02,26239.07
COMMVAULT SYSTEMS,2021-2022,15327.44,8168.99
CONCEPT CONTROLS,2019-2020,31752.00,31864.90
CONCEPT CONTROLS,2020-2021,109074.94,102706.93
CONCEPT CONTROLS,2021-2022,1415287.77,1107129.56
CONNEX TELECOMMUNICATIONS,2017-2018,17566.43,18042.27
CONNEX TELECOMMUNICATIONS,2020-2021,86784.39,81717.75
CONOSCENTI TECHNOLOGIES,2017-2018,28639.68,29314.78
CONOSCENTI TECHNOLOGIES,2018-2019,190063.34,193019.11
CONOSCENTI TECHNOLOGIES,2019-2020,190584.07,188975.73
CONOSCENTI TECHNOLOGIES,2020-2021,190063.34,180687.57
CONOSCENTI TECHNOLOGIES,2021-2022,154133.56,143987.94
CRYPTOMILL TECHNOLOGIES,2020-2021,2053798.80,1938342.37
CRYPTOMILL TECHNOLOGIES,2021-2022,2914438.30,2747754.26
CSDC SYSTEMS,2018-2019,17768.92,18029.77
CSDC SYSTEMS,2019-2020,7193.24,7065.51
CSDC SYSTEMS,2020-2021,7193.24,6848.33
CTOMS,2017-2018,3385.29,3473.01
CTOMS,2018-2019,3385.29,3437.94
CTOMS,2019-2020,3394.56,3365.92
CTOMS,2020-2021,3385.29,3218.29
