d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,22236.28,22851.47
1_facilities_and_construction,2018-2019,51502.51,52421.66
1_facilities_and_construction,2019-2020,76002.49,75359.73
1_facilities_and_construction,2020-2021,46771.59,44590.84
1_facilities_and_construction,2021-2022,27911.76,26118.74
10_office_management,2017-2018,192873.97,198407.52
10_office_management,2018-2019,141551.91,144066.04
10_office_management,2019-2020,121347.13,120048.71
10_office_management,2020-2021,25076.21,23753.35
10_office_management,2021-2022,144371.64,133527.40
11_defence,2017-2018,1097765.59,1131805.27
11_defence,2018-2019,845539.50,857872.10
11_defence,2019-2020,1090913.32,1069339.86
11_defence,2020-2021,355967.79,337246.61
11_defence,2021-2022,454922.27,425510.84
2_professional_services,2017-2018,27015.34,27863.19
2_professional_services,2018-2019,11698.74,11891.23
3_information_technology,2017-2018,2526843.83,2597523.88
3_information_technology,2018-2019,1772504.49,1796083.68
3_information_technology,2019-2020,3521970.69,3488870.72
3_information_technology,2020-2021,912358.68,871059.93
3_information_technology,2021-2022,1653760.16,1537424.81
5_transportation_and_logistics,2017-2018,102128.13,105007.72
5_transportation_and_logistics,2019-2020,212083.35,207988.25
5_transportation_and_logistics,2020-2021,220884.97,210814.64
5_transportation_and_logistics,2021-2022,42355.74,40237.32
6_industrial_products_and_services,2017-2018,1937954.83,1995228.05
6_industrial_products_and_services,2018-2019,2718751.80,2768257.89
6_industrial_products_and_services,2019-2020,2788738.01,2751538.45
6_industrial_products_and_services,2020-2021,1453549.26,1388415.89
6_industrial_products_and_services,2021-2022,590521.41,556715.48
8_security_and_protection,2019-2020,136519.42,133267.42
8_security_and_protection,2020-2021,225186.41,214987.29
