d_vendor_name,overall_total
CHANTIER DAVIE CANADA,884705257.80
"NAVTECH",541524603.21
FORD MOTOR COMPANY,279999862.05
GENERAL MOTORS,170064081.92
IRVING OIL,150530520.24
HOLMAN FENWICK WILLAN,144098850.00
NEWDOCK ST JOHN S DOCKYARD,122102694.69
ATLANTIC TOWING,90707935.53
WARTSILA,88378305.65
HIKE METAL PRODUCTS,84492655.75
BELL TEXTRON,79545783.28
HEDDLE MARINE SERVICES,68499964.08
ABB,56411365.18
FCA CANADA,54861777.29
FRASER RIVER PILE DREDGE GP O,53043584.59
IRVING SHIPBUILDING,52150564.15
ALLIED SHIPBUILDERS,47932168.88
DRAGAGE OCEAN DSM,46098704.87
TOYOTA,43772933.58
PARKLAND REFINING,41696288.66
VERREAULT NAVIGATION,41190114.77
VANCOUVER DRYDOCK COMPANY,38842258.60
JOSEPH ELIE,38710085.99
CANADIAN MARITIME ENGINEERING,33625587.94
SANI SABLE LB,32564137.21
FAIRBANKS MORSE ENGINE,30415818.10
BRONTE CONSTRUCTION PORT DALHOUSIE REHABILITATION TRUST ACCOUNT,29222553.39
CAE,28263218.71
VECTOR AEROSPACE,28108374.10
CHANTIER NAVAL FORILLON,28009975.67
WOODWARD S OIL,24998980.19
REPARATIONS NAVALES ET INDUSTRIELLES OCEAN,24183079.18
RJG CONSTRUCTION,23475560.27
KENN BOREK AIR,23274376.73
WAJAX,22350711.72
STERLING FUELS,21024369.88
AIRBUS,20815456.30
LES ENTREPRISES P E C,18853486.30
ELBIT SYSTEMS,18792959.94
TOROMONT,18509268.42
GROUPE ENERGIE BDL,18187278.45
IMPERIAL OIL,18109776.84
GREAT SLAVE HELICOPTERS,17283279.06
JANKEL TACTICAL SYSTEMS,17212044.66
NISSAN CANADA,16857346.81
PALFINGER MARINE,16335863.08
COADY CONSTRUCTION EXCAVATING,16092306.78
SUNCOR ENERGY,15620259.74
COLUMBIA FUELS,14337530.80
POMERLEAU,13896392.74
NORTH ATLANTIC PETROLEUM,13613146.15
MADSEN DIESEL TURBINE,13597904.18
DHL EXPRESS CANADA,13516951.41
CULLEN DIESEL POWER,12836287.41
ZODIAC HURRICANE TECHNOLOGIES,12710433.01
SUBARU CANADA,12397547.83
KANTER MARINE,12218593.79
ARI FINANCIAL SERVICES,11911795.69
CONSTRUCTION DEMATHIEU BARD,11773542.79
MEGA TECH,11653540.80
DF BARNES SERVICES,11597382.48
KONGSBERG,11548761.97
CANADIAN HELICOPTERS,11352021.16
HAMEL CONSTRUCTION,11296555.21
KMS INDUSTRIES,10908220.87
MITSUBISHI MOTOR SALES,10880638.98
POLARIS INDUSTRIES,10057554.24
BOMBARDIER,9829776.71
VOYAGEUR TRANSPORTATION,9725999.39
TITAN BOATS,9552178.48
NORTHEAST TREE TRIMMING,9521118.13
YAMAHA MOTORS CANADA,8903079.75
CONSTRUCTION DERIC,8869041.38
ALPINE HELICOPTERS,8554184.89
LEVAERO AVIATION,8472286.60
UNIVERSAL HELICOPTERS,8375850.79
AERO SUPPLIES,8293109.25
AVMAX AVIATION SERVICES,8243098.10
