d_vendor_name,d_fiscal_year,total
3955788 CANADA,2018-2019,    79495.43
3955788 CANADA,2019-2020,  2909532.85
3955788 CANADA,2020-2021,     7949.54
7305516 CANADA,2017-2018,  5121800.11
736902 ONTARIO,2017-2018,   320119.51
736902 ONTARIO,2018-2019,   331221.93
851791 NWT,2017-2018,   102621.23
9275 0181 QUEBEC,2017-2018,    15261.78
9275 0181 QUEBEC,2019-2020,   726645.45
ABB,2017-2018, 31114851.51
ABB,2018-2019,  5672049.14
ABB,2019-2020,  5780609.33
ABB,2020-2021,  7300574.96
ACADIAN DREDGING,2017-2018,   389188.75
ACADIAN DREDGING,2018-2019,   364473.33
ACADIAN DREDGING,2019-2020,  1201021.67
ACADIAN DREDGING,2020-2021,  1276902.50
ACKLANDS GRAINGER,2017-2018,    11863.37
ACKLANDS GRAINGER,2020-2021,    90813.14
ADVANCED BUSINESS INTERIORS,2020-2021,    10922.63
AECOM,2018-2019,    38747.70
AECOM,2020-2021,   185433.00
AERO FEU,2020-2021,        0.00
AERO SUPPLIES,2017-2018,   666744.59
AERO SUPPLIES,2018-2019,   668524.40
AERO SUPPLIES,2019-2020,  1879488.37
AERO SUPPLIES,2020-2021,  1868062.44
AFN ENGINEERING,2017-2018,   538657.07
AFN ENGINEERING,2018-2019,   629907.49
AFN ENGINEERING,2019-2020,  1363272.51
AFN ENGINEERING,2020-2021,   567318.00
AIR INUIT,2017-2018,    38639.03
AIR INUIT,2018-2019,   344300.25
AIR INUIT,2019-2020,    67141.77
AIR TINDI,2017-2018,   877702.42
AIR TINDI,2018-2019,   817636.34
AIR TINDI,2019-2020,  1242438.77
AIR TINDI,2020-2021,   931664.23
AIRBUS,2017-2018,  9136384.12
AIRBUS,2018-2019,  9035430.54
AIRBUS,2019-2020,   811075.94
AIRBUS,2020-2021,   851114.29
ALLIED SHIPBUILDERS,2017-2018,  7317942.85
ALLIED SHIPBUILDERS,2018-2019, 10281838.54
ALLIED SHIPBUILDERS,2019-2020,  7289819.93
ALLIED SHIPBUILDERS,2020-2021,  8425142.22
ALPINE AEROTECH,2017-2018,   539018.16
ALPINE AEROTECH,2018-2019,  1134189.78
ALPINE AEROTECH,2019-2020,  1831843.07
ALPINE AEROTECH,2020-2021,   551455.33
ALPINE HELICOPTERS,2017-2018,  3650591.98
ALPINE HELICOPTERS,2018-2019,  1506516.16
ALPINE HELICOPTERS,2019-2020,   603450.13
ALPINE HELICOPTERS,2020-2021,  1153402.86
ALTIS HUMAN RESOURCES,2017-2018,    10500.00
ALTIS HUMAN RESOURCES,2020-2021,    19349.70
ALVA CONSTRUCTION,2017-2018,  2906214.99
AMAZON,2019-2020,    13661.20
AMAZON,2020-2021,  4986338.80
AMERICAN BUREAU OF SHIPPING,2018-2019,   179222.53
AMERICAN BUREAU OF SHIPPING,2019-2020,   123179.53
AMERICAN BUREAU OF SHIPPING,2020-2021,   613419.78
ANIXTER CANADA,2017-2018,    24498.07
ANIXTER CANADA,2020-2021,    28689.40
APRON FUEL SERVICES,2017-2018,   474815.61
APRON FUEL SERVICES,2018-2019,   668810.22
APRON FUEL SERVICES,2019-2020,   405217.65
APRON FUEL SERVICES,2020-2021,   168914.26
ARI FINANCIAL SERVICES,2017-2018,  2277461.29
ARI FINANCIAL SERVICES,2018-2019,  2615215.06
ARI FINANCIAL SERVICES,2019-2020,  2901644.04
ARI FINANCIAL SERVICES,2020-2021,  2191418.75
ASOKAN BUSINESS INTERIORS,2019-2020,    29329.83
ASOKAN BUSINESS INTERIORS,2020-2021,   102754.06
ATCO,2017-2018,    16293.17
ATCO,2018-2019,    67409.95
ATCO,2019-2020,    57257.84
ATCO,2020-2021,    17018.23
ATLANTIC BUSINESS INTERIORS,2020-2021,    29904.00
ATLANTIC TOWING,2018-2019, 14769875.74
ATLANTIC TOWING,2019-2020, 27028872.61
ATLANTIC TOWING,2020-2021, 30345022.10
ATLANTICA MECHANICAL CONTRACTORS,2017-2018,    20192.52
ATLANTICA MECHANICAL CONTRACTORS,2018-2019,    17004.23
ATWILL MORIN,2017-2018,  1136503.61
AVI SPL CANADA,2018-2019,     3992.96
AVI SPL CANADA,2019-2020,    61208.50
AVJET HOLDING,2017-2018,   452852.92
AVJET HOLDING,2018-2019,   599250.68
AVJET HOLDING,2019-2020,   633994.21
AVMAX AVIATION SERVICES,2017-2018,    49687.36
AVMAX AVIATION SERVICES,2018-2019,    30332.48
