d_most_recent_category,total,percentage
2_professional_services,28559215.80404312,0.36319767666570796
6_industrial_products_and_services,27703482.58927014,0.3523150138648889
5_transportation_and_logistics,16066846.61707707,0.20432778696397397
1_facilities_and_construction,4450868.413703851,0.0566032722359684
10_office_management,830143.9380029418,0.010557234892216676
3_information_technology,717500.5815783133,0.009124709376601488
9_human_capital,132477.00990291263,0.0016847571214314006
8_security_and_protection,100979.88133180639,0.0012841969660980263
11_defence,52827.77,6.718294878640925e-4
NA,18362.5,2.3352242524915209e-4
