d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,0.00,0.00
0_other,2020-2021,0.00,0.00
0_other,2021-2022,0.00,0.00
1_facilities_and_construction,2017-2018,1308522.06,1346268.11
1_facilities_and_construction,2018-2019,2303756.56,2345003.40
1_facilities_and_construction,2019-2020,562885.36,555094.60
1_facilities_and_construction,2020-2021,682874.12,648511.91
1_facilities_and_construction,2021-2022,520913.07,488829.66
10_office_management,2017-2018,304311.96,313618.91
10_office_management,2018-2019,181639.30,185402.58
10_office_management,2020-2021,15904.00,15270.35
11_defence,2017-2018,6936109.46,7148631.56
11_defence,2018-2019,6764776.41,6888594.52
11_defence,2019-2020,7174866.95,7113433.70
11_defence,2020-2021,6872233.34,6551788.14
11_defence,2021-2022,6831574.29,6392138.68
2_professional_services,2017-2018,7168365.69,7388001.29
2_professional_services,2018-2019,7163433.09,7294440.61
2_professional_services,2019-2020,7152899.97,7096047.75
2_professional_services,2020-2021,7074517.06,6744995.35
2_professional_services,2021-2022,7032707.06,6580933.28
3_information_technology,2017-2018,13380.86,13749.59
3_information_technology,2018-2019,4316.40,4426.56
3_information_technology,2020-2021,1496.18,1419.04
3_information_technology,2021-2022,69331.16,64929.86
5_transportation_and_logistics,2017-2018,3914285.95,4030786.27
5_transportation_and_logistics,2018-2019,2945889.12,2998985.83
5_transportation_and_logistics,2019-2020,2925877.75,2902748.44
5_transportation_and_logistics,2020-2021,5563021.30,5314453.44
5_transportation_and_logistics,2021-2022,3171895.23,2928551.75
6_industrial_products_and_services,2017-2018,954945.05,982956.82
6_industrial_products_and_services,2018-2019,294233.63,300004.17
6_industrial_products_and_services,2019-2020,108322.79,106993.08
6_industrial_products_and_services,2020-2021,104439.07,99221.12
6_industrial_products_and_services,2021-2022,752349.51,710085.13
8_security_and_protection,2017-2018,22901.16,23560.87
8_security_and_protection,2018-2019,25049.53,25432.09
8_security_and_protection,2019-2020,25317.41,24974.88
8_security_and_protection,2020-2021,27711.78,26423.00
8_security_and_protection,2021-2022,27645.08,25503.11
9_human_capital,2018-2019,54138.30,55248.34
9_human_capital,2019-2020,70308.15,68633.36
9_human_capital,2020-2021,8030.56,7616.52
9_human_capital,2021-2022,18020.23,16903.76
