d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
2099042 ONTARIO,2017-2018,14586.79,15044.29
3M CANADA COMPANY,2018-2019,1380289.36,1404428.95
3V MECHANICAL,2020-2021,36922.20,34790.89
3V MECHANICAL,2021-2022,867871.27,812588.24
3V MECHANICAL,2022-2023,423311.12,378792.03
4083261 CANADA,2017-2018,167227.92,172350.29
4083261 CANADA,2018-2019,38639.78,39671.34
AB SCIEX,2017-2018,61612.35,63509.31
AB SCIEX,2018-2019,49439.87,50114.48
AB SCIEX,2019-2020,246145.10,243132.21
AB SCIEX,2020-2021,45191.41,42690.33
AB SCIEX,2021-2022,223872.64,204589.80
ABB,2017-2018,766908.62,790695.39
ABB,2019-2020,275716.45,270153.96
ABB,2020-2021,24988.95,23814.18
ABB,2022-2023,38904.77,34678.17
ACCESS 2 NETWORKS,2021-2022,17936.10,16844.79
ACCESS 2 NETWORKS,2022-2023,10719.46,9548.43
ACKLANDS GRAINGER,2019-2020,45896.39,44977.60
ACKLANDS GRAINGER,2022-2023,24054.04,21286.51
ACT,2017-2018,102128.38,105411.93
ACT,2018-2019,261152.92,266499.35
ACT,2019-2020,207256.45,205356.91
ACT,2020-2021,15147.79,14401.82
ACT,2021-2022,304452.60,280672.56
ACT,2022-2023,361378.53,320889.78
ADGA GROUP,2020-2021,39550.00,37267.01
ADGA GROUP,2021-2022,339697.54,310510.24
ADGA GROUP,2022-2023,1955058.18,1749394.25
ADOBE,2017-2018,16826.62,17349.72
ADOBE,2018-2019,8807.38,9016.22
ADOBE,2021-2022,28697.20,26642.37
ADOR TECH,2022-2023,35290.22,31229.92
ADVANCED BUSINESS INTERIORS,2017-2018,241394.28,248543.63
ADVANCED BUSINESS INTERIORS,2018-2019,403078.00,410122.81
ADVANCED BUSINESS INTERIORS,2019-2020,590435.52,579944.31
ADVANCED BUSINESS INTERIORS,2020-2021,109067.94,103993.78
ADVANCED BUSINESS INTERIORS,2021-2022,38611.69,35991.52
ADVANCED BUSINESS INTERIORS,2022-2023,269520.27,239526.02
AECOM,2017-2018,130246.96,134215.29
AECOM,2018-2019,89752.71,91477.51
AECOM,2020-2021,56849.32,53567.73
AECOM,2021-2022,437671.23,405837.80
AECOM,2022-2023,500000.00,447402.10
AERO FEU,2020-2021,20124.94,19089.48
AGILENT,2017-2018,797210.71,820908.02
AGILENT,2018-2019,934911.23,949319.56
AGILENT,2019-2020,790814.70,784429.24
AGILENT,2020-2021,986744.74,936619.48
AGILENT,2021-2022,859599.62,793028.65
AGILENT,2022-2023,804122.43,720709.87
AINSWORTH,2017-2018,668386.68,688974.35
AINSWORTH,2018-2019,411752.55,419138.46
AINSWORTH,2019-2020,658001.81,649595.84
AINSWORTH,2020-2021,724626.85,690344.43
AINSWORTH,2021-2022,608868.30,566488.01
AINSWORTH,2022-2023,916646.42,819028.28
AIR LIQUIDE CANADA,2017-2018,514944.76,530677.83
AIR LIQUIDE CANADA,2018-2019,730749.20,745230.42
AIR LIQUIDE CANADA,2019-2020,500906.25,496485.83
AIR LIQUIDE CANADA,2020-2021,540862.18,514163.23
AIR LIQUIDE CANADA,2021-2022,649747.00,601905.91
AIR LIQUIDE CANADA,2022-2023,607379.21,543230.93
AIR PRODUCTS CANADA,2017-2018,630265.17,649638.94
AIR PRODUCTS CANADA,2018-2019,562097.21,572631.04
AIR PRODUCTS CANADA,2019-2020,798581.37,792608.32
AIR PRODUCTS CANADA,2020-2021,875252.11,832845.43
AIR PRODUCTS CANADA,2021-2022,811974.52,754089.47
AIR PRODUCTS CANADA,2022-2023,785729.72,702728.15
ALCAIDE WEBSTER ARCHITECTS,2017-2018,90439.88,93235.47
ALCAIDE WEBSTER ARCHITECTS,2018-2019,74342.71,75302.97
ALCAIDE WEBSTER ARCHITECTS,2019-2020,34169.74,34236.89
ALCAIDE WEBSTER ARCHITECTS,2020-2021,56849.32,53567.73
ALCAIDE WEBSTER ARCHITECTS,2021-2022,250000.00,232431.42
ALCAIDE WEBSTER ARCHITECTS,2022-2023,250000.00,223701.05
