d_vendor_name,d_fiscal_year,total
3M CANADA COMPANY,2018-2019,1380289.36
4083261 CANADA,2017-2018,167227.91630769233
4083261 CANADA,2018-2019,38639.7836923077
AB SCIEX,2017-2018,61612.35
AB SCIEX,2018-2019,49439.869999999995
AB SCIEX,2019-2020,246145.1003846154
AB SCIEX,2020-2021,45191.40594415174
ABB,2017-2018,766908.6164509194
ABB,2019-2020,275716.45
ABB,2020-2021,24988.95
ACKLANDS GRAINGER,2019-2020,45896.39
ACT,2017-2018,102128.37975933387
ACT,2018-2019,261152.9234344147
ACT,2019-2020,207256.44969847082
ACT,2020-2021,15147.785135177872
ADGA GROUP,2020-2021,39550
ADOBE,2017-2018,16826.62056546149
ADOBE,2018-2019,8807.376393442622
ADVANCED BUSINESS INTERIORS,2017-2018,241394.28
ADVANCED BUSINESS INTERIORS,2018-2019,403078.0006896552
ADVANCED BUSINESS INTERIORS,2019-2020,590435.5200275434
ADVANCED BUSINESS INTERIORS,2020-2021,109067.9392828014
AECOM,2017-2018,130246.9566864608
AECOM,2018-2019,89752.7113895487
AECOM,2020-2021,0
AERO FEU,2020-2021,20124.940000000002
AGILENT,2017-2018,797210.7137800619
AGILENT,2018-2019,934911.2327377092
AGILENT,2019-2020,790814.6981326174
AGILENT,2020-2021,986744.738320274
AINSWORTH,2017-2018,668386.6753821084
AINSWORTH,2018-2019,411752.5508969813
AINSWORTH,2019-2020,658001.8111683687
AINSWORTH,2020-2021,724626.8540657187
AIR LIQUIDE CANADA,2017-2018,589524.7588593155
AIR LIQUIDE CANADA,2018-2019,730749.2025
AIR LIQUIDE CANADA,2019-2020,500906.2546351351
AIR LIQUIDE CANADA,2020-2021,540862.1848895127
ALCAIDE WEBSTER ARCHITECTS,2017-2018,90439.87938062481
ALCAIDE WEBSTER ARCHITECTS,2018-2019,74342.71190168554
ALCAIDE WEBSTER ARCHITECTS,2019-2020,34169.73859727496
ALCAIDE WEBSTER ARCHITECTS,2020-2021,0
ALLIANCE ENERGY,2018-2019,0
ALLIANCE ENERGY,2019-2020,0
ALLIANCE ENERGY,2020-2021,0
ALLIANCE ENGINEERING CONSTRUCTION,2018-2019,983253.2782844243
ALLIANCE ENGINEERING CONSTRUCTION,2019-2020,918848.0417155756
ALTIS HUMAN RESOURCES,2017-2018,261934.09367461433
ALTIS HUMAN RESOURCES,2018-2019,39891.206293706295
ALTIS HUMAN RESOURCES,2019-2020,306751.3656892129
ALTIS HUMAN RESOURCES,2020-2021,322852.0383855536
AMAZON,2020-2021,5556.662136986301
AMERESCO CANADA,2017-2018,2750195.879742034
AMERESCO CANADA,2018-2019,2750195.879742034
AMERESCO CANADA,2019-2020,2757730.6629742035
AMERESCO CANADA,2020-2021,2783790.7797420337
ANSYS CANADA,2017-2018,488539.91899619205
ANSYS CANADA,2018-2019,365609.3022527675
ANSYS CANADA,2019-2020,560770.5744572663
ANSYS CANADA,2020-2021,362106.5973592684
APPLIED ELECTONICS,2018-2019,27416.41
APS AVIATION,2017-2018,79100
APS AVIATION,2018-2019,28368.612765957445
APS AVIATION,2019-2020,134502.24723404256
ARCHITECTURE EVOQ,2017-2018,78597.15000000001
ARCHITECTURE EVOQ,2018-2019,97745
ARCHITECTURE EVOQ,2019-2020,98310
ARI FINANCIAL SERVICES,2017-2018,28589
ATCO,2017-2018,8542120.329780329
ATCO,2018-2019,11757919.298664624
ATCO,2019-2020,12720236.956504943
ATCO,2020-2021,11478965.406936826
AV TECH,2017-2018,2805120.3344155843
AV TECH,2018-2019,2994468.4771428574
AV TECH,2019-2020,2145666.6276190476
AV TECH,2020-2021,1384782.1166666667
AVI SPL CANADA,2017-2018,28148.53033898305
AVI SPL CANADA,2018-2019,77520.13966101695
AVI SPL CANADA,2019-2020,82229.31
AVI SPL CANADA,2020-2021,11214.630000000001
AVJET HOLDING,2017-2018,490235.72
AVJET HOLDING,2018-2019,667092.75
AVJET HOLDING,2019-2020,31358.04
AVMAX AVIATION SERVICES,2019-2020,70875.24
AVMAX AVIATION SERVICES,2020-2021,24219.629999999997
AXT,2017-2018,1382530.077972028
AXT,2018-2019,1168613.9631916084
AXT,2019-2020,623659.904945828
AXT,2020-2021,1179610.550254172
BANFIELD SEGUIN,2017-2018,2846.3655462184875
BANFIELD SEGUIN,2018-2019,9470.634453781513
BDO CANADA,2017-2018,15933
BDO CANADA,2018-2019,44183
BDO CANADA,2019-2020,12204
BDO CANADA,2020-2021,199938.51323232322
BELL CANADA,2017-2018,588247.0697148723
BELL CANADA,2018-2019,126920.0126478149
BELL CANADA,2019-2020,78704.5
BELL CANADA,2020-2021,39292.013333333336
BELL TEXTRON,2017-2018,53075.94
BELL TEXTRON,2018-2019,59427.94
BELL TEXTRON,2019-2020,48672.50000000001
BLACK MCDONALD,2017-2018,1576504.0123998406
BLACK MCDONALD,2018-2019,2452672.204999743
BLACK MCDONALD,2019-2020,1338889.818828264
BLACK MCDONALD,2020-2021,1256960.3677598815
BLUEWAVE ENERGY,2017-2018,10639.949999999999
BLUMETRIC ENVIRONMENTAL,2018-2019,21810.129999999997
BLUMETRIC ENVIRONMENTAL,2019-2020,60299.060000000005
BLUMETRIC ENVIRONMENTAL,2020-2021,46633.69
BMT FLEET TECHNOLOGY,2018-2019,11865
BMT FLEET TECHNOLOGY,2020-2021,14690
BOUTHILLETTE PARIZEAU,2017-2018,16997.760000000002
BOUTHILLETTE PARIZEAU,2019-2020,39928.61494252874
BOUTHILLETTE PARIZEAU,2020-2021,55850.185057471266
BRAWN CONSTRUCTION,2017-2018,230733.13
BRAWN CONSTRUCTION,2020-2021,145009.51
BRUKER,2017-2018,60737.07873972603
BRUKER,2018-2019,98506.33126027398
BRUKER,2019-2020,116426.13
BRUKER,2020-2021,449949.61739583337
CACHE COMPUTER CONSULTING,2017-2018,549293.8742794459
CACHE COMPUTER CONSULTING,2018-2019,79441.44851854414
CACHE COMPUTER CONSULTING,2019-2020,29749.03373917648
CACHE COMPUTER CONSULTING,2020-2021,21616.625542638856
CADEX,2017-2018,15179.87
CAE,2017-2018,8040.67602739726
CALIAN,2017-2018,157082.86369433158
CALIAN,2018-2019,276753.609354709
CALIAN,2019-2020,134922.7629424307
CALIAN,2020-2021,55798.8771641791
CAMPBELL SCIENTIFIC CANADA,2017-2018,43383.25282312925
CAMPBELL SCIENTIFIC CANADA,2018-2019,93248.89282312925
CAMPBELL SCIENTIFIC CANADA,2019-2020,30090.66
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,3786572.8399123917
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,3560959.1300000004
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,3840238.72
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,4289333.027351974
CANADIAN STANDARDS ASSOCIATION,2017-2018,1202006.869136165
CANADIAN STANDARDS ASSOCIATION,2018-2019,1150365.2707303332
CANADIAN STANDARDS ASSOCIATION,2019-2020,1020752.4383661881
CANADIAN STANDARDS ASSOCIATION,2020-2021,603529.7667834078
CANON,2017-2018,1245.2682481751824
CANON,2020-2021,12181.4
CANSEL SURVEY EQUIPMENT,2017-2018,10999.996493150684
CANSEL SURVEY EQUIPMENT,2018-2019,3653.283506849315
CAREWORX,2017-2018,3096646.69
CAREWORX,2018-2019,1124563.4452305236
CAREWORX,2019-2020,1216737.7147694766
CARLETON ELECTRIC,2017-2018,2271956.334612877
CARLETON ELECTRIC,2018-2019,1389272.013979993
CARLETON ELECTRIC,2019-2020,901132.7964493759
CARLETON ELECTRIC,2020-2021,923914.2435506241
CARLETON UNIVERSITY,2018-2019,35000
CARLETON UNIVERSITY,2019-2020,890227.4604813348
CARLETON UNIVERSITY,2020-2021,961320.7812042298
CARMICHAEL ENGINEERING,2017-2018,62077.11816091954
CARMICHAEL ENGINEERING,2018-2019,94174.19
CARMICHAEL ENGINEERING,2019-2020,35531.777215189875
CARMICHAEL ENGINEERING,2020-2021,77524.37463666197
CASP AEROSPACE,2017-2018,13072.27
CBCI TELECOM,2017-2018,57228.909999999996
CBCL,2019-2020,95824
CBCL,2020-2021,38985
CDW CANADA,2017-2018,280980.61
CDW CANADA,2019-2020,33820.9
CDW CANADA,2020-2021,12461.291285764515
CEDROM SNI,2017-2018,62968.862216624686
CEDROM SNI,2018-2019,69416.45
CHU SAINTE JUSTINE,2017-2018,45990
CIMA,2017-2018,109118.37666005062
CIMA,2018-2019,146768.89505339434
CIMA,2019-2020,36889.24608695652
CISTEL TECHNOLOGY,2017-2018,535003.2576918706
CISTEL TECHNOLOGY,2018-2019,1088000.1079573063
CISTEL TECHNOLOGY,2019-2020,1673830.6297050945
CISTEL TECHNOLOGY,2020-2021,1866425.665707555
CLOSEREACH,2017-2018,40133.29992084433
